mastacembelus_armatus ENSMAMG00000006661
monopterus_albus ENSMALG00000013535
takifugu_rubripes ENSTRUG00000020952
takifugu_rubripes ENSTRUG00000020782
mola_mola ENSMMOG00000007083
seriola_dumerili ENSSDUG00000009103
seriola_lalandi_dorsalis ENSSLDG00000002374
cynoglossus_semilaevis ENSCSEG00000015062
anabas_testudineus ENSATEG00000011062
oryzias_latipes_asm223467v1 ENSORLG00000023657
oryzias_latipes_asm223469v1 ENSORLG00015005495
oryzias_latipes_asm223471v1 ENSORLG00020020640
oryzias_melastigma ENSOMEG00000017451
poecilia_latipinna ENSPLAG00000015905
poecilia_mexicana ENSPMEG00000019209
poecilia_reticulata ENSPREG00000004646
xiphophorus_couchianus ENSXCOG00000007435
xiphophorus_maculatus ENSXMAG00000025479
fundulus_heteroclitus ENSFHEG00000011745
astatotilapia_calliptera ENSACLG00000027664
maylandia_zebra ENSMZEG00005003709
haplochromis_burtoni ENSHBUG00000018021
pundamilia_nyererei ENSPNYG00000014758
neolamprologus_brichardi ENSNBRG00000016072
periophthalmus_magnuspinnatus ENSPMGG00000003624
astyanax_mexicanus ENSAMXG00000041637
pygocentrus_nattereri ENSPNAG00000026110
ictalurus_punctatus ENSIPUG00000002962
danio_rerio ENSDARG00000075614
