drosophila_melanogaster FBgn0031633
caenorhabditis_elegans_strain_n2 WBGene00019823
petromyzon_marinus ENSPMAG00000004384
eptatretus_burgeri ENSEBUG00000016337
tetraodon_nigroviridis ENSTNIG00000006078
takifugu_rubripes ENSTRUG00000007691
mola_mola ENSMMOG00000009691
labrus_bergylta ENSLBEG00000013995
cynoglossus_semilaevis ENSCSEG00000016931
pundamilia_nyererei ENSPNYG00000000064
haplochromis_burtoni ENSHBUG00000001560
maylandia_zebra ENSMZEG00005005867
astatotilapia_calliptera ENSACLG00000022355
neolamprologus_brichardi ENSNBRG00000021692
oreochromis_niloticus ENSONIG00000015778
amphilophus_citrinellus ENSACIG00000005597
amphiprion_ocellaris ENSAOCG00000000984
amphiprion_ocellaris ENSAOCG00000011677
amphiprion_percula ENSAPEG00000008219
stegastes_partitus ENSSPAG00000022971
acanthochromis_polyacanthus ENSAPOG00000008573
gasterosteus_aculeatus ENSGACG00000018695
monopterus_albus ENSMALG00000011805
mastacembelus_armatus ENSMAMG00000015143
anabas_testudineus ENSATEG00000018297
seriola_lalandi_dorsalis ENSSLDG00000022887
seriola_dumerili ENSSDUG00000013303
scophthalmus_maximus ENSSMAG00000013047
xiphophorus_maculatus ENSXMAG00000018969
xiphophorus_couchianus ENSXCOG00000013325
gambusia_affinis ENSGAFG00000000210
poecilia_formosa ENSPFOG00000003352
poecilia_mexicana ENSPMEG00000014386
poecilia_latipinna ENSPLAG00000007635
poecilia_reticulata ENSPREG00000004026
cyprinodon_variegatus ENSCVAG00000021000
fundulus_heteroclitus ENSFHEG00000016727
kryptolebias_marmoratus ENSKMAG00000004413
oryzias_latipes_asm223469v1 ENSORLG00015014628
oryzias_latipes_asm223467v1 ENSORLG00000009586
oryzias_latipes_asm223471v1 ENSORLG00020019604
oryzias_melastigma ENSOMEG00000016411
hippocampus_comes ENSHCOG00000003562
periophthalmus_magnuspinnatus ENSPMGG00000007578
gadus_morhua ENSGMOG00000005660
esox_lucius ENSELUG00000019388
astyanax_mexicanus ENSAMXG00000005949
pygocentrus_nattereri ENSPNAG00000024571
ictalurus_punctatus ENSIPUG00000020862
danio_rerio ENSDARG00000099143
paramormyrops_kingsleyae ENSPKIG00000014735
scleropages_formosus ENSSFOG00015002778
lepisosteus_oculatus ENSLOCG00000012159
lepidothrix_coronata ENSLCOG00000005512
manacus_vitellinus ENSMVIG00005019905
lonchura_striata_domestica ENSLSDG00000013853
taeniopygia_guttata ENSTGUG00000000273
serinus_canaria ENSSCAG00000013367
ficedula_albicollis ENSFALG00000005130
zonotrichia_albicollis ENSZALG00000007821
parus_major ENSPMJG00000003398
cyanistes_caeruleus ENSCCEG00000017350
calidris_pygmaea ENSCPGG00000003248
calidris_pugnax ENSCPUG00000010238
