myotis_lucifugus ENSMLUG00000006147
pteropus_vampyrus ENSPVAG00000002323
bos_mutus ENSBMUG00000020764
bos_taurus ENSBTAG00000015352
bison_bison_bison ENSBBBG00000002243
ovis_aries ENSOARG00000010546
capra_hircus ENSCHIG00000022534
tursiops_truncatus ENSTTRG00000006852
sus_scrofa ENSSSCG00000017642
ursus_americanus ENSUAMG00000005171
ursus_maritimus ENSUMAG00000022796
ailuropoda_melanoleuca ENSAMEG00000011627
mustela_putorius_furo ENSMPUG00000015317
neovison_vison ENSNVIG00000013086
canis_lupus_familiaris ENSCAFG00000017513
canis_lupus_dingo ENSCAFG00020025836
vulpes_vulpes ENSVVUG00000012608
panthera_tigris_altaica ENSPTIG00000011073
panthera_pardus ENSPPRG00000019411
felis_catus ENSFCAG00000004485
equus_asinus_asinus ENSEASG00005002781
equus_caballus ENSECAG00000018106
erinaceus_europaeus ENSEEUG00000009406
sorex_araneus ENSSARG00000012773
chinchilla_lanigera ENSCLAG00000012407
octodon_degus ENSODEG00000011731
cavia_porcellus ENSCPOG00000003433
cavia_aperea ENSCAPG00000009719
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013479
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006597
fukomys_damarensis ENSFDAG00000000821
marmota_marmota_marmota ENSMMMG00000020365
ictidomys_tridecemlineatus ENSSTOG00000012795
spermophilus_dauricus ENSSDAG00000020371
urocitellus_parryii ENSUPAG00010013904
castor_canadensis ENSCCNG00000023046
dipodomys_ordii ENSDORG00000001955
mus_spicilegus ENSMSIG00000026479
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017779
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018401
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016932
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018061
rattus_norvegicus ENSRNOG00000007496
meriones_unguiculatus ENSMUGG00000013517
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002241
cricetulus_griseus_crigri_1.0 ENSCGRG00000012671
cricetulus_griseus_crigri-picr ENSCGRG00015006756
mesocricetus_auratus ENSMAUG00000006907
microtus_ochrogaster ENSMOCG00000001816
peromyscus_maniculatus_bairdii ENSPEMG00000024231
nannospalax_galili ENSNGAG00000019510
jaculus_jaculus ENSJJAG00000001044
oryctolagus_cuniculus ENSOCUG00000009743
ochotona_princeps ENSOPRG00000015720
homo_sapiens ENSG00000108389
gorilla_gorilla ENSGGOG00000013799
pan_troglodytes ENSPTRG00000009454
pan_paniscus ENSPPAG00000039667
pongo_abelii ENSPPYG00000008230
nomascus_leucogenys ENSNLEG00000008197
piliocolobus_tephrosceles ENSPTEG00000039118
colobus_angolensis_palliatus ENSCANG00000028186
rhinopithecus_bieti ENSRBIG00000039908
rhinopithecus_roxellana ENSRROG00000020727
mandrillus_leucophaeus ENSMLEG00000031081
cercocebus_atys ENSCATG00000044492
papio_anubis ENSPANG00000022285
theropithecus_gelada ENSTGEG00000022456
macaca_mulatta ENSMMUG00000046171
macaca_fascicularis ENSMFAG00000036523
macaca_nemestrina ENSMNEG00000044268
chlorocebus_sabaeus ENSCSAG00000005770
saimiri_boliviensis_boliviensis ENSSBOG00000024970
cebus_capucinus_imitator ENSCCAG00000021721
callithrix_jacchus ENSCJAG00000017418
aotus_nancymaae ENSANAG00000034239
carlito_syrichta ENSTSYG00000001615
propithecus_coquereli ENSPCOG00000028234
microcebus_murinus ENSMICG00000016029
prolemur_simus ENSPSMG00000003836
otolemur_garnettii ENSOGAG00000004925
tupaia_belangeri ENSTBEG00000009903
loxodonta_africana ENSLAFG00000003379
procavia_capensis ENSPCAG00000011387
echinops_telfairi ENSETEG00000014191
dasypus_novemcinctus ENSDNOG00000019581
choloepus_hoffmanni ENSCHOG00000001206
anolis_carolinensis ENSACAG00000000440
pogona_vitticeps ENSPVIG00000009420
notechis_scutatus ENSNSUG00000005994
salvator_merianae ENSSMRG00000008793
sphenodon_punctatus ENSSPUG00000001688
anser_brachyrhynchus ENSABRG00000007167
anas_platyrhynchos_platyrhynchos ENSAPLG00000012976
gallus_gallus ENSGALG00000001042
coturnix_japonica ENSCJPG00005004330
meleagris_gallopavo ENSMGAG00000001992
numida_meleagris ENSNMEG00000012583
lonchura_striata_domestica ENSLSDG00000010067
taeniopygia_guttata ENSTGUG00000003314
serinus_canaria ENSSCAG00000004319
ficedula_albicollis ENSFALG00000013764
junco_hyemalis ENSJHYG00000000874
zonotrichia_albicollis ENSZALG00000003427
parus_major ENSPMJG00000018855
cyanistes_caeruleus ENSCCEG00000001787
lepidothrix_coronata ENSLCOG00000014925
melopsittacus_undulatus ENSMUNG00000007741
calidris_pygmaea ENSCPGG00000005726
apteryx_haastii ENSAHAG00000004953
apteryx_owenii ENSAOWG00000018134
apteryx_rowi ENSARWG00000006238
nothoprocta_perdicaria ENSNPEG00000003350
dromaius_novaehollandiae ENSDNVG00000005862
manacus_vitellinus ENSMVIG00005008904
manacus_vitellinus ENSMVIG00005008911
calidris_pugnax ENSCPUG00000009954
crocodylus_porosus ENSCPRG00005008068
chelonoidis_abingdonii ENSCABG00000007533
gopherus_agassizii ENSGAGG00000009144
chrysemys_picta_bellii ENSCPBG00000015880
pelodiscus_sinensis ENSPSIG00000008484
sphenodon_punctatus ENSSPUG00000001653
labrus_bergylta ENSLBEG00000005844
