latimeria_chalumnae ENSLACG00000003010
xenopus_tropicalis ENSXETG00000016321
tetraodon_nigroviridis ENSTNIG00000006861
cynoglossus_semilaevis ENSCSEG00000003114
hippocampus_comes ENSHCOG00000002181
takifugu_rubripes ENSTRUG00000017202
fundulus_heteroclitus ENSFHEG00000019228
cyprinodon_variegatus ENSCVAG00000018728
gambusia_affinis ENSGAFG00000014548
gambusia_affinis ENSGAFG00000014542
poecilia_formosa ENSPFOG00000018904
poecilia_mexicana ENSPMEG00000013696
poecilia_reticulata ENSPREG00000018116
poecilia_latipinna ENSPLAG00000013878
xiphophorus_maculatus ENSXMAG00000005305
xiphophorus_couchianus ENSXCOG00000002843
kryptolebias_marmoratus ENSKMAG00000001155
oryzias_latipes_asm223471v1 ENSORLG00020020015
oryzias_latipes_asm223467v1 ENSORLG00000013155
oryzias_latipes_asm223469v1 ENSORLG00015018776
oryzias_melastigma ENSOMEG00000002336
labrus_bergylta ENSLBEG00000028027
seriola_lalandi_dorsalis ENSSLDG00000002167
seriola_dumerili ENSSDUG00000010384
seriola_lalandi_dorsalis ENSSLDG00000009426
scophthalmus_maximus ENSSMAG00000002937
mola_mola ENSMMOG00000020705
gasterosteus_aculeatus ENSGACG00000014797
mastacembelus_armatus ENSMAMG00000019992
monopterus_albus ENSMALG00000018990
anabas_testudineus ENSATEG00000000022
amphiprion_ocellaris ENSAOCG00000019878
amphiprion_percula ENSAPEG00000017016
acanthochromis_polyacanthus ENSAPOG00000009850
stegastes_partitus ENSSPAG00000010798
maylandia_zebra ENSMZEG00005004619
haplochromis_burtoni ENSHBUG00000006536
pundamilia_nyererei ENSPNYG00000008120
astatotilapia_calliptera ENSACLG00000023920
oreochromis_niloticus ENSONIG00000019565
neolamprologus_brichardi ENSNBRG00000012607
amphilophus_citrinellus ENSACIG00000000925
periophthalmus_magnuspinnatus ENSPMGG00000013003
gadus_morhua ENSGMOG00000005923
esox_lucius ENSELUG00000021603
pygocentrus_nattereri ENSPNAG00000026590
astyanax_mexicanus ENSAMXG00000016128
ictalurus_punctatus ENSIPUG00000005364
scleropages_formosus ENSSFOG00015023032
paramormyrops_kingsleyae ENSPKIG00000002745
lepisosteus_oculatus ENSLOCG00000011822
petromyzon_marinus ENSPMAG00000003877
gopherus_agassizii ENSGAGG00000003107
chelonoidis_abingdonii ENSCABG00000013852
chrysemys_picta_bellii ENSCPBG00000023675
pelodiscus_sinensis ENSPSIG00000018008
chrysemys_picta_bellii ENSCPBG00000023670
apteryx_owenii ENSAOWG00000011306
apteryx_rowi ENSARWG00000002572
apteryx_haastii ENSAHAG00000001750
dromaius_novaehollandiae ENSDNVG00000016965
nothoprocta_perdicaria ENSNPEG00000007574
anser_brachyrhynchus ENSABRG00000004228
anas_platyrhynchos_platyrhynchos ENSAPLG00000003827
gallus_gallus ENSGALG00000041800
meleagris_gallopavo ENSMGAG00000002068
coturnix_japonica ENSCJPG00005011104
numida_meleagris ENSNMEG00000007973
zonotrichia_albicollis ENSZALG00000011378
junco_hyemalis ENSJHYG00000011995
ficedula_albicollis ENSFALG00000000688
taeniopygia_guttata ENSTGUG00000007506
lonchura_striata_domestica ENSLSDG00000006927
serinus_canaria ENSSCAG00000003535
parus_major ENSPMJG00000008475
cyanistes_caeruleus ENSCCEG00000011023
melopsittacus_undulatus ENSMUNG00000005813
manacus_vitellinus ENSMVIG00005018928
manacus_vitellinus ENSMVIG00005018927
lepidothrix_coronata ENSLCOG00000003174
lonchura_striata_domestica ENSLSDG00000006919
calidris_pygmaea ENSCPGG00000011083
calidris_pugnax ENSCPUG00000005064
anolis_carolinensis ENSACAG00000016945
pogona_vitticeps ENSPVIG00000019883
salvator_merianae ENSSMRG00000023125
sphenodon_punctatus ENSSPUG00000007181
notamacropus_eugenii ENSMEUG00000015551
phascolarctos_cinereus ENSPCIG00000019772
monodelphis_domestica ENSMODG00000001518
sarcophilus_harrisii ENSSHAG00000004094
loxodonta_africana ENSLAFG00000010840
procavia_capensis ENSPCAG00000004017
echinops_telfairi ENSETEG00000009501
choloepus_hoffmanni ENSCHOG00000013376
dasypus_novemcinctus ENSDNOG00000016035
ursus_americanus ENSUAMG00000008600
ursus_maritimus ENSUMAG00000017848
ailuropoda_melanoleuca ENSAMEG00000012122
mustela_putorius_furo ENSMPUG00000007715
neovison_vison ENSNVIG00000006076
canis_lupus_dingo ENSCAFG00020006619
vulpes_vulpes ENSVVUG00000028914
canis_lupus_familiaris ENSCAFG00000017446
panthera_pardus ENSPPRG00000012501
panthera_tigris_altaica ENSPTIG00000015664
felis_catus ENSFCAG00000001842
equus_caballus ENSECAG00000018559
equus_asinus_asinus ENSEASG00005021831
capra_hircus ENSCHIG00000026542
ovis_aries ENSOARG00000004183
bos_taurus ENSBTAG00000005052
bos_mutus ENSBMUG00000011881
bison_bison_bison ENSBBBG00000002641
tursiops_truncatus ENSTTRG00000016627
sus_scrofa ENSSSCG00000017998
vicugna_pacos ENSVPAG00000005363
pteropus_vampyrus ENSPVAG00000007013
myotis_lucifugus ENSMLUG00000008663
sorex_araneus ENSSARG00000003685
erinaceus_europaeus ENSEEUG00000014254
pan_troglodytes ENSPTRG00000008761
pan_paniscus ENSPPAG00000038138
homo_sapiens ENSG00000065325
gorilla_gorilla ENSGGOG00000008529
pongo_abelii ENSPPYG00000007975
nomascus_leucogenys ENSNLEG00000010098
rhinopithecus_roxellana ENSRROG00000036298
rhinopithecus_bieti ENSRBIG00000035854
colobus_angolensis_palliatus ENSCANG00000030838
piliocolobus_tephrosceles ENSPTEG00000003701
theropithecus_gelada ENSTGEG00000026992
papio_anubis ENSPANG00000023753
chlorocebus_sabaeus ENSCSAG00000010211
mandrillus_leucophaeus ENSMLEG00000034742
cercocebus_atys ENSCATG00000034777
macaca_mulatta ENSMMUG00000018090
macaca_fascicularis ENSMFAG00000038487
macaca_nemestrina ENSMNEG00000044338
saimiri_boliviensis_boliviensis ENSSBOG00000025968
callithrix_jacchus ENSCJAG00000012719
cebus_capucinus_imitator ENSCCAG00000024598
aotus_nancymaae ENSANAG00000028450
carlito_syrichta ENSTSYG00000013348
propithecus_coquereli ENSPCOG00000013292
prolemur_simus ENSPSMG00000013933
microcebus_murinus ENSMICG00000005359
otolemur_garnettii ENSOGAG00000000983
tupaia_belangeri ENSTBEG00000000279
cavia_aperea ENSCAPG00000008833
cavia_porcellus ENSCPOG00000002800
chinchilla_lanigera ENSCLAG00000015440
octodon_degus ENSODEG00000001354
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009949
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013274
fukomys_damarensis ENSFDAG00000020798
urocitellus_parryii ENSUPAG00010017049
spermophilus_dauricus ENSSDAG00000006148
ictidomys_tridecemlineatus ENSSTOG00000010730
marmota_marmota_marmota ENSMMMG00000020629
castor_canadensis ENSCCNG00000008643
dipodomys_ordii ENSDORG00000000952
cricetulus_griseus_crigri-picr ENSCGRG00015012711
cricetulus_griseus_crigri_1.0 ENSCGRG00000016462
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020825
mesocricetus_auratus ENSMAUG00000012802
peromyscus_maniculatus_bairdii ENSPEMG00000016104
microtus_ochrogaster ENSMOCG00000021626
mus_spicilegus ENSMSIG00000008045
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017364
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049928
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016528
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017658
rattus_norvegicus ENSRNOG00000003683
meriones_unguiculatus ENSMUGG00000007297
nannospalax_galili ENSNGAG00000020783
jaculus_jaculus ENSJJAG00000003578
oryctolagus_cuniculus ENSOCUG00000015492
ochotona_princeps ENSOPRG00000004122
notechis_scutatus ENSNSUG00000015923
ornithorhynchus_anatinus ENSOANG00000020693
eptatretus_burgeri ENSEBUG00000010209
ciona_intestinalis ENSCING00000006559
