oryzias_latipes_asm223471v1 ENSORLG00020020368
oryzias_latipes_asm223469v1 ENSORLG00015008460
oryzias_latipes_asm223467v1 ENSORLG00000001676
oryzias_melastigma ENSOMEG00000001259
gasterosteus_aculeatus ENSGACG00000013432
cynoglossus_semilaevis ENSCSEG00000001877
haplochromis_burtoni ENSHBUG00000003448
astatotilapia_calliptera ENSACLG00000013876
maylandia_zebra ENSMZEG00005018827
pundamilia_nyererei ENSPNYG00000020522
oreochromis_niloticus ENSONIG00000002892
neolamprologus_brichardi ENSNBRG00000013285
amphilophus_citrinellus ENSACIG00000011635
cyprinodon_variegatus ENSCVAG00000017131
fundulus_heteroclitus ENSFHEG00000000699
poecilia_mexicana ENSPMEG00000000576
poecilia_reticulata ENSPREG00000009718
poecilia_formosa ENSPFOG00000019090
poecilia_latipinna ENSPLAG00000007136
xiphophorus_maculatus ENSXMAG00000007201
gambusia_affinis ENSGAFG00000003664
tetraodon_nigroviridis ENSTNIG00000013404
takifugu_rubripes ENSTRUG00000002366
mola_mola ENSMMOG00000007539
seriola_dumerili ENSSDUG00000017194
seriola_lalandi_dorsalis ENSSLDG00000019106
scophthalmus_maximus ENSSMAG00000016222
monopterus_albus ENSMALG00000019088
mastacembelus_armatus ENSMAMG00000010062
stegastes_partitus ENSSPAG00000007235
amphiprion_percula ENSAPEG00000007944
amphiprion_ocellaris ENSAOCG00000021247
acanthochromis_polyacanthus ENSAPOG00000000898
kryptolebias_marmoratus ENSKMAG00000018210
anabas_testudineus ENSATEG00000008364
labrus_bergylta ENSLBEG00000026636
hippocampus_comes ENSHCOG00000007576
gadus_morhua ENSGMOG00000002436
esox_lucius ENSELUG00000011898
pygocentrus_nattereri ENSPNAG00000009224
astyanax_mexicanus ENSAMXG00000004559
ictalurus_punctatus ENSIPUG00000023328
danio_rerio ENSDARG00000021547
scleropages_formosus ENSSFOG00015011998
lepisosteus_oculatus ENSLOCG00000016138
gallus_gallus ENSGALG00000032770
coturnix_japonica ENSCJPG00005016556
