xenopus_tropicalis ENSXETG00000015396
latimeria_chalumnae ENSLACG00000010444
phascolarctos_cinereus ENSPCIG00000030132
notamacropus_eugenii ENSMEUG00000008884
sarcophilus_harrisii ENSSHAG00000012372
monodelphis_domestica ENSMODG00000004045
capra_hircus ENSCHIG00000010972
ovis_aries ENSOARG00000015836
bos_taurus ENSBTAG00000007547
bos_mutus ENSBMUG00000025735
tursiops_truncatus ENSTTRG00000016777
sus_scrofa ENSSSCG00000017271
neovison_vison ENSNVIG00000007551
mustela_putorius_furo ENSMPUG00000014668
canis_lupus_dingo ENSCAFG00020026093
canis_lupus_familiaris ENSCAFG00000011372
vulpes_vulpes ENSVVUG00000006685
ursus_americanus ENSUAMG00000011682
ursus_maritimus ENSUMAG00000019136
ailuropoda_melanoleuca ENSAMEG00000018395
panthera_tigris_altaica ENSPTIG00000006602
panthera_pardus ENSPPRG00000024701
felis_catus ENSFCAG00000041973
equus_caballus ENSECAG00000008962
equus_asinus_asinus ENSEASG00005015908
pteropus_vampyrus ENSPVAG00000010373
myotis_lucifugus ENSMLUG00000014190
erinaceus_europaeus ENSEEUG00000015784
oryctolagus_cuniculus ENSOCUG00000008850
ochotona_princeps ENSOPRG00000015745
castor_canadensis ENSCCNG00000026473
dipodomys_ordii ENSDORG00000010958
mus_spicilegus ENSMSIG00000023049
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018182
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020722
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017338
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018468
rattus_norvegicus ENSRNOG00000003245
meriones_unguiculatus ENSMUGG00000010723
microtus_ochrogaster ENSMOCG00000022700
peromyscus_maniculatus_bairdii ENSPEMG00000013430
cricetulus_griseus_crigri_1.0 ENSCGRG00000010552
cricetulus_griseus_crigri-picr ENSCGRG00015013268
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021421
mesocricetus_auratus ENSMAUG00000001874
nannospalax_galili ENSNGAG00000014135
jaculus_jaculus ENSJJAG00000019029
ictidomys_tridecemlineatus ENSSTOG00000007809
urocitellus_parryii ENSUPAG00010001126
spermophilus_dauricus ENSSDAG00000008199
marmota_marmota_marmota ENSMMMG00000011671
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000787
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002031
fukomys_damarensis ENSFDAG00000007889
cavia_porcellus ENSCPOG00000030085
cavia_aperea ENSCAPG00000010640
chinchilla_lanigera ENSCLAG00000004375
octodon_degus ENSODEG00000008695
pan_troglodytes ENSPTRG00000009561
pan_paniscus ENSPPAG00000027218
homo_sapiens ENSG00000108878
gorilla_gorilla ENSGGOG00000012771
pongo_abelii ENSPPYG00000008563
nomascus_leucogenys ENSNLEG00000000253
macaca_mulatta ENSMMUG00000002958
macaca_fascicularis ENSMFAG00000040283
macaca_nemestrina ENSMNEG00000030124
cercocebus_atys ENSCATG00000009778
mandrillus_leucophaeus ENSMLEG00000033958
papio_anubis ENSPANG00000020568
theropithecus_gelada ENSTGEG00000025286
chlorocebus_sabaeus ENSCSAG00000004133
rhinopithecus_bieti ENSRBIG00000013073
rhinopithecus_roxellana ENSRROG00000002626
colobus_angolensis_palliatus ENSCANG00000032720
piliocolobus_tephrosceles ENSPTEG00000007029
saimiri_boliviensis_boliviensis ENSSBOG00000024847
cebus_capucinus_imitator ENSCCAG00000027962
callithrix_jacchus ENSCJAG00000000361
aotus_nancymaae ENSANAG00000037124
