apteryx_rowi ENSARWG00000018706
apteryx_owenii ENSAOWG00000003135
apteryx_haastii ENSAHAG00000004133
nothoprocta_perdicaria ENSNPEG00000011873
dromaius_novaehollandiae ENSDNVG00000012036
lepidothrix_coronata ENSLCOG00000013939
manacus_vitellinus ENSMVIG00005003332
cyanistes_caeruleus ENSCCEG00000008690
parus_major ENSPMJG00000012394
ficedula_albicollis ENSFALG00000006579
taeniopygia_guttata ENSTGUG00000013025
lonchura_striata_domestica ENSLSDG00000001185
junco_hyemalis ENSJHYG00000007850
zonotrichia_albicollis ENSZALG00000016799
serinus_canaria ENSSCAG00000012295
melopsittacus_undulatus ENSMUNG00000014287
calidris_pygmaea ENSCPGG00000013646
calidris_pugnax ENSCPUG00000003561
anser_brachyrhynchus ENSABRG00000010649
anas_platyrhynchos_platyrhynchos ENSAPLG00000007422
gallus_gallus ENSGALG00000016425
coturnix_japonica ENSCJPG00005011028
meleagris_gallopavo ENSMGAG00000013999
numida_meleagris ENSNMEG00000021885
crocodylus_porosus ENSCPRG00005007037
gopherus_agassizii ENSGAGG00000025584
chelonoidis_abingdonii ENSCABG00000008256
chrysemys_picta_bellii ENSCPBG00000014070
pelodiscus_sinensis ENSPSIG00000015583
pogona_vitticeps ENSPVIG00000018504
anolis_carolinensis ENSACAG00000001615
notechis_scutatus ENSNSUG00000020427
salvator_merianae ENSSMRG00000006268
sphenodon_punctatus ENSSPUG00000015596
phascolarctos_cinereus ENSPCIG00000009821
notamacropus_eugenii ENSMEUG00000006155
sarcophilus_harrisii ENSSHAG00000006790
monodelphis_domestica ENSMODG00000014706
pan_paniscus ENSPPAG00000033783
pan_troglodytes ENSPTRG00000011639
homo_sapiens ENSG00000134330
gorilla_gorilla ENSGGOG00000001760
pongo_abelii ENSPPYG00000012665
nomascus_leucogenys ENSNLEG00000013435
mandrillus_leucophaeus ENSMLEG00000044290
theropithecus_gelada ENSTGEG00000014833
cercocebus_atys ENSCATG00000029613
chlorocebus_sabaeus ENSCSAG00000007130
macaca_fascicularis ENSMFAG00000039055
macaca_mulatta ENSMMUG00000018045
macaca_nemestrina ENSMNEG00000038428
papio_anubis ENSPANG00000009398
piliocolobus_tephrosceles ENSPTEG00000024762
colobus_angolensis_palliatus ENSCANG00000032445
rhinopithecus_roxellana ENSRROG00000034099
rhinopithecus_bieti ENSRBIG00000029112
cebus_capucinus_imitator ENSCCAG00000034153
saimiri_boliviensis_boliviensis ENSSBOG00000019617
callithrix_jacchus ENSCJAG00000006360
aotus_nancymaae ENSANAG00000033141
carlito_syrichta ENSTSYG00000026191
microcebus_murinus ENSMICG00000002377
propithecus_coquereli ENSPCOG00000023355
prolemur_simus ENSPSMG00000020104
otolemur_garnettii ENSOGAG00000000544
ictidomys_tridecemlineatus ENSSTOG00000004500
spermophilus_dauricus ENSSDAG00000020665
marmota_marmota_marmota ENSMMMG00000022658
ictidomys_tridecemlineatus ENSSTOG00000031426
castor_canadensis ENSCCNG00000005062
mus_spicilegus ENSMSIG00000022381
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062054
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018482
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017641
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029398
rattus_norvegicus ENSRNOG00000060853
meriones_unguiculatus ENSMUGG00000016076
peromyscus_maniculatus_bairdii ENSPEMG00000016641
microtus_ochrogaster ENSMOCG00000017872
cricetulus_griseus_crigri-picr ENSCGRG00015004772
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019624
cricetulus_griseus_crigri_1.0 ENSCGRG00000017498
mesocricetus_auratus ENSMAUG00000018865
nannospalax_galili ENSNGAG00000017153
jaculus_jaculus ENSJJAG00000015466
equus_asinus_asinus ENSEASG00005003972
equus_caballus ENSECAG00000018250
pteropus_vampyrus ENSPVAG00000005329
canis_lupus_dingo ENSCAFG00020026797
canis_lupus_familiaris ENSCAFG00000003381
vulpes_vulpes ENSVVUG00000002169
mustela_putorius_furo ENSMPUG00000013218
neovison_vison ENSNVIG00000015262
ursus_maritimus ENSUMAG00000003662
ursus_americanus ENSUAMG00000007531
ursus_maritimus ENSUMAG00000003666
ailuropoda_melanoleuca ENSAMEG00000008545
panthera_tigris_altaica ENSPTIG00000005299
panthera_pardus ENSPPRG00000016876
felis_catus ENSFCAG00000023291
bos_mutus ENSBMUG00000003367
bos_taurus ENSBTAG00000001140
bison_bison_bison ENSBBBG00000008101
ovis_aries ENSOARG00000015143
capra_hircus ENSCHIG00000016467
sus_scrofa ENSSSCG00000008640
tursiops_truncatus ENSTTRG00000000865
vicugna_pacos ENSVPAG00000008044
ochotona_princeps ENSOPRG00000008947
oryctolagus_cuniculus ENSOCUG00000026669
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000512
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007681
fukomys_damarensis ENSFDAG00000006021
chinchilla_lanigera ENSCLAG00000002879
octodon_degus ENSODEG00000003362
cavia_aperea ENSCAPG00000006568
cavia_porcellus ENSCPOG00000011308
myotis_lucifugus ENSMLUG00000010667
erinaceus_europaeus ENSEEUG00000003840
sorex_araneus ENSSARG00000005263
echinops_telfairi ENSETEG00000003899
urocitellus_parryii ENSUPAG00010011577
choloepus_hoffmanni ENSCHOG00000000183
dasypus_novemcinctus ENSDNOG00000009272
loxodonta_africana ENSLAFG00000009469
procavia_capensis ENSPCAG00000007045
ornithorhynchus_anatinus ENSOANG00000007616
xenopus_tropicalis ENSXETG00000026506
scleropages_formosus ENSSFOG00015010115
paramormyrops_kingsleyae ENSPKIG00000020955
seriola_dumerili ENSSDUG00000018632
seriola_lalandi_dorsalis ENSSLDG00000005332
scophthalmus_maximus ENSSMAG00000020543
gasterosteus_aculeatus ENSGACG00000008923
monopterus_albus ENSMALG00000011436
mastacembelus_armatus ENSMAMG00000008879
anabas_testudineus ENSATEG00000014577
amphiprion_ocellaris ENSAOCG00000009714
amphiprion_percula ENSAPEG00000021499
acanthochromis_polyacanthus ENSAPOG00000016092
stegastes_partitus ENSSPAG00000003244
fundulus_heteroclitus ENSFHEG00000007050
cyprinodon_variegatus ENSCVAG00000011141
xiphophorus_maculatus ENSXMAG00000013243
xiphophorus_couchianus ENSXCOG00000004963
gambusia_affinis ENSGAFG00000003083
poecilia_latipinna ENSPLAG00000015496
poecilia_formosa ENSPFOG00000005593
poecilia_mexicana ENSPMEG00000010461
poecilia_reticulata ENSPREG00000016968
kryptolebias_marmoratus ENSKMAG00000006786
pundamilia_nyererei ENSPNYG00000021313
haplochromis_burtoni ENSHBUG00000001511
maylandia_zebra ENSMZEG00005006516
maylandia_zebra ENSMZEG00005027920
neolamprologus_brichardi ENSNBRG00000010337
oreochromis_niloticus ENSONIG00000020093
amphilophus_citrinellus ENSACIG00000023998
tetraodon_nigroviridis ENSTNIG00000017315
takifugu_rubripes ENSTRUG00000023724
mola_mola ENSMMOG00000011976
oryzias_latipes_asm223471v1 ENSORLG00020010998
oryzias_latipes_asm223469v1 ENSORLG00015009637
oryzias_latipes_asm223467v1 ENSORLG00000015337
oryzias_melastigma ENSOMEG00000007787
cynoglossus_semilaevis ENSCSEG00000001625
periophthalmus_magnuspinnatus ENSPMGG00000015306
gadus_morhua ENSGMOG00000011208
labrus_bergylta ENSLBEG00000013431
hippocampus_comes ENSHCOG00000015854
esox_lucius ENSELUG00000012701
pygocentrus_nattereri ENSPNAG00000017402
astyanax_mexicanus ENSAMXG00000035768
ictalurus_punctatus ENSIPUG00000023477
danio_rerio ENSDARG00000015765
lepisosteus_oculatus ENSLOCG00000016826
latimeria_chalumnae ENSLACG00000022480
astatotilapia_calliptera ENSACLG00000019091
eptatretus_burgeri ENSEBUG00000009962
ciona_savignyi ENSCSAVG00000005515
ciona_intestinalis ENSCING00000013427
saccharomyces_cerevisiae_strain_s288c YOR126C
