mola_mola ENSMMOG00000012045
takifugu_rubripes ENSTRUG00000000059
xiphophorus_maculatus ENSXMAG00000012556
xiphophorus_couchianus ENSXCOG00000002457
gambusia_affinis ENSGAFG00000016602
poecilia_formosa ENSPFOG00000017026
poecilia_mexicana ENSPMEG00000009965
poecilia_latipinna ENSPLAG00000010880
poecilia_reticulata ENSPREG00000016815
cyprinodon_variegatus ENSCVAG00000004200
fundulus_heteroclitus ENSFHEG00000009958
kryptolebias_marmoratus ENSKMAG00000006512
oryzias_latipes_asm223469v1 ENSORLG00015008365
oryzias_latipes_asm223467v1 ENSORLG00000019474
oryzias_melastigma ENSOMEG00000009577
amphiprion_percula ENSAPEG00000023620
amphiprion_ocellaris ENSAOCG00000007820
acanthochromis_polyacanthus ENSAPOG00000022463
stegastes_partitus ENSSPAG00000004887
astatotilapia_calliptera ENSACLG00000003047
maylandia_zebra ENSMZEG00005000569
pundamilia_nyererei ENSPNYG00000001036
haplochromis_burtoni ENSHBUG00000013536
oreochromis_niloticus ENSONIG00000007537
neolamprologus_brichardi ENSNBRG00000010425
amphilophus_citrinellus ENSACIG00000011553
periophthalmus_magnuspinnatus ENSPMGG00000021581
labrus_bergylta ENSLBEG00000028073
gasterosteus_aculeatus ENSGACG00000019443
monopterus_albus ENSMALG00000003118
cynoglossus_semilaevis ENSCSEG00000002741
seriola_dumerili ENSSDUG00000011010
seriola_lalandi_dorsalis ENSSLDG00000012810
scophthalmus_maximus ENSSMAG00000010999
mastacembelus_armatus ENSMAMG00000004270
anabas_testudineus ENSATEG00000018344
hippocampus_comes ENSHCOG00000005735
tetraodon_nigroviridis ENSTNIG00000003770
gadus_morhua ENSGMOG00000016161
esox_lucius ENSELUG00000009651
astyanax_mexicanus ENSAMXG00000038160
pygocentrus_nattereri ENSPNAG00000006991
ictalurus_punctatus ENSIPUG00000002729
danio_rerio ENSDARG00000103235
scleropages_formosus ENSSFOG00015019518
paramormyrops_kingsleyae ENSPKIG00000005958
lepisosteus_oculatus ENSLOCG00000010695
anolis_carolinensis ENSACAG00000011518
pogona_vitticeps ENSPVIG00000002117
notechis_scutatus ENSNSUG00000008320
salvator_merianae ENSSMRG00000015563
sphenodon_punctatus ENSSPUG00000011215
apteryx_haastii ENSAHAG00000012698
apteryx_rowi ENSARWG00000011714
apteryx_owenii ENSAOWG00000002130
dromaius_novaehollandiae ENSDNVG00000010904
nothoprocta_perdicaria ENSNPEG00000011261
manacus_vitellinus ENSMVIG00005019173
lepidothrix_coronata ENSLCOG00000001842
taeniopygia_guttata ENSTGUG00000002084
lonchura_striata_domestica ENSLSDG00000005702
serinus_canaria ENSSCAG00000004551
ficedula_albicollis ENSFALG00000008125
cyanistes_caeruleus ENSCCEG00000000754
parus_major ENSPMJG00000007855
junco_hyemalis ENSJHYG00000005404
zonotrichia_albicollis ENSZALG00000000074
calidris_pugnax ENSCPUG00000012341
calidris_pygmaea ENSCPGG00000017496
melopsittacus_undulatus ENSMUNG00000014302
gallus_gallus ENSGALG00000010199
coturnix_japonica ENSCJPG00005008631
meleagris_gallopavo ENSMGAG00000004746
numida_meleagris ENSNMEG00000014276
anser_brachyrhynchus ENSABRG00000020316
anas_platyrhynchos_platyrhynchos ENSAPLG00000009632
crocodylus_porosus ENSCPRG00005004468
