lepisosteus_oculatus ENSLOCG00000011388
ornithorhynchus_anatinus ENSOANG00000013682
eptatretus_burgeri ENSEBUG00000016372
ciona_savignyi ENSCSAVG00000011262
ciona_intestinalis ENSCING00000023397
anolis_carolinensis ENSACAG00000016265
salvator_merianae ENSSMRG00000009560
sphenodon_punctatus ENSSPUG00000004668
anser_brachyrhynchus ENSABRG00000012898
anas_platyrhynchos_platyrhynchos ENSAPLG00000006300
gallus_gallus ENSGALG00000012165
meleagris_gallopavo ENSMGAG00000013648
coturnix_japonica ENSCJPG00005006235
numida_meleagris ENSNMEG00000017130
calidris_pugnax ENSCPUG00000000198
melopsittacus_undulatus ENSMUNG00000004329
serinus_canaria ENSSCAG00000002436
junco_hyemalis ENSJHYG00000016173
taeniopygia_guttata ENSTGUG00000013075
ficedula_albicollis ENSFALG00000003754
parus_major ENSPMJG00000011810
manacus_vitellinus ENSMVIG00005011021
lepidothrix_coronata ENSLCOG00000011695
apteryx_haastii ENSAHAG00000003787
apteryx_owenii ENSAOWG00000006221
apteryx_rowi ENSARWG00000008038
dromaius_novaehollandiae ENSDNVG00000008709
crocodylus_porosus ENSCPRG00005016917
gopherus_agassizii ENSGAGG00000012373
chelonoidis_abingdonii ENSCABG00000018461
chrysemys_picta_bellii ENSCPBG00000020080
pelodiscus_sinensis ENSPSIG00000011041
pan_troglodytes ENSPTRG00000006371
pan_paniscus ENSPPAG00000027413
homo_sapiens ENSG00000126787
gorilla_gorilla ENSGGOG00000003460
pongo_abelii ENSPPYG00000005838
nomascus_leucogenys ENSNLEG00000012807
rhinopithecus_roxellana ENSRROG00000036225
rhinopithecus_bieti ENSRBIG00000036589
piliocolobus_tephrosceles ENSPTEG00000007887
cercocebus_atys ENSCATG00000040010
mandrillus_leucophaeus ENSMLEG00000028124
papio_anubis ENSPANG00000023585
macaca_nemestrina ENSMNEG00000043865
macaca_fascicularis ENSMFAG00000035988
chlorocebus_sabaeus ENSCSAG00000014651
macaca_mulatta ENSMMUG00000003567
theropithecus_gelada ENSTGEG00000011176
saimiri_boliviensis_boliviensis ENSSBOG00000025617
cebus_capucinus_imitator ENSCCAG00000020481
callithrix_jacchus ENSCJAG00000018306
aotus_nancymaae ENSANAG00000035817
carlito_syrichta ENSTSYG00000009201
microcebus_murinus ENSMICG00000016289
prolemur_simus ENSPSMG00000005886
otolemur_garnettii ENSOGAG00000027526
otolemur_garnettii ENSOGAG00000032633
tupaia_belangeri ENSTBEG00000002960
oryctolagus_cuniculus ENSOCUG00000002926
ochotona_princeps ENSOPRG00000013917
ovis_aries ENSOARG00000021089
capra_hircus ENSCHIG00000017688
bos_mutus ENSBMUG00000009850
bos_taurus ENSBTAG00000002331
bison_bison_bison ENSBBBG00000008355
tursiops_truncatus ENSTTRG00000003321
vicugna_pacos ENSVPAG00000000954
sus_scrofa ENSSSCG00000005056
ailuropoda_melanoleuca ENSAMEG00000007001
ursus_maritimus ENSUMAG00000016056
mustela_putorius_furo ENSMPUG00000005767
neovison_vison ENSNVIG00000004141
vulpes_vulpes ENSVVUG00000029600
canis_lupus_familiaris ENSCAFG00000015026
felis_catus ENSFCAG00000018943
panthera_pardus ENSPPRG00000008611
pteropus_vampyrus ENSPVAG00000016068
myotis_lucifugus ENSMLUG00000010429
choloepus_hoffmanni ENSCHOG00000005735
dasypus_novemcinctus ENSDNOG00000003646
loxodonta_africana ENSLAFG00000005169
procavia_capensis ENSPCAG00000002208
echinops_telfairi ENSETEG00000014555
erinaceus_europaeus ENSEEUG00000014019
sorex_araneus ENSSARG00000008426
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037544
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020055
mus_spicilegus ENSMSIG00000017481
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019167
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030184
rattus_norvegicus ENSRNOG00000010721
meriones_unguiculatus ENSMUGG00000017501
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023300
cricetulus_griseus_crigri-picr ENSCGRG00015000169
cricetulus_griseus_crigri_1.0 ENSCGRG00000012422
mesocricetus_auratus ENSMAUG00000015294
microtus_ochrogaster ENSMOCG00000021523
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014601
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003496
fukomys_damarensis ENSFDAG00000014395
chinchilla_lanigera ENSCLAG00000008776
cavia_porcellus ENSCPOG00000004807
notamacropus_eugenii ENSMEUG00000006736
phascolarctos_cinereus ENSPCIG00000000988
monodelphis_domestica ENSMODG00000013986
monodelphis_domestica ENSMODG00000029725
sarcophilus_harrisii ENSSHAG00000003657
ornithorhynchus_anatinus ENSOANG00000003037
xenopus_tropicalis ENSXETG00000015731
latimeria_chalumnae ENSLACG00000000281
gasterosteus_aculeatus ENSGACG00000009474
tetraodon_nigroviridis ENSTNIG00000012883
amphiprion_percula ENSAPEG00000000338
acanthochromis_polyacanthus ENSAPOG00000003614
stegastes_partitus ENSSPAG00000009124
astatotilapia_calliptera ENSACLG00000015112
maylandia_zebra ENSMZEG00005008702
haplochromis_burtoni ENSHBUG00000021484
oreochromis_niloticus ENSONIG00000019834
amphilophus_citrinellus ENSACIG00000002743
poecilia_formosa ENSPFOG00000013416
poecilia_mexicana ENSPMEG00000008452
poecilia_latipinna ENSPLAG00000011788
poecilia_reticulata ENSPREG00000004478
xiphophorus_maculatus ENSXMAG00000014870
gambusia_affinis ENSGAFG00000010895
fundulus_heteroclitus ENSFHEG00000000500
kryptolebias_marmoratus ENSKMAG00000008550
oryzias_latipes_asm223467v1 ENSORLG00000003444
oryzias_latipes_asm223471v1 ENSORLG00020004767
oryzias_latipes_asm223469v1 ENSORLG00015020648
monopterus_albus ENSMALG00000016997
mastacembelus_armatus ENSMAMG00000007044
anabas_testudineus ENSATEG00000013083
seriola_lalandi_dorsalis ENSSLDG00000003913
seriola_dumerili ENSSDUG00000005059
scophthalmus_maximus ENSSMAG00000010119
takifugu_rubripes ENSTRUG00000016800
periophthalmus_magnuspinnatus ENSPMGG00000003751
hippocampus_comes ENSHCOG00000014047
gadus_morhua ENSGMOG00000004136
esox_lucius ENSELUG00000017952
astyanax_mexicanus ENSAMXG00000007891
pygocentrus_nattereri ENSPNAG00000009573
ictalurus_punctatus ENSIPUG00000003018
danio_rerio ENSDARG00000045167
scleropages_formosus ENSSFOG00015023749
paramormyrops_kingsleyae ENSPKIG00000004471
ciona_intestinalis ENSCING00000006618
drosophila_melanogaster FBgn0033845
