notechis_scutatus ENSNSUG00000001852
pogona_vitticeps ENSPVIG00000012066
taeniopygia_guttata ENSTGUG00000001725
taeniopygia_guttata ENSTGUG00000015689
nothoprocta_perdicaria ENSNPEG00000010643
manacus_vitellinus ENSMVIG00005006291
lonchura_striata_domestica ENSLSDG00000012290
anser_brachyrhynchus ENSABRG00000019555
pelodiscus_sinensis ENSPSIG00000016914
pygocentrus_nattereri ENSPNAG00000018545
astyanax_mexicanus ENSAMXG00000037467
ictalurus_punctatus ENSIPUG00000009919
esox_lucius ENSELUG00000001269
lepisosteus_oculatus ENSLOCG00000003282
eptatretus_burgeri ENSEBUG00000001103
