apteryx_rowi ENSARWG00000013994
nothoprocta_perdicaria ENSNPEG00000009523
numida_meleagris ENSNMEG00000003712
chelonoidis_abingdonii ENSCABG00000007458
gopherus_agassizii ENSGAGG00000018888
gopherus_agassizii ENSGAGG00000007008
chelonoidis_abingdonii ENSCABG00000011232
chrysemys_picta_bellii ENSCPBG00000009842
chrysemys_picta_bellii ENSCPBG00000009834
gopherus_agassizii ENSGAGG00000018892
chelonoidis_abingdonii ENSCABG00000007457
chrysemys_picta_bellii ENSCPBG00000009846
calidris_pygmaea ENSCPGG00000017492
calidris_pugnax ENSCPUG00000000636
melopsittacus_undulatus ENSMUNG00000003604
anas_platyrhynchos_platyrhynchos ENSAPLG00000020279
apteryx_owenii ENSAOWG00000001039
chelonoidis_abingdonii ENSCABG00000018655
gopherus_agassizii ENSGAGG00000015445
chrysemys_picta_bellii ENSCPBG00000009684
parus_major ENSPMJG00000015960
lonchura_striata_domestica ENSLSDG00000012953
lepidothrix_coronata ENSLCOG00000004416
salvator_merianae ENSSMRG00000001193
pogona_vitticeps ENSPVIG00000021200
crocodylus_porosus ENSCPRG00005001728
chrysemys_picta_bellii ENSCPBG00000010041
gopherus_agassizii ENSGAGG00000004936
chrysemys_picta_bellii ENSCPBG00000008564
crocodylus_porosus ENSCPRG00005001654
chrysemys_picta_bellii ENSCPBG00000009845
sphenodon_punctatus ENSSPUG00000009936
