chelonoidis_abingdonii ENSCABG00000019282
gopherus_agassizii ENSGAGG00000007438
chrysemys_picta_bellii ENSCPBG00000008990
pelodiscus_sinensis ENSPSIG00000016861
crocodylus_porosus ENSCPRG00005004502
sphenodon_punctatus ENSSPUG00000010397
notechis_scutatus ENSNSUG00000004076
pogona_vitticeps ENSPVIG00000004972
salvator_merianae ENSSMRG00000021304
salvator_merianae ENSSMRG00000009778
phascolarctos_cinereus ENSPCIG00000027648
notamacropus_eugenii ENSMEUG00000005443
monodelphis_domestica ENSMODG00000014390
sarcophilus_harrisii ENSSHAG00000012746
myotis_lucifugus ENSMLUG00000012225
sorex_araneus ENSSARG00000004248
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008635
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016416
fukomys_damarensis ENSFDAG00000006462
castor_canadensis ENSCCNG00000014311
spermophilus_dauricus ENSSDAG00000023208
spermophilus_dauricus ENSSDAG00000005962
ictidomys_tridecemlineatus ENSSTOG00000023435
marmota_marmota_marmota ENSMMMG00000023443
urocitellus_parryii ENSUPAG00010020778
ursus_americanus ENSUAMG00000018577
ursus_maritimus ENSUMAG00000006900
ailuropoda_melanoleuca ENSAMEG00000004070
neovison_vison ENSNVIG00000001279
mustela_putorius_furo ENSMPUG00000003674
canis_lupus_dingo ENSCAFG00020006035
canis_lupus_familiaris ENSCAFG00000031132
vulpes_vulpes ENSVVUG00000015949
ovis_aries ENSOARG00000016125
capra_hircus ENSCHIG00000009368
bos_mutus ENSBMUG00000012937
bos_taurus ENSBTAG00000002000
bison_bison_bison ENSBBBG00000011628
sus_scrofa ENSSSCG00000023599
tursiops_truncatus ENSTTRG00000010519
erinaceus_europaeus ENSEEUG00000013076
pteropus_vampyrus ENSPVAG00000009621
equus_asinus_asinus ENSEASG00005007036
equus_caballus ENSECAG00000014836
pan_paniscus ENSPPAG00000035790
pan_troglodytes ENSPTRG00000047297
homo_sapiens ENSG00000150779
gorilla_gorilla ENSGGOG00000041607
pongo_abelii ENSPPYG00000003875
nomascus_leucogenys ENSNLEG00000031701
pan_paniscus ENSPPAG00000043886
pan_troglodytes ENSPTRG00000043437
gorilla_gorilla ENSGGOG00000043389
pongo_abelii ENSPPYG00000020730
nomascus_leucogenys ENSNLEG00000018824
piliocolobus_tephrosceles ENSPTEG00000026796
piliocolobus_tephrosceles ENSPTEG00000030231
rhinopithecus_roxellana ENSRROG00000030078
rhinopithecus_bieti ENSRBIG00000014897
rhinopithecus_roxellana ENSRROG00000031042
colobus_angolensis_palliatus ENSCANG00000040290
macaca_mulatta ENSMMUG00000008820
macaca_nemestrina ENSMNEG00000013170
macaca_fascicularis ENSMFAG00000028218
papio_anubis ENSPANG00000035919
macaca_nemestrina ENSMNEG00000029327
macaca_fascicularis ENSMFAG00000044385
macaca_mulatta ENSMMUG00000043558
macaca_mulatta ENSMMUG00000039975
macaca_nemestrina ENSMNEG00000031105
macaca_fascicularis ENSMFAG00000007405
mandrillus_leucophaeus ENSMLEG00000035403
papio_anubis ENSPANG00000017880
chlorocebus_sabaeus ENSCSAG00000002824
