tursiops_truncatus ENSTTRG00000009221
myotis_lucifugus ENSMLUG00000004587
equus_asinus_asinus ENSEASG00005012321
equus_caballus ENSECAG00000010163
pteropus_vampyrus ENSPVAG00000005538
canis_lupus_familiaris ENSCAFG00000012886
canis_lupus_dingo ENSCAFG00020001024
vulpes_vulpes ENSVVUG00000015749
neovison_vison ENSNVIG00000001964
mustela_putorius_furo ENSMPUG00000014342
homo_sapiens ENSG00000158874
gorilla_gorilla ENSGGOG00000005718
pan_troglodytes ENSPTRG00000001580
pan_paniscus ENSPPAG00000036949
nomascus_leucogenys ENSNLEG00000014252
rhinopithecus_roxellana ENSRROG00000028731
rhinopithecus_bieti ENSRBIG00000032529
colobus_angolensis_palliatus ENSCANG00000028705
piliocolobus_tephrosceles ENSPTEG00000023010
chlorocebus_sabaeus ENSCSAG00000002673
theropithecus_gelada ENSTGEG00000007421
macaca_fascicularis ENSMFAG00000031068
macaca_mulatta ENSMMUG00000004516
macaca_nemestrina ENSMNEG00000000206
cercocebus_atys ENSCATG00000039963
mandrillus_leucophaeus ENSMLEG00000033621
papio_anubis ENSPANG00000002429
saimiri_boliviensis_boliviensis ENSSBOG00000023800
cebus_capucinus_imitator ENSCCAG00000036540
callithrix_jacchus ENSCJAG00000004950
aotus_nancymaae ENSANAG00000032227
carlito_syrichta ENSTSYG00000028982
otolemur_garnettii ENSOGAG00000013729
tupaia_belangeri ENSTBEG00000017352
capra_hircus ENSCHIG00000024540
ovis_aries ENSOARG00000009808
bos_mutus ENSBMUG00000000320
bos_taurus ENSBTAG00000009212
bison_bison_bison ENSBBBG00000013548
sus_scrofa ENSSSCG00000006355
vicugna_pacos ENSVPAG00000008426
panthera_tigris_altaica ENSPTIG00000019862
felis_catus ENSFCAG00000015767
ursus_maritimus ENSUMAG00000023946
ursus_americanus ENSUAMG00000025478
ailuropoda_melanoleuca ENSAMEG00000015443
jaculus_jaculus ENSJJAG00000021337
dipodomys_ordii ENSDORG00000001699
ictidomys_tridecemlineatus ENSSTOG00000025829
urocitellus_parryii ENSUPAG00010005114
spermophilus_dauricus ENSSDAG00000012442
marmota_marmota_marmota ENSMMMG00000021998
oryctolagus_cuniculus ENSOCUG00000013523
mus_spicilegus ENSMSIG00000024517
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015662
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005681
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014857
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028095
rattus_norvegicus ENSRNOG00000003500
meriones_unguiculatus ENSMUGG00000016593
cricetulus_griseus_crigri-picr ENSCGRG00015017883
cricetulus_griseus_crigri_1.0 ENSCGRG00000002339
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024301
mesocricetus_auratus ENSMAUG00000016241
microtus_ochrogaster ENSMOCG00000021119
peromyscus_maniculatus_bairdii ENSPEMG00000001878
nannospalax_galili ENSNGAG00000021051
castor_canadensis ENSCCNG00000013701
chinchilla_lanigera ENSCLAG00000015381
octodon_degus ENSODEG00000007021
cavia_porcellus ENSCPOG00000015328
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018928
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005309
fukomys_damarensis ENSFDAG00000009307
loxodonta_africana ENSLAFG00000030763
procavia_capensis ENSPCAG00000013866
erinaceus_europaeus ENSEEUG00000013817
dasypus_novemcinctus ENSDNOG00000037728
monodelphis_domestica ENSMODG00000005118
sarcophilus_harrisii ENSSHAG00000016667
notamacropus_eugenii ENSMEUG00000011284
chelonoidis_abingdonii ENSCABG00000021652
gopherus_agassizii ENSGAGG00000006003
