mola_mola ENSMMOG00000014220
hippocampus_comes ENSHCOG00000017161
scophthalmus_maximus ENSSMAG00000011245
cynoglossus_semilaevis ENSCSEG00000019224
takifugu_rubripes ENSTRUG00000015170
tetraodon_nigroviridis ENSTNIG00000011984
gasterosteus_aculeatus ENSGACG00000006473
labrus_bergylta ENSLBEG00000005256
maylandia_zebra ENSMZEG00005020398
astatotilapia_calliptera ENSACLG00000022915
haplochromis_burtoni ENSHBUG00000009813
amphiprion_ocellaris ENSAOCG00000008918
amphiprion_percula ENSAPEG00000014784
acanthochromis_polyacanthus ENSAPOG00000018212
stegastes_partitus ENSSPAG00000020249
fundulus_heteroclitus ENSFHEG00000002141
cyprinodon_variegatus ENSCVAG00000002394
xiphophorus_maculatus ENSXMAG00000018646
xiphophorus_couchianus ENSXCOG00000004015
gambusia_affinis ENSGAFG00000019157
poecilia_formosa ENSPFOG00000011149
poecilia_mexicana ENSPMEG00000015557
poecilia_latipinna ENSPLAG00000017749
poecilia_reticulata ENSPREG00000016978
kryptolebias_marmoratus ENSKMAG00000013241
oryzias_latipes_asm223469v1 ENSORLG00015007753
oryzias_latipes_asm223467v1 ENSORLG00000004294
oryzias_latipes_asm223471v1 ENSORLG00020015848
oryzias_melastigma ENSOMEG00000004685
pundamilia_nyererei ENSPNYG00000009938
neolamprologus_brichardi ENSNBRG00000003425
oreochromis_niloticus ENSONIG00000002081
amphilophus_citrinellus ENSACIG00000022245
labrus_bergylta ENSLBEG00000019162
mastacembelus_armatus ENSMAMG00000018320
monopterus_albus ENSMALG00000001002
anabas_testudineus ENSATEG00000012826
seriola_lalandi_dorsalis ENSSLDG00000024792
seriola_dumerili ENSSDUG00000001166
gadus_morhua ENSGMOG00000015346
esox_lucius ENSELUG00000006155
pygocentrus_nattereri ENSPNAG00000028450
astyanax_mexicanus ENSAMXG00000037583
ictalurus_punctatus ENSIPUG00000021445
scleropages_formosus ENSSFOG00015010765
paramormyrops_kingsleyae ENSPKIG00000013344
lepisosteus_oculatus ENSLOCG00000005099
latimeria_chalumnae ENSLACG00000016908
anolis_carolinensis ENSACAG00000024785
danio_rerio ENSDARG00000018653
notamacropus_eugenii ENSMEUG00000013291
notamacropus_eugenii ENSMEUG00000015027
phascolarctos_cinereus ENSPCIG00000028298
sarcophilus_harrisii ENSSHAG00000018789
monodelphis_domestica ENSMODG00000023679
mus_spicilegus ENSMSIG00000013211
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027844
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028937
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026851
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029199
rattus_norvegicus ENSRNOG00000010580
meriones_unguiculatus ENSMUGG00000008377
