urocitellus_parryii ENSUPAG00010005992
spermophilus_dauricus ENSSDAG00000016922
marmota_marmota_marmota ENSMMMG00000019762
castor_canadensis ENSCCNG00000010803
prolemur_simus ENSPSMG00000015346
propithecus_coquereli ENSPCOG00000022737
microcebus_murinus ENSMICG00000030013
otolemur_garnettii ENSOGAG00000006412
pan_troglodytes ENSPTRG00000005338
pan_paniscus ENSPPAG00000031008
homo_sapiens ENSG00000180219
gorilla_gorilla ENSGGOG00000028296
pongo_abelii ENSPPYG00000004862
nomascus_leucogenys ENSNLEG00000031711
macaca_nemestrina ENSMNEG00000031170
macaca_fascicularis ENSMFAG00000044311
macaca_mulatta ENSMMUG00000002178
theropithecus_gelada ENSTGEG00000005310
papio_anubis ENSPANG00000011323
cercocebus_atys ENSCATG00000039282
mandrillus_leucophaeus ENSMLEG00000041924
chlorocebus_sabaeus ENSCSAG00000003485
piliocolobus_tephrosceles ENSPTEG00000006310
colobus_angolensis_palliatus ENSCANG00000040259
rhinopithecus_bieti ENSRBIG00000033826
rhinopithecus_roxellana ENSRROG00000034946
saimiri_boliviensis_boliviensis ENSSBOG00000024096
cebus_capucinus_imitator ENSCCAG00000035595
callithrix_jacchus ENSCJAG00000002335
aotus_nancymaae ENSANAG00000031553
ursus_maritimus ENSUMAG00000005822
ursus_americanus ENSUAMG00000011775
neovison_vison ENSNVIG00000008922
mustela_putorius_furo ENSMPUG00000011498
panthera_pardus ENSPPRG00000011321
panthera_tigris_altaica ENSPTIG00000006653
felis_catus ENSFCAG00000027306
ovis_aries ENSOARG00000013356
capra_hircus ENSCHIG00000026281
sus_scrofa ENSSSCG00000037573
tursiops_truncatus ENSTTRG00000004790
erinaceus_europaeus ENSEEUG00000005989
sorex_araneus ENSSARG00000008897
vicugna_pacos ENSVPAG00000005089
vicugna_pacos ENSVPAG00000007767
sus_scrofa ENSSSCG00000040114
ailuropoda_melanoleuca ENSAMEG00000008983
ursus_maritimus ENSUMAG00000024742
canis_lupus_dingo ENSCAFG00020005626
canis_lupus_familiaris ENSCAFG00000032657
vulpes_vulpes ENSVVUG00000003587
mustela_putorius_furo ENSMPUG00000008209
equus_asinus_asinus ENSEASG00005006766
equus_caballus ENSECAG00000009425
myotis_lucifugus ENSMLUG00000024485
prolemur_simus ENSPSMG00000017612
anser_brachyrhynchus ENSABRG00000014890
latimeria_chalumnae ENSLACG00000003921
