mus_spicilegus ENSMSIG00000012220
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047061
meriones_unguiculatus ENSMUGG00000001651
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020860
cricetulus_griseus_crigri-picr ENSCGRG00015005553
mesocricetus_auratus ENSMAUG00000020594
peromyscus_maniculatus_bairdii ENSPEMG00000009639
microtus_ochrogaster ENSMOCG00000022093
nannospalax_galili ENSNGAG00000021979
castor_canadensis ENSCCNG00000017339
chinchilla_lanigera ENSCLAG00000000872
octodon_degus ENSODEG00000016162
cavia_porcellus ENSCPOG00000023568
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017236
urocitellus_parryii ENSUPAG00010015432
ictidomys_tridecemlineatus ENSSTOG00000032667
piliocolobus_tephrosceles ENSPTEG00000007443
vulpes_vulpes ENSVVUG00000023765
canis_lupus_dingo ENSCAFG00020013084
ursus_americanus ENSUAMG00000011334
neovison_vison ENSNVIG00000003559
felis_catus ENSFCAG00000041210
panthera_pardus ENSPPRG00000006410
equus_caballus ENSECAG00000034278
equus_asinus_asinus ENSEASG00005016843
bos_taurus ENSBTAG00000050791
bos_mutus ENSBMUG00000007646
bison_bison_bison ENSBBBG00000002060
capra_hircus ENSCHIG00000018001
sus_scrofa ENSSSCG00000037567
