manacus_vitellinus ENSMVIG00005016978
lepidothrix_coronata ENSLCOG00000003591
lonchura_striata_domestica ENSLSDG00000010162
serinus_canaria ENSSCAG00000014284
cyanistes_caeruleus ENSCCEG00000013482
parus_major ENSPMJG00000008493
zonotrichia_albicollis ENSZALG00000009253
junco_hyemalis ENSJHYG00000016194
taeniopygia_guttata ENSTGUG00000011008
ficedula_albicollis ENSFALG00000012690
melopsittacus_undulatus ENSMUNG00000005015
calidris_pygmaea ENSCPGG00000014808
calidris_pugnax ENSCPUG00000004412
anas_platyrhynchos_platyrhynchos ENSAPLG00000007779
anser_brachyrhynchus ENSABRG00000011652
gallus_gallus ENSGALG00000013768
meleagris_gallopavo ENSMGAG00000012907
coturnix_japonica ENSCJPG00005008675
numida_meleagris ENSNMEG00000021961
nothoprocta_perdicaria ENSNPEG00000008529
nothoprocta_perdicaria ENSNPEG00000008532
apteryx_rowi ENSARWG00000009298
apteryx_owenii ENSAOWG00000015452
apteryx_haastii ENSAHAG00000015432
dromaius_novaehollandiae ENSDNVG00000008279
crocodylus_porosus ENSCPRG00005000975
chelonoidis_abingdonii ENSCABG00000019798
chelonoidis_abingdonii ENSCABG00000019799
gopherus_agassizii ENSGAGG00000023986
chrysemys_picta_bellii ENSCPBG00000017159
pelodiscus_sinensis ENSPSIG00000015052
pogona_vitticeps ENSPVIG00000012887
pogona_vitticeps ENSPVIG00000012886
notechis_scutatus ENSNSUG00000010388
anolis_carolinensis ENSACAG00000008005
notechis_scutatus ENSNSUG00000010387
salvator_merianae ENSSMRG00000023046
sphenodon_punctatus ENSSPUG00000005083
calidris_pugnax ENSCPUG00000004420
phascolarctos_cinereus ENSPCIG00000011318
notamacropus_eugenii ENSMEUG00000011937
monodelphis_domestica ENSMODG00000017255
sarcophilus_harrisii ENSSHAG00000014672
ailuropoda_melanoleuca ENSAMEG00000011530
ursus_maritimus ENSUMAG00000005465
mustela_putorius_furo ENSMPUG00000018047
neovison_vison ENSNVIG00000021276
canis_lupus_familiaris ENSCAFG00000000312
canis_lupus_dingo ENSCAFG00020000796
vulpes_vulpes ENSVVUG00000004651
panthera_tigris_altaica ENSPTIG00000014099
panthera_pardus ENSPPRG00000016637
felis_catus ENSFCAG00000008562
sorex_araneus ENSSARG00000010781
ursus_americanus ENSUAMG00000027285
pteropus_vampyrus ENSPVAG00000012149
myotis_lucifugus ENSMLUG00000017058
ovis_aries ENSOARG00000001634
capra_hircus ENSCHIG00000014021
bos_mutus ENSBMUG00000007264
bos_taurus ENSBTAG00000016498
bison_bison_bison ENSBBBG00000022073
tursiops_truncatus ENSTTRG00000008766
sus_scrofa ENSSSCG00000004132
vicugna_pacos ENSVPAG00000003820
equus_asinus_asinus ENSEASG00005009527
equus_caballus ENSECAG00000015375
erinaceus_europaeus ENSEEUG00000015485
gorilla_gorilla ENSGGOG00000001050
homo_sapiens ENSG00000112419
pan_troglodytes ENSPTRG00000018672
pan_paniscus ENSPPAG00000040531
pongo_abelii ENSPPYG00000017063
nomascus_leucogenys ENSNLEG00000015105
rhinopithecus_roxellana ENSRROG00000034740
rhinopithecus_bieti ENSRBIG00000027721
piliocolobus_tephrosceles ENSPTEG00000027744
colobus_angolensis_palliatus ENSCANG00000033427
macaca_fascicularis ENSMFAG00000015323
macaca_nemestrina ENSMNEG00000040895
macaca_mulatta ENSMMUG00000005346
theropithecus_gelada ENSTGEG00000018424
papio_anubis ENSPANG00000008001
mandrillus_leucophaeus ENSMLEG00000001512
cercocebus_atys ENSCATG00000003134
chlorocebus_sabaeus ENSCSAG00000017091
saimiri_boliviensis_boliviensis ENSSBOG00000021735
cebus_capucinus_imitator ENSCCAG00000026322
callithrix_jacchus ENSCJAG00000019286
aotus_nancymaae ENSANAG00000030600
cebus_capucinus_imitator ENSCCAG00000024320
carlito_syrichta ENSTSYG00000009288
propithecus_coquereli ENSPCOG00000000394
microcebus_murinus ENSMICG00000009825
prolemur_simus ENSPSMG00000004658
otolemur_garnettii ENSOGAG00000012131
tupaia_belangeri ENSTBEG00000015561
dipodomys_ordii ENSDORG00000010265
dipodomys_ordii ENSDORG00000023518
castor_canadensis ENSCCNG00000003107
