cyprinodon_variegatus ENSCVAG00000021007
poecilia_reticulata ENSPREG00000002887
periophthalmus_magnuspinnatus ENSPMGG00000020218
castor_canadensis ENSCCNG00000008317
fukomys_damarensis ENSFDAG00000018728
cebus_capucinus_imitator ENSCCAG00000025025
carlito_syrichta ENSTSYG00000029078
spermophilus_dauricus ENSSDAG00000010919
meriones_unguiculatus ENSMUGG00000011561
cebus_capucinus_imitator ENSCCAG00000037470
sus_scrofa ENSSSCG00000040106
sus_scrofa ENSSSCG00000040101
chelonoidis_abingdonii ENSCABG00000012406
paramormyrops_kingsleyae ENSPKIG00000024846
octodon_degus ENSODEG00000001076
chelonoidis_abingdonii ENSCABG00000022657
takifugu_rubripes ENSTRUG00000004283
tetraodon_nigroviridis ENSTNIG00000007882
mola_mola ENSMMOG00000017849
xiphophorus_couchianus ENSXCOG00000009264
xiphophorus_maculatus ENSXMAG00000006945
gambusia_affinis ENSGAFG00000008560
poecilia_formosa ENSPFOG00000013491
poecilia_mexicana ENSPMEG00000008223
poecilia_latipinna ENSPLAG00000019136
poecilia_reticulata ENSPREG00000002901
fundulus_heteroclitus ENSFHEG00000020035
kryptolebias_marmoratus ENSKMAG00000007364
oryzias_latipes_asm223469v1 ENSORLG00015007182
oryzias_latipes_asm223471v1 ENSORLG00020011590
oryzias_latipes_asm223467v1 ENSORLG00000009609
oryzias_melastigma ENSOMEG00000007546
labrus_bergylta ENSLBEG00000019428
gasterosteus_aculeatus ENSGACG00000016395
monopterus_albus ENSMALG00000005069
mastacembelus_armatus ENSMAMG00000018445
anabas_testudineus ENSATEG00000002952
scophthalmus_maximus ENSSMAG00000011814
cynoglossus_semilaevis ENSCSEG00000016803
seriola_dumerili ENSSDUG00000005960
seriola_lalandi_dorsalis ENSSLDG00000006014
amphiprion_percula ENSAPEG00000022923
amphiprion_ocellaris ENSAOCG00000013479
acanthochromis_polyacanthus ENSAPOG00000019881
stegastes_partitus ENSSPAG00000020875
astatotilapia_calliptera ENSACLG00000015289
maylandia_zebra ENSMZEG00005008244
haplochromis_burtoni ENSHBUG00000003696
pundamilia_nyererei ENSPNYG00000001751
neolamprologus_brichardi ENSNBRG00000008137
oreochromis_niloticus ENSONIG00000018673
amphilophus_citrinellus ENSACIG00000008102
hippocampus_comes ENSHCOG00000002217
gadus_morhua ENSGMOG00000016608
esox_lucius ENSELUG00000016450
astyanax_mexicanus ENSAMXG00000042073
pygocentrus_nattereri ENSPNAG00000002404
ictalurus_punctatus ENSIPUG00000010859
danio_rerio ENSDARG00000098344
petromyzon_marinus ENSPMAG00000005322
junco_hyemalis ENSJHYG00000008057
zonotrichia_albicollis ENSZALG00000004857
serinus_canaria ENSSCAG00000006279
ficedula_albicollis ENSFALG00000000831
lepidothrix_coronata ENSLCOG00000012405
calidris_pygmaea ENSCPGG00000013908
calidris_pugnax ENSCPUG00000014403
anser_brachyrhynchus ENSABRG00000013233
anas_platyrhynchos_platyrhynchos ENSAPLG00000002731
numida_meleagris ENSNMEG00000005288
melopsittacus_undulatus ENSMUNG00000002351
apteryx_haastii ENSAHAG00000008852
apteryx_rowi ENSARWG00000014196
apteryx_owenii ENSAOWG00000006878
dromaius_novaehollandiae ENSDNVG00000018812
sphenodon_punctatus ENSSPUG00000004305
latimeria_chalumnae ENSLACG00000011256
myotis_lucifugus ENSMLUG00000027295
equus_asinus_asinus ENSEASG00005007164
bos_mutus ENSBMUG00000010175
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005357
fukomys_damarensis ENSFDAG00000013014
octodon_degus ENSODEG00000000945
mesocricetus_auratus ENSMAUG00000011110
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013089
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004365
cavia_porcellus ENSCPOG00000032827
octodon_degus ENSODEG00000004150
octodon_degus ENSODEG00000012379
ictidomys_tridecemlineatus ENSSTOG00000014560
spermophilus_dauricus ENSSDAG00000020432
urocitellus_parryii ENSUPAG00010012321
