pan_troglodytes ENSPTRG00000044578
pan_paniscus ENSPPAG00000027003
homo_sapiens ENSG00000132010
gorilla_gorilla ENSGGOG00000039001
pongo_abelii ENSPPYG00000009592
nomascus_leucogenys ENSNLEG00000033064
rhinopithecus_roxellana ENSRROG00000044931
rhinopithecus_bieti ENSRBIG00000042307
piliocolobus_tephrosceles ENSPTEG00000005187
colobus_angolensis_palliatus ENSCANG00000002391
mandrillus_leucophaeus ENSMLEG00000039064
cercocebus_atys ENSCATG00000031888
papio_anubis ENSPANG00000003165
theropithecus_gelada ENSTGEG00000027540
macaca_mulatta ENSMMUG00000001400
macaca_fascicularis ENSMFAG00000001870
macaca_nemestrina ENSMNEG00000040795
chlorocebus_sabaeus ENSCSAG00000006681
cebus_capucinus_imitator ENSCCAG00000000011
saimiri_boliviensis_boliviensis ENSSBOG00000031445
aotus_nancymaae ENSANAG00000033614
