sarcophilus_harrisii ENSSHAG00000003857
notamacropus_eugenii ENSMEUG00000009548
fukomys_damarensis ENSFDAG00000015194
spermophilus_dauricus ENSSDAG00000017048
oryctolagus_cuniculus ENSOCUG00000010759
procavia_capensis ENSPCAG00000012336
ochotona_princeps ENSOPRG00000006873
ailuropoda_melanoleuca ENSAMEG00000006725
mandrillus_leucophaeus ENSMLEG00000031187
rhinopithecus_roxellana ENSRROG00000040679
dasypus_novemcinctus ENSDNOG00000045689
echinops_telfairi ENSETEG00000014145
loxodonta_africana ENSLAFG00000009340
canis_lupus_familiaris ENSCAFG00000016364
ursus_maritimus ENSUMAG00000021779
ornithorhynchus_anatinus ENSOANG00000013612
scleropages_formosus ENSSFOG00015006112
paramormyrops_kingsleyae ENSPKIG00000011307
scophthalmus_maximus ENSSMAG00000018170
cynoglossus_semilaevis ENSCSEG00000013365
takifugu_rubripes ENSTRUG00000006571
tetraodon_nigroviridis ENSTNIG00000012203
mola_mola ENSMMOG00000013421
gasterosteus_aculeatus ENSGACG00000004494
labrus_bergylta ENSLBEG00000005576
monopterus_albus ENSMALG00000002584
mastacembelus_armatus ENSMAMG00000002414
anabas_testudineus ENSATEG00000001628
seriola_dumerili ENSSDUG00000017939
seriola_lalandi_dorsalis ENSSLDG00000019604
poecilia_formosa ENSPFOG00000016759
poecilia_latipinna ENSPLAG00000020459
poecilia_mexicana ENSPMEG00000023328
poecilia_reticulata ENSPREG00000014108
xiphophorus_maculatus ENSXMAG00000022255
xiphophorus_couchianus ENSXCOG00000014064
gambusia_affinis ENSGAFG00000015438
cyprinodon_variegatus ENSCVAG00000016625
kryptolebias_marmoratus ENSKMAG00000017654
oryzias_latipes_asm223467v1 ENSORLG00000017102
oryzias_latipes_asm223469v1 ENSORLG00015005471
oryzias_melastigma ENSOMEG00000015491
acanthochromis_polyacanthus ENSAPOG00000020811
stegastes_partitus ENSSPAG00000018570
amphiprion_ocellaris ENSAOCG00000002994
amphiprion_percula ENSAPEG00000020076
maylandia_zebra ENSMZEG00005001136
astatotilapia_calliptera ENSACLG00000002622
haplochromis_burtoni ENSHBUG00000013196
pundamilia_nyererei ENSPNYG00000003615
neolamprologus_brichardi ENSNBRG00000011141
oreochromis_niloticus ENSONIG00000000647
amphilophus_citrinellus ENSACIG00000012459
hippocampus_comes ENSHCOG00000001991
periophthalmus_magnuspinnatus ENSPMGG00000008655
gadus_morhua ENSGMOG00000020295
esox_lucius ENSELUG00000010228
pygocentrus_nattereri ENSPNAG00000020402
astyanax_mexicanus ENSAMXG00000012618
ictalurus_punctatus ENSIPUG00000006081
danio_rerio ENSDARG00000087745
lepisosteus_oculatus ENSLOCG00000003320
amphiprion_ocellaris ENSAOCG00000004144
amphiprion_percula ENSAPEG00000011714
acanthochromis_polyacanthus ENSAPOG00000016820
stegastes_partitus ENSSPAG00000007977
seriola_dumerili ENSSDUG00000000090
labrus_bergylta ENSLBEG00000014360
gadus_morhua ENSGMOG00000002083
scleropages_formosus ENSSFOG00015017488
