labrus_bergylta ENSLBEG00000010629
gasterosteus_aculeatus ENSGACG00000003829
takifugu_rubripes ENSTRUG00000012995
tetraodon_nigroviridis ENSTNIG00000010103
mola_mola ENSMMOG00000000763
fundulus_heteroclitus ENSFHEG00000006090
cyprinodon_variegatus ENSCVAG00000012700
xiphophorus_maculatus ENSXMAG00000023411
xiphophorus_couchianus ENSXCOG00000003657
gambusia_affinis ENSGAFG00000012742
poecilia_formosa ENSPFOG00000018019
poecilia_latipinna ENSPLAG00000021142
poecilia_mexicana ENSPMEG00000022182
poecilia_reticulata ENSPREG00000012858
kryptolebias_marmoratus ENSKMAG00000004729
oryzias_latipes_asm223469v1 ENSORLG00015021243
oryzias_latipes_asm223467v1 ENSORLG00000026554
oryzias_latipes_asm223471v1 ENSORLG00020021999
oryzias_melastigma ENSOMEG00000003983
maylandia_zebra ENSMZEG00005007904
astatotilapia_calliptera ENSACLG00000024135
pundamilia_nyererei ENSPNYG00000000934
haplochromis_burtoni ENSHBUG00000005168
neolamprologus_brichardi ENSNBRG00000023348
oreochromis_niloticus ENSONIG00000018223
amphilophus_citrinellus ENSACIG00000012923
amphiprion_percula ENSAPEG00000005065
amphiprion_ocellaris ENSAOCG00000006562
acanthochromis_polyacanthus ENSAPOG00000015726
stegastes_partitus ENSSPAG00000002229
monopterus_albus ENSMALG00000013604
mastacembelus_armatus ENSMAMG00000006545
anabas_testudineus ENSATEG00000008197
seriola_lalandi_dorsalis ENSSLDG00000023842
seriola_dumerili ENSSDUG00000010318
cynoglossus_semilaevis ENSCSEG00000014775
scophthalmus_maximus ENSSMAG00000009189
periophthalmus_magnuspinnatus ENSPMGG00000003943
hippocampus_comes ENSHCOG00000015961
gadus_morhua ENSGMOG00000001960
esox_lucius ENSELUG00000001384
pygocentrus_nattereri ENSPNAG00000008289
astyanax_mexicanus ENSAMXG00000010492
ictalurus_punctatus ENSIPUG00000018470
danio_rerio ENSDARG00000004473
scleropages_formosus ENSSFOG00015000861
paramormyrops_kingsleyae ENSPKIG00000000866
lepisosteus_oculatus ENSLOCG00000013335
lonchura_striata_domestica ENSLSDG00000001902
parus_major ENSPMJG00000005815
