xiphophorus_maculatus ENSXMAG00000024150
xiphophorus_couchianus ENSXCOG00000001821
gambusia_affinis ENSGAFG00000005481
poecilia_reticulata ENSPREG00000013305
kryptolebias_marmoratus ENSKMAG00000016256
pundamilia_nyererei ENSPNYG00000006727
labrus_bergylta ENSLBEG00000027563
monopterus_albus ENSMALG00000008610
cynoglossus_semilaevis ENSCSEG00000002622
stegastes_partitus ENSSPAG00000016669
takifugu_rubripes ENSTRUG00000020590
esox_lucius ENSELUG00000014354
ictalurus_punctatus ENSIPUG00000002713
scleropages_formosus ENSSFOG00015000062
lepisosteus_oculatus ENSLOCG00000013851
