monodelphis_domestica ENSMODG00000004474
phascolarctos_cinereus ENSPCIG00000007019
ornithorhynchus_anatinus ENSOANG00000022085
chrysemys_picta_bellii ENSCPBG00000009734
xenopus_tropicalis ENSXETG00000016236
latimeria_chalumnae ENSLACG00000015685
astyanax_mexicanus ENSAMXG00000032125
danio_rerio ENSDARG00000096532
seriola_dumerili ENSSDUG00000004051
seriola_lalandi_dorsalis ENSSLDG00000002047
scophthalmus_maximus ENSSMAG00000010963
mastacembelus_armatus ENSMAMG00000007795
mola_mola ENSMMOG00000002695
acanthochromis_polyacanthus ENSAPOG00000007280
stegastes_partitus ENSSPAG00000018181
maylandia_zebra ENSMZEG00005009325
pundamilia_nyererei ENSPNYG00000019220
astatotilapia_calliptera ENSACLG00000014085
haplochromis_burtoni ENSHBUG00000022179
oreochromis_niloticus ENSONIG00000019876
oryzias_latipes_asm223471v1 ENSORLG00020021610
periophthalmus_magnuspinnatus ENSPMGG00000004254
gadus_morhua ENSGMOG00000013169
lepisosteus_oculatus ENSLOCG00000012387
xenopus_tropicalis ENSXETG00000032002
oryzias_latipes_asm223467v1 ENSORLG00000022716
oryzias_latipes_asm223469v1 ENSORLG00015019759
caenorhabditis_elegans_strain_n2 WBGene00004744
