ursus_americanus ENSUAMG00000010274
ursus_maritimus ENSUMAG00000025165
ailuropoda_melanoleuca ENSAMEG00000018765
vulpes_vulpes ENSVVUG00000016177
canis_lupus_dingo ENSCAFG00020014005
neovison_vison ENSNVIG00000010307
equus_asinus_asinus ENSEASG00005023380
equus_caballus ENSECAG00000027788
vicugna_pacos ENSVPAG00000004706
erinaceus_europaeus ENSEEUG00000009485
otolemur_garnettii ENSOGAG00000011999
prolemur_simus ENSPSMG00000006916
pongo_abelii ENSPPYG00000011068
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010546
cricetulus_griseus_crigri_1.0 ENSCGRG00000013288
mesocricetus_auratus ENSMAUG00000022067
microtus_ochrogaster ENSMOCG00000016284
castor_canadensis ENSCCNG00000022974
cavia_porcellus ENSCPOG00000013534
ochotona_princeps ENSOPRG00000014235
oryctolagus_cuniculus ENSOCUG00000012165
echinops_telfairi ENSETEG00000011167
procavia_capensis ENSPCAG00000009850
loxodonta_africana ENSLAFG00000003160
pteropus_vampyrus ENSPVAG00000005371
choloepus_hoffmanni ENSCHOG00000010753
