erinaceus_europaeus ENSEEUG00000001608
sorex_araneus ENSSARG00000013787
octodon_degus ENSODEG00000006992
mesocricetus_auratus ENSMAUG00000020958
myotis_lucifugus ENSMLUG00000013171
pteropus_vampyrus ENSPVAG00000001580
ursus_maritimus ENSUMAG00000009021
ursus_americanus ENSUAMG00000009780
ailuropoda_melanoleuca ENSAMEG00000013383
neovison_vison ENSNVIG00000017658
mustela_putorius_furo ENSMPUG00000011121
canis_lupus_dingo ENSCAFG00020025003
canis_lupus_familiaris ENSCAFG00000002323
vulpes_vulpes ENSVVUG00000028745
panthera_tigris_altaica ENSPTIG00000011997
panthera_pardus ENSPPRG00000006986
felis_catus ENSFCAG00000029642
equus_asinus_asinus ENSEASG00005000051
equus_caballus ENSECAG00000015468
vicugna_pacos ENSVPAG00000008072
sus_scrofa ENSSSCG00000008188
ovis_aries ENSOARG00000013496
capra_hircus ENSCHIG00000015516
bos_taurus ENSBTAG00000010388
bison_bison_bison ENSBBBG00000006117
tursiops_truncatus ENSTTRG00000006038
marmota_marmota_marmota ENSMMMG00000019965
ictidomys_tridecemlineatus ENSSTOG00000006098
spermophilus_dauricus ENSSDAG00000002376
otolemur_garnettii ENSOGAG00000011487
loxodonta_africana ENSLAFG00000016394
dasypus_novemcinctus ENSDNOG00000011602
gorilla_gorilla ENSGGOG00000006681
homo_sapiens ENSG00000071073
pan_troglodytes ENSPTRG00000012269
pan_paniscus ENSPPAG00000041817
pongo_abelii ENSPPYG00000012087
nomascus_leucogenys ENSNLEG00000002048
rhinopithecus_bieti ENSRBIG00000044103
rhinopithecus_roxellana ENSRROG00000041236
piliocolobus_tephrosceles ENSPTEG00000023140
colobus_angolensis_palliatus ENSCANG00000040591
papio_anubis ENSPANG00000012837
cercocebus_atys ENSCATG00000031321
theropithecus_gelada ENSTGEG00000007902
mandrillus_leucophaeus ENSMLEG00000038943
chlorocebus_sabaeus ENSCSAG00000017232
macaca_fascicularis ENSMFAG00000044000
macaca_mulatta ENSMMUG00000022909
macaca_nemestrina ENSMNEG00000045427
callithrix_jacchus ENSCJAG00000007102
saimiri_boliviensis_boliviensis ENSSBOG00000030443
aotus_nancymaae ENSANAG00000020989
cebus_capucinus_imitator ENSCCAG00000025882
choloepus_hoffmanni ENSCHOG00000007608
procavia_capensis ENSPCAG00000002071
castor_canadensis ENSCCNG00000021458
dipodomys_ordii ENSDORG00000010425
cavia_porcellus ENSCPOG00000013248
cavia_aperea ENSCAPG00000012172
chinchilla_lanigera ENSCLAG00000003213
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007486
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018811
fukomys_damarensis ENSFDAG00000017563
cricetulus_griseus_crigri_1.0 ENSCGRG00000014478
cricetulus_griseus_crigri-picr ENSCGRG00015012464
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021622
microtus_ochrogaster ENSMOCG00000021486
peromyscus_maniculatus_bairdii ENSPEMG00000019714
mus_spicilegus ENSMSIG00000005888
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014856
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026110
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014052
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027298
rattus_norvegicus ENSRNOG00000018276
meriones_unguiculatus ENSMUGG00000021159
nannospalax_galili ENSNGAG00000010602
jaculus_jaculus ENSJJAG00000021763
carlito_syrichta ENSTSYG00000002046
propithecus_coquereli ENSPCOG00000023435
prolemur_simus ENSPSMG00000022958
microcebus_murinus ENSMICG00000011397
tupaia_belangeri ENSTBEG00000016986
oryctolagus_cuniculus ENSOCUG00000003383
ochotona_princeps ENSOPRG00000002990
echinops_telfairi ENSETEG00000013630
phascolarctos_cinereus ENSPCIG00000010309
notamacropus_eugenii ENSMEUG00000000390
sarcophilus_harrisii ENSSHAG00000009275
monodelphis_domestica ENSMODG00000001241
ornithorhynchus_anatinus ENSOANG00000007631
pogona_vitticeps ENSPVIG00000010365
anolis_carolinensis ENSACAG00000012692
notechis_scutatus ENSNSUG00000002569
salvator_merianae ENSSMRG00000021622
sphenodon_punctatus ENSSPUG00000007277
apteryx_haastii ENSAHAG00000015051
apteryx_rowi ENSARWG00000008266
apteryx_owenii ENSAOWG00000015990
dromaius_novaehollandiae ENSDNVG00000018218
nothoprocta_perdicaria ENSNPEG00000000314
calidris_pygmaea ENSCPGG00000016097
calidris_pugnax ENSCPUG00000005745
melopsittacus_undulatus ENSMUNG00000000382
manacus_vitellinus ENSMVIG00005017942
lepidothrix_coronata ENSLCOG00000015085
zonotrichia_albicollis ENSZALG00000009512
junco_hyemalis ENSJHYG00000018262
serinus_canaria ENSSCAG00000016774
taeniopygia_guttata ENSTGUG00000010155
lonchura_striata_domestica ENSLSDG00000015383
ficedula_albicollis ENSFALG00000003960
cyanistes_caeruleus ENSCCEG00000020738
parus_major ENSPMJG00000015239
meleagris_gallopavo ENSMGAG00000014782
coturnix_japonica ENSCJPG00005000086
gallus_gallus ENSGALG00000030780
numida_meleagris ENSNMEG00000016729
anser_brachyrhynchus ENSABRG00000010545
anas_platyrhynchos_platyrhynchos ENSAPLG00000014270
crocodylus_porosus ENSCPRG00005011963
gopherus_agassizii ENSGAGG00000004287
chelonoidis_abingdonii ENSCABG00000003117
chrysemys_picta_bellii ENSCPBG00000005076
pelodiscus_sinensis ENSPSIG00000009403
notechis_scutatus ENSNSUG00000000315
xenopus_tropicalis ENSXETG00000019401
latimeria_chalumnae ENSLACG00000005825
paramormyrops_kingsleyae ENSPKIG00000010966
scleropages_formosus ENSSFOG00015000345
scleropages_formosus ENSSFOG00015010985
paramormyrops_kingsleyae ENSPKIG00000012322
tetraodon_nigroviridis ENSTNIG00000013874
takifugu_rubripes ENSTRUG00000014086
mola_mola ENSMMOG00000019836
gasterosteus_aculeatus ENSGACG00000002932
monopterus_albus ENSMALG00000004994
mastacembelus_armatus ENSMAMG00000016727
anabas_testudineus ENSATEG00000009056
seriola_dumerili ENSSDUG00000006632
seriola_lalandi_dorsalis ENSSLDG00000005594
scophthalmus_maximus ENSSMAG00000019882
maylandia_zebra ENSMZEG00005022186
astatotilapia_calliptera ENSACLG00000002518
haplochromis_burtoni ENSHBUG00000001564
pundamilia_nyererei ENSPNYG00000015129
neolamprologus_brichardi ENSNBRG00000005200
oreochromis_niloticus ENSONIG00000014241
amphilophus_citrinellus ENSACIG00000022165
kryptolebias_marmoratus ENSKMAG00000001367
amphiprion_ocellaris ENSAOCG00000015418
amphiprion_ocellaris ENSAOCG00000016360
amphiprion_percula ENSAPEG00000006737
acanthochromis_polyacanthus ENSAPOG00000005808
stegastes_partitus ENSSPAG00000020210
xiphophorus_maculatus ENSXMAG00000011475
xiphophorus_couchianus ENSXCOG00000018817
gambusia_affinis ENSGAFG00000021238
poecilia_formosa ENSPFOG00000015688
poecilia_mexicana ENSPMEG00000006353
poecilia_latipinna ENSPLAG00000021438
poecilia_reticulata ENSPREG00000008674
fundulus_heteroclitus ENSFHEG00000012756
cyprinodon_variegatus ENSCVAG00000018256
oryzias_latipes_asm223469v1 ENSORLG00015014265
oryzias_latipes_asm223471v1 ENSORLG00020010892
oryzias_latipes_asm223467v1 ENSORLG00000012322
oryzias_melastigma ENSOMEG00000011501
periophthalmus_magnuspinnatus ENSPMGG00000010488
labrus_bergylta ENSLBEG00000018248
cynoglossus_semilaevis ENSCSEG00000004275
hippocampus_comes ENSHCOG00000003754
gadus_morhua ENSGMOG00000012580
esox_lucius ENSELUG00000020333
pygocentrus_nattereri ENSPNAG00000004946
astyanax_mexicanus ENSAMXG00000005290
ictalurus_punctatus ENSIPUG00000004435
danio_rerio ENSDARG00000063330
lepisosteus_oculatus ENSLOCG00000001549
