poecilia_latipinna ENSPLAG00000019669
poecilia_formosa ENSPFOG00000017768
poecilia_mexicana ENSPMEG00000011061
poecilia_reticulata ENSPREG00000014932
xiphophorus_maculatus ENSXMAG00000006312
xiphophorus_couchianus ENSXCOG00000000903
xiphophorus_couchianus ENSXCOG00000000892
gambusia_affinis ENSGAFG00000008945
fundulus_heteroclitus ENSFHEG00000017541
cyprinodon_variegatus ENSCVAG00000011127
kryptolebias_marmoratus ENSKMAG00000004042
oryzias_latipes_asm223471v1 ENSORLG00020007492
oryzias_latipes_asm223469v1 ENSORLG00015010541
oryzias_latipes_asm223467v1 ENSORLG00000000648
oryzias_melastigma ENSOMEG00000018801
takifugu_rubripes ENSTRUG00000000166
tetraodon_nigroviridis ENSTNIG00000017156
mola_mola ENSMMOG00000005992
gasterosteus_aculeatus ENSGACG00000015579
amphiprion_ocellaris ENSAOCG00000005446
amphiprion_percula ENSAPEG00000004826
acanthochromis_polyacanthus ENSAPOG00000023335
stegastes_partitus ENSSPAG00000016045
astatotilapia_calliptera ENSACLG00000012827
maylandia_zebra ENSMZEG00005000660
pundamilia_nyererei ENSPNYG00000021068
haplochromis_burtoni ENSHBUG00000010013
neolamprologus_brichardi ENSNBRG00000015642
oreochromis_niloticus ENSONIG00000012187
amphilophus_citrinellus ENSACIG00000016260
mastacembelus_armatus ENSMAMG00000022797
monopterus_albus ENSMALG00000004559
seriola_dumerili ENSSDUG00000007702
seriola_lalandi_dorsalis ENSSLDG00000019829
scophthalmus_maximus ENSSMAG00000001218
cynoglossus_semilaevis ENSCSEG00000005627
anabas_testudineus ENSATEG00000010019
labrus_bergylta ENSLBEG00000011516
hippocampus_comes ENSHCOG00000011184
periophthalmus_magnuspinnatus ENSPMGG00000020593
gadus_morhua ENSGMOG00000006961
esox_lucius ENSELUG00000018797
astyanax_mexicanus ENSAMXG00000005030
pygocentrus_nattereri ENSPNAG00000022689
ictalurus_punctatus ENSIPUG00000021031
danio_rerio ENSDARG00000062884
paramormyrops_kingsleyae ENSPKIG00000001427
scleropages_formosus ENSSFOG00015012793
lepisosteus_oculatus ENSLOCG00000010929
chrysemys_picta_bellii ENSCPBG00000013632
gopherus_agassizii ENSGAGG00000018576
pelodiscus_sinensis ENSPSIG00000014669
crocodylus_porosus ENSCPRG00005000338
sphenodon_punctatus ENSSPUG00000015202
apteryx_owenii ENSAOWG00000012861
apteryx_rowi ENSARWG00000016652
apteryx_haastii ENSAHAG00000008038
dromaius_novaehollandiae ENSDNVG00000018785
nothoprocta_perdicaria ENSNPEG00000011590
calidris_pygmaea ENSCPGG00000011076
calidris_pugnax ENSCPUG00000000266
melopsittacus_undulatus ENSMUNG00000012944
manacus_vitellinus ENSMVIG00005010608
lepidothrix_coronata ENSLCOG00000007184
lonchura_striata_domestica ENSLSDG00000012800
taeniopygia_guttata ENSTGUG00000004975
junco_hyemalis ENSJHYG00000012681
zonotrichia_albicollis ENSZALG00000014379
serinus_canaria ENSSCAG00000012489
ficedula_albicollis ENSFALG00000003953
cyanistes_caeruleus ENSCCEG00000024509
parus_major ENSPMJG00000019769
anas_platyrhynchos_platyrhynchos ENSAPLG00000012930
anser_brachyrhynchus ENSABRG00000012482
gallus_gallus ENSGALG00000011502
meleagris_gallopavo ENSMGAG00000011696
coturnix_japonica ENSCJPG00005013061
numida_meleagris ENSNMEG00000022935
crocodylus_porosus ENSCPRG00005000654
chelonoidis_abingdonii ENSCABG00000003236
pogona_vitticeps ENSPVIG00000007483
anolis_carolinensis ENSACAG00000009826
notechis_scutatus ENSNSUG00000011441
salvator_merianae ENSSMRG00000011717
sarcophilus_harrisii ENSSHAG00000006267
monodelphis_domestica ENSMODG00000018690
notamacropus_eugenii ENSMEUG00000004427
bos_taurus ENSBTAG00000004216
bos_mutus ENSBMUG00000022939
bison_bison_bison ENSBBBG00000008965
capra_hircus ENSCHIG00000024378
ovis_aries ENSOARG00000016128
tursiops_truncatus ENSTTRG00000017082
vicugna_pacos ENSVPAG00000006801
sus_scrofa ENSSSCG00000030354
equus_caballus ENSECAG00000021505
equus_asinus_asinus ENSEASG00005022464
myotis_lucifugus ENSMLUG00000023929
erinaceus_europaeus ENSEEUG00000012863
pteropus_vampyrus ENSPVAG00000013775
sorex_araneus ENSSARG00000000761
ursus_maritimus ENSUMAG00000008354
ursus_americanus ENSUAMG00000009592
ailuropoda_melanoleuca ENSAMEG00000016823
neovison_vison ENSNVIG00000023722
mustela_putorius_furo ENSMPUG00000011935
canis_lupus_dingo ENSCAFG00020003502
canis_lupus_familiaris ENSCAFG00000004528
vulpes_vulpes ENSVVUG00000010418
panthera_tigris_altaica ENSPTIG00000017101
panthera_pardus ENSPPRG00000001222
felis_catus ENSFCAG00000006993
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016638
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012717
fukomys_damarensis ENSFDAG00000010577
chinchilla_lanigera ENSCLAG00000002850
octodon_degus ENSODEG00000006030
cavia_porcellus ENSCPOG00000002905
cavia_aperea ENSCAPG00000017403
ictidomys_tridecemlineatus ENSSTOG00000011012
urocitellus_parryii ENSUPAG00010006146
spermophilus_dauricus ENSSDAG00000016990
marmota_marmota_marmota ENSMMMG00000020508
tupaia_belangeri ENSTBEG00000002595
pan_troglodytes ENSPTRG00000012427
pan_paniscus ENSPPAG00000034915
homo_sapiens ENSG00000169967
pongo_abelii ENSPPYG00000012768
rhinopithecus_bieti ENSRBIG00000034616
piliocolobus_tephrosceles ENSPTEG00000022601
theropithecus_gelada ENSTGEG00000029008
chlorocebus_sabaeus ENSCSAG00000016832
mandrillus_leucophaeus ENSMLEG00000044113
macaca_nemestrina ENSMNEG00000039958
macaca_fascicularis ENSMFAG00000037837
macaca_mulatta ENSMMUG00000018568
cercocebus_atys ENSCATG00000011122
papio_anubis ENSPANG00000025495
nomascus_leucogenys ENSNLEG00000015690
gorilla_gorilla ENSGGOG00000004601
rhinopithecus_roxellana ENSRROG00000043584
colobus_angolensis_palliatus ENSCANG00000010520
saimiri_boliviensis_boliviensis ENSSBOG00000025709
cebus_capucinus_imitator ENSCCAG00000036037
callithrix_jacchus ENSCJAG00000010475
aotus_nancymaae ENSANAG00000024266
aotus_nancymaae ENSANAG00000026357
dipodomys_ordii ENSDORG00000028775
castor_canadensis ENSCCNG00000014490
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024383
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022986
mus_spicilegus ENSMSIG00000030588
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022074
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018808
rattus_norvegicus ENSRNOG00000014089
meriones_unguiculatus ENSMUGG00000011243
microtus_ochrogaster ENSMOCG00000015085
peromyscus_maniculatus_bairdii ENSPEMG00000016050
cricetulus_griseus_crigri_1.0 ENSCGRG00000006295
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024310
cricetulus_griseus_crigri-picr ENSCGRG00015024007
mesocricetus_auratus ENSMAUG00000020127
meriones_unguiculatus ENSMUGG00000024611
nannospalax_galili ENSNGAG00000018702
jaculus_jaculus ENSJJAG00000005877
carlito_syrichta ENSTSYG00000014441
prolemur_simus ENSPSMG00000001406
propithecus_coquereli ENSPCOG00000025680
microcebus_murinus ENSMICG00000009592
otolemur_garnettii ENSOGAG00000009109
oryctolagus_cuniculus ENSOCUG00000002258
ochotona_princeps ENSOPRG00000004580
dasypus_novemcinctus ENSDNOG00000014630
choloepus_hoffmanni ENSCHOG00000007443
loxodonta_africana ENSLAFG00000005303
procavia_capensis ENSPCAG00000009905
echinops_telfairi ENSETEG00000010505
echinops_telfairi ENSETEG00000002788
ornithorhynchus_anatinus ENSOANG00000020498
ornithorhynchus_anatinus ENSOANG00000030609
ornithorhynchus_anatinus ENSOANG00000009928
xenopus_tropicalis ENSXETG00000000471
latimeria_chalumnae ENSLACG00000001238
eptatretus_burgeri ENSEBUG00000013092
eptatretus_burgeri ENSEBUG00000011766
petromyzon_marinus ENSPMAG00000000733
