capra_hircus ENSCHIG00000014031
mesocricetus_auratus ENSMAUG00000014502
sarcophilus_harrisii ENSSHAG00000002584
ornithorhynchus_anatinus ENSOANG00000009506
carlito_syrichta ENSTSYG00000011587
microcebus_murinus ENSMICG00000035020
rattus_norvegicus ENSRNOG00000001345
mus_spicilegus ENSMSIG00000011115
equus_caballus ENSECAG00000010001
equus_asinus_asinus ENSEASG00005010580
myotis_lucifugus ENSMLUG00000015814
chinchilla_lanigera ENSCLAG00000013728
tupaia_belangeri ENSTBEG00000002821
ochotona_princeps ENSOPRG00000011657
erinaceus_europaeus ENSEEUG00000014693
sorex_araneus ENSSARG00000003011
notamacropus_eugenii ENSMEUG00000006103
ornithorhynchus_anatinus ENSOANG00000019796
serinus_canaria ENSSCAG00000008204
zonotrichia_albicollis ENSZALG00000002799
manacus_vitellinus ENSMVIG00005016885
lepidothrix_coronata ENSLCOG00000010651
anas_platyrhynchos_platyrhynchos ENSAPLG00000008559
crocodylus_porosus ENSCPRG00005014549
pelodiscus_sinensis ENSPSIG00000002578
gasterosteus_aculeatus ENSGACG00000006305
fundulus_heteroclitus ENSFHEG00000019541
periophthalmus_magnuspinnatus ENSPMGG00000017478
gadus_morhua ENSGMOG00000007433
