ciona_intestinalis ENSCING00000024389
ciona_savignyi ENSCSAVG00000006594
ciona_savignyi ENSCSAVG00000008558
eptatretus_burgeri ENSEBUG00000006535
petromyzon_marinus ENSPMAG00000001570
apteryx_owenii ENSAOWG00000018848
apteryx_haastii ENSAHAG00000008870
apteryx_rowi ENSARWG00000000734
dromaius_novaehollandiae ENSDNVG00000017935
nothoprocta_perdicaria ENSNPEG00000003330
gallus_gallus ENSGALG00000013637
meleagris_gallopavo ENSMGAG00000008014
coturnix_japonica ENSCJPG00005007142
numida_meleagris ENSNMEG00000005331
anser_brachyrhynchus ENSABRG00000019066
anas_platyrhynchos_platyrhynchos ENSAPLG00000030813
lonchura_striata_domestica ENSLSDG00000016862
taeniopygia_guttata ENSTGUG00000009035
serinus_canaria ENSSCAG00000007372
junco_hyemalis ENSJHYG00000014683
zonotrichia_albicollis ENSZALG00000001592
ficedula_albicollis ENSFALG00000004710
parus_major ENSPMJG00000014256
cyanistes_caeruleus ENSCCEG00000012937
manacus_vitellinus ENSMVIG00005001827
lepidothrix_coronata ENSLCOG00000010545
melopsittacus_undulatus ENSMUNG00000003234
calidris_pygmaea ENSCPGG00000003285
calidris_pugnax ENSCPUG00000006350
crocodylus_porosus ENSCPRG00005004214
chelonoidis_abingdonii ENSCABG00000012474
gopherus_agassizii ENSGAGG00000002853
chrysemys_picta_bellii ENSCPBG00000006551
pelodiscus_sinensis ENSPSIG00000004948
anolis_carolinensis ENSACAG00000002332
pogona_vitticeps ENSPVIG00000002319
notechis_scutatus ENSNSUG00000016733
salvator_merianae ENSSMRG00000005019
sphenodon_punctatus ENSSPUG00000008288
gorilla_gorilla ENSGGOG00000014237
homo_sapiens ENSG00000111802
pan_paniscus ENSPPAG00000029023
pan_troglodytes ENSPTRG00000017778
pongo_abelii ENSPPYG00000016282
nomascus_leucogenys ENSNLEG00000002447
macaca_nemestrina ENSMNEG00000038003
macaca_fascicularis ENSMFAG00000045296
macaca_mulatta ENSMMUG00000009803
chlorocebus_sabaeus ENSCSAG00000007769
theropithecus_gelada ENSTGEG00000020205
papio_anubis ENSPANG00000017590
mandrillus_leucophaeus ENSMLEG00000028883
