ursus_americanus ENSUAMG00000002241
equus_caballus ENSECAG00000010460
pteropus_vampyrus ENSPVAG00000010516
pteropus_vampyrus ENSPVAG00000014811
sus_scrofa ENSSSCG00000031520
sus_scrofa ENSSSCG00000039008
capra_hircus ENSCHIG00000019156
vicugna_pacos ENSVPAG00000004413
macaca_fascicularis ENSMFAG00000037785
macaca_nemestrina ENSMNEG00000040794
macaca_mulatta ENSMMUG00000015197
mandrillus_leucophaeus ENSMLEG00000030744
theropithecus_gelada ENSTGEG00000007780
mandrillus_leucophaeus ENSMLEG00000028300
pan_troglodytes ENSPTRG00000049113
gorilla_gorilla ENSGGOG00000038152
gorilla_gorilla ENSGGOG00000036550
homo_sapiens ENSG00000180386
nomascus_leucogenys ENSNLEG00000010581
piliocolobus_tephrosceles ENSPTEG00000029764
aotus_nancymaae ENSANAG00000032519
rhinopithecus_roxellana ENSRROG00000035860
piliocolobus_tephrosceles ENSPTEG00000029738
rhinopithecus_bieti ENSRBIG00000033838
chlorocebus_sabaeus ENSCSAG00000002879
theropithecus_gelada ENSTGEG00000007765
pongo_abelii ENSPPYG00000008434
pongo_abelii ENSPPYG00000008432
pongo_abelii ENSPPYG00000008431
pongo_abelii ENSPPYG00000020052
pongo_abelii ENSPPYG00000008433
pan_troglodytes ENSPTRG00000047798
homo_sapiens ENSG00000212659
pan_paniscus ENSPPAG00000041149
gorilla_gorilla ENSGGOG00000001293
pongo_abelii ENSPPYG00000008430
homo_sapiens ENSG00000187272
homo_sapiens ENSG00000241595
pan_troglodytes ENSPTRG00000047688
homo_sapiens ENSG00000204873
gorilla_gorilla ENSGGOG00000008319
homo_sapiens ENSG00000239886
pan_troglodytes ENSPTRG00000044531
gorilla_gorilla ENSGGOG00000039324
homo_sapiens ENSG00000198083
pan_troglodytes ENSPTRG00000050065
nomascus_leucogenys ENSNLEG00000031440
nomascus_leucogenys ENSNLEG00000018665
aotus_nancymaae ENSANAG00000029988
aotus_nancymaae ENSANAG00000030925
aotus_nancymaae ENSANAG00000013847
aotus_nancymaae ENSANAG00000032483
cebus_capucinus_imitator ENSCCAG00000035189
cebus_capucinus_imitator ENSCCAG00000034421
callithrix_jacchus ENSCJAG00000002348
callithrix_jacchus ENSCJAG00000040410
callithrix_jacchus ENSCJAG00000010933
saimiri_boliviensis_boliviensis ENSSBOG00000035595
colobus_angolensis_palliatus ENSCANG00000036235
rhinopithecus_bieti ENSRBIG00000036042
rhinopithecus_roxellana ENSRROG00000031641
colobus_angolensis_palliatus ENSCANG00000029916
rhinopithecus_roxellana ENSRROG00000031553
colobus_angolensis_palliatus ENSCANG00000039712
piliocolobus_tephrosceles ENSPTEG00000004428
papio_anubis ENSPANG00000034860
macaca_mulatta ENSMMUG00000015195
macaca_fascicularis ENSMFAG00000032805
rhinopithecus_roxellana ENSRROG00000041467
rhinopithecus_bieti ENSRBIG00000038944
cercocebus_atys ENSCATG00000042310
theropithecus_gelada ENSTGEG00000000881
papio_anubis ENSPANG00000021573
cercocebus_atys ENSCATG00000043038
papio_anubis ENSPANG00000029877
papio_anubis ENSPANG00000033364
papio_anubis ENSPANG00000031460
rhinopithecus_roxellana ENSRROG00000043590
macaca_mulatta ENSMMUG00000015200
cercocebus_atys ENSCATG00000029615
macaca_fascicularis ENSMFAG00000037496
macaca_mulatta ENSMMUG00000010752
mandrillus_leucophaeus ENSMLEG00000028770
macaca_nemestrina ENSMNEG00000028160
colobus_angolensis_palliatus ENSCANG00000027479
macaca_mulatta ENSMMUG00000041720
macaca_mulatta ENSMMUG00000043123
macaca_mulatta ENSMMUG00000047177
macaca_fascicularis ENSMFAG00000002074
macaca_nemestrina ENSMNEG00000032560
mandrillus_leucophaeus ENSMLEG00000037142
saimiri_boliviensis_boliviensis ENSSBOG00000024889
cebus_capucinus_imitator ENSCCAG00000020353
pan_paniscus ENSPPAG00000043094
pan_paniscus ENSPPAG00000043673
pan_paniscus ENSPPAG00000004291
nomascus_leucogenys ENSNLEG00000029899
theropithecus_gelada ENSTGEG00000007739
saimiri_boliviensis_boliviensis ENSSBOG00000028255
cebus_capucinus_imitator ENSCCAG00000021630
carlito_syrichta ENSTSYG00000013239
microcebus_murinus ENSMICG00000034211
microcebus_murinus ENSMICG00000046956
microcebus_murinus ENSMICG00000043010
microcebus_murinus ENSMICG00000046147
microcebus_murinus ENSMICG00000047774
microcebus_murinus ENSMICG00000007150
propithecus_coquereli ENSPCOG00000013137
otolemur_garnettii ENSOGAG00000003105
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009620
octodon_degus ENSODEG00000017810
urocitellus_parryii ENSUPAG00010008754
equus_asinus_asinus ENSEASG00005006604
felis_catus ENSFCAG00000041537
procavia_capensis ENSPCAG00000009520
loxodonta_africana ENSLAFG00000020912
