pteropus_vampyrus ENSPVAG00000008889
myotis_lucifugus ENSMLUG00000007307
ursus_americanus ENSUAMG00000024193
ursus_maritimus ENSUMAG00000022637
ailuropoda_melanoleuca ENSAMEG00000000514
canis_lupus_dingo ENSCAFG00020007396
vulpes_vulpes ENSVVUG00000023380
canis_lupus_familiaris ENSCAFG00000009428
neovison_vison ENSNVIG00000019501
mustela_putorius_furo ENSMPUG00000016997
panthera_pardus ENSPPRG00000024142
panthera_tigris_altaica ENSPTIG00000018523
felis_catus ENSFCAG00000014375
capra_hircus ENSCHIG00000021440
ovis_aries ENSOARG00000012252
bos_taurus ENSBTAG00000011956
bos_mutus ENSBMUG00000018287
bison_bison_bison ENSBBBG00000000548
tursiops_truncatus ENSTTRG00000002161
sus_scrofa ENSSSCG00000010536
vicugna_pacos ENSVPAG00000004998
equus_caballus ENSECAG00000000257
equus_asinus_asinus ENSEASG00005010116
erinaceus_europaeus ENSEEUG00000011285
pan_troglodytes ENSPTRG00000002828
pan_paniscus ENSPPAG00000024282
gorilla_gorilla ENSGGOG00000002546
homo_sapiens ENSG00000119946
pongo_abelii ENSPPYG00000002551
nomascus_leucogenys ENSNLEG00000014538
colobus_angolensis_palliatus ENSCANG00000037578
piliocolobus_tephrosceles ENSPTEG00000029039
rhinopithecus_roxellana ENSRROG00000041964
rhinopithecus_bieti ENSRBIG00000003156
mandrillus_leucophaeus ENSMLEG00000038123
theropithecus_gelada ENSTGEG00000017460
papio_anubis ENSPANG00000021286
chlorocebus_sabaeus ENSCSAG00000005724
cercocebus_atys ENSCATG00000032684
macaca_nemestrina ENSMNEG00000033068
macaca_fascicularis ENSMFAG00000046376
cebus_capucinus_imitator ENSCCAG00000037324
callithrix_jacchus ENSCJAG00000016989
saimiri_boliviensis_boliviensis ENSSBOG00000023360
aotus_nancymaae ENSANAG00000021328
carlito_syrichta ENSTSYG00000026483
propithecus_coquereli ENSPCOG00000028638
prolemur_simus ENSPSMG00000010230
microcebus_murinus ENSMICG00000010474
otolemur_garnettii ENSOGAG00000027397
tupaia_belangeri ENSTBEG00000015777
castor_canadensis ENSCCNG00000011663
dipodomys_ordii ENSDORG00000014706
mus_spicilegus ENSMSIG00000014602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023900
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025189
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022979
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014469
rattus_norvegicus ENSRNOG00000016302
meriones_unguiculatus ENSMUGG00000022505
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012560
cricetulus_griseus_crigri_1.0 ENSCGRG00000017213
cricetulus_griseus_crigri-picr ENSCGRG00015024148
mesocricetus_auratus ENSMAUG00000018739
microtus_ochrogaster ENSMOCG00000006772
peromyscus_maniculatus_bairdii ENSPEMG00000007501
nannospalax_galili ENSNGAG00000016351
jaculus_jaculus ENSJJAG00000013432
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008358
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009827
fukomys_damarensis ENSFDAG00000015067
cavia_porcellus ENSCPOG00000008627
chinchilla_lanigera ENSCLAG00000002026
octodon_degus ENSODEG00000016538
urocitellus_parryii ENSUPAG00010018225
ictidomys_tridecemlineatus ENSSTOG00000019801
spermophilus_dauricus ENSSDAG00000022835
marmota_marmota_marmota ENSMMMG00000022793
oryctolagus_cuniculus ENSOCUG00000012318
ochotona_princeps ENSOPRG00000002329
dasypus_novemcinctus ENSDNOG00000002187
loxodonta_africana ENSLAFG00000000165
echinops_telfairi ENSETEG00000012330
sorex_araneus ENSSARG00000008277
sarcophilus_harrisii ENSSHAG00000014445
sarcophilus_harrisii ENSSHAG00000014170
phascolarctos_cinereus ENSPCIG00000028265
notamacropus_eugenii ENSMEUG00000004611
monodelphis_domestica ENSMODG00000003576
ornithorhynchus_anatinus ENSOANG00000021570
pogona_vitticeps ENSPVIG00000013748
notechis_scutatus ENSNSUG00000007490
salvator_merianae ENSSMRG00000021701
anolis_carolinensis ENSACAG00000003524
chelonoidis_abingdonii ENSCABG00000000554
gopherus_agassizii ENSGAGG00000009519
chrysemys_picta_bellii ENSCPBG00000012222
crocodylus_porosus ENSCPRG00005013735
sphenodon_punctatus ENSSPUG00000013124
apteryx_haastii ENSAHAG00000015203
apteryx_rowi ENSARWG00000005569
apteryx_owenii ENSAOWG00000005874
dromaius_novaehollandiae ENSDNVG00000015245
nothoprocta_perdicaria ENSNPEG00000008812
lonchura_striata_domestica ENSLSDG00000005621
