monopterus_albus ENSMALG00000018499
mola_mola ENSMMOG00000010936
scophthalmus_maximus ENSSMAG00000019926
cynoglossus_semilaevis ENSCSEG00000018133
periophthalmus_magnuspinnatus ENSPMGG00000021697
seriola_dumerili ENSSDUG00000016760
mastacembelus_armatus ENSMAMG00000020214
labrus_bergylta ENSLBEG00000027819
fundulus_heteroclitus ENSFHEG00000004532
cyprinodon_variegatus ENSCVAG00000021279
poecilia_mexicana ENSPMEG00000013297
poecilia_formosa ENSPFOG00000011444
poecilia_latipinna ENSPLAG00000005074
poecilia_reticulata ENSPREG00000009813
xiphophorus_maculatus ENSXMAG00000014225
gambusia_affinis ENSGAFG00000000756
kryptolebias_marmoratus ENSKMAG00000019341
oryzias_latipes_asm223467v1 ENSORLG00000003119
oryzias_latipes_asm223469v1 ENSORLG00015000584
oryzias_latipes_asm223471v1 ENSORLG00020016139
oryzias_melastigma ENSOMEG00000010334
hippocampus_comes ENSHCOG00000009900
amphiprion_ocellaris ENSAOCG00000007106
amphiprion_percula ENSAPEG00000018607
acanthochromis_polyacanthus ENSAPOG00000019147
stegastes_partitus ENSSPAG00000002801
pundamilia_nyererei ENSPNYG00000017153
haplochromis_burtoni ENSHBUG00000000667
astatotilapia_calliptera ENSACLG00000005733
maylandia_zebra ENSMZEG00005024773
neolamprologus_brichardi ENSNBRG00000000995
oreochromis_niloticus ENSONIG00000005519
amphilophus_citrinellus ENSACIG00000004859
seriola_lalandi_dorsalis ENSSLDG00000014812
gasterosteus_aculeatus ENSGACG00000020514
anabas_testudineus ENSATEG00000006851
tetraodon_nigroviridis ENSTNIG00000016158
takifugu_rubripes ENSTRUG00000014481
gadus_morhua ENSGMOG00000007140
esox_lucius ENSELUG00000005597
pygocentrus_nattereri ENSPNAG00000015040
astyanax_mexicanus ENSAMXG00000006018
ictalurus_punctatus ENSIPUG00000024531
danio_rerio ENSDARG00000010977
scleropages_formosus ENSSFOG00015005188
paramormyrops_kingsleyae ENSPKIG00000013326
