scophthalmus_maximus ENSSMAG00000008679
cynoglossus_semilaevis ENSCSEG00000009076
mola_mola ENSMMOG00000003395
cyprinodon_variegatus ENSCVAG00000021012
stegastes_partitus ENSSPAG00000004351
periophthalmus_magnuspinnatus ENSPMGG00000007717
esox_lucius ENSELUG00000001300
pygocentrus_nattereri ENSPNAG00000017701
astyanax_mexicanus ENSAMXG00000035994
ictalurus_punctatus ENSIPUG00000012251
labrus_bergylta ENSLBEG00000013158
takifugu_rubripes ENSTRUG00000022661
monopterus_albus ENSMALG00000009141
mastacembelus_armatus ENSMAMG00000019006
poecilia_latipinna ENSPLAG00000014619
xiphophorus_maculatus ENSXMAG00000029572
danio_rerio ENSDARG00000043898
astatotilapia_calliptera ENSACLG00000023397
pundamilia_nyererei ENSPNYG00000023448
maylandia_zebra ENSMZEG00005019433
haplochromis_burtoni ENSHBUG00000009158
neolamprologus_brichardi ENSNBRG00000010020
oreochromis_niloticus ENSONIG00000004747
poecilia_mexicana ENSPMEG00000014751
poecilia_formosa ENSPFOG00000017688
poecilia_reticulata ENSPREG00000014473
gambusia_affinis ENSGAFG00000016459
xiphophorus_couchianus ENSXCOG00000012317
seriola_dumerili ENSSDUG00000002738
seriola_lalandi_dorsalis ENSSLDG00000015490
oryzias_latipes_asm223471v1 ENSORLG00020011151
oryzias_latipes_asm223469v1 ENSORLG00015017235
oryzias_latipes_asm223467v1 ENSORLG00000028750
oryzias_melastigma ENSOMEG00000015515
fundulus_heteroclitus ENSFHEG00000018272
hippocampus_comes ENSHCOG00000003495
gasterosteus_aculeatus ENSGACG00000020591
amphiprion_percula ENSAPEG00000022383
amphiprion_ocellaris ENSAOCG00000016633
acanthochromis_polyacanthus ENSAPOG00000004934
kryptolebias_marmoratus ENSKMAG00000001566
anabas_testudineus ENSATEG00000022238
tetraodon_nigroviridis ENSTNIG00000009955
gadus_morhua ENSGMOG00000002158
scleropages_formosus ENSSFOG00015001410
paramormyrops_kingsleyae ENSPKIG00000013319
chelonoidis_abingdonii ENSCABG00000014216
gopherus_agassizii ENSGAGG00000013655
chrysemys_picta_bellii ENSCPBG00000015347
pelodiscus_sinensis ENSPSIG00000016770
apteryx_owenii ENSAOWG00000017422
apteryx_haastii ENSAHAG00000016500
apteryx_rowi ENSARWG00000002058
sphenodon_punctatus ENSSPUG00000003096
pogona_vitticeps ENSPVIG00000021393
anolis_carolinensis ENSACAG00000010246
notechis_scutatus ENSNSUG00000007185
salvator_merianae ENSSMRG00000003083
anser_brachyrhynchus ENSABRG00000001192
anas_platyrhynchos_platyrhynchos ENSAPLG00000025254
gallus_gallus ENSGALG00000042572
coturnix_japonica ENSCJPG00005005386
numida_meleagris ENSNMEG00000001566
serinus_canaria ENSSCAG00000003796
lepidothrix_coronata ENSLCOG00000010170
junco_hyemalis ENSJHYG00000009186
lonchura_striata_domestica ENSLSDG00000009205
parus_major ENSPMJG00000005658
calidris_pygmaea ENSCPGG00000007827
erinaceus_europaeus ENSEEUG00000014351
sorex_araneus ENSSARG00000012853
