lonchura_striata_domestica ENSLSDG00000012882
taeniopygia_guttata ENSTGUG00000013681
ficedula_albicollis ENSFALG00000013519
parus_major ENSPMJG00000019534
cyanistes_caeruleus ENSCCEG00000018648
anser_brachyrhynchus ENSABRG00000012248
calidris_pygmaea ENSCPGG00000017417
calidris_pugnax ENSCPUG00000010521
dromaius_novaehollandiae ENSDNVG00000009250
nothoprocta_perdicaria ENSNPEG00000008478
apteryx_owenii ENSAOWG00000009884
apteryx_rowi ENSARWG00000013983
apteryx_haastii ENSAHAG00000018550
ornithorhynchus_anatinus ENSOANG00000005927
pogona_vitticeps ENSPVIG00000020667
anolis_carolinensis ENSACAG00000004199
salvator_merianae ENSSMRG00000015290
sphenodon_punctatus ENSSPUG00000015146
gopherus_agassizii ENSGAGG00000024864
chelonoidis_abingdonii ENSCABG00000005179
xenopus_tropicalis ENSXETG00000012748
latimeria_chalumnae ENSLACG00000006455
junco_hyemalis ENSJHYG00000005452
lepidothrix_coronata ENSLCOG00000001606
chrysemys_picta_bellii ENSCPBG00000019882
pelodiscus_sinensis ENSPSIG00000004539
phascolarctos_cinereus ENSPCIG00000000995
notamacropus_eugenii ENSMEUG00000016267
monodelphis_domestica ENSMODG00000011447
ailuropoda_melanoleuca ENSAMEG00000010812
ursus_americanus ENSUAMG00000026893
neovison_vison ENSNVIG00000019407
mustela_putorius_furo ENSMPUG00000008767
canis_lupus_dingo ENSCAFG00020001788
canis_lupus_familiaris ENSCAFG00000006209
vulpes_vulpes ENSVVUG00000024541
panthera_pardus ENSPPRG00000001172
felis_catus ENSFCAG00000007385
erinaceus_europaeus ENSEEUG00000009594
equus_asinus_asinus ENSEASG00005001114
equus_caballus ENSECAG00000001373
sorex_araneus ENSSARG00000010842
bos_taurus ENSBTAG00000018732
bos_mutus ENSBMUG00000021066
bison_bison_bison ENSBBBG00000019770
ovis_aries ENSOARG00000001735
capra_hircus ENSCHIG00000026479
sus_scrofa ENSSSCG00000007147
panthera_tigris_altaica ENSPTIG00000022092
ursus_maritimus ENSUMAG00000004151
tursiops_truncatus ENSTTRG00000006089
myotis_lucifugus ENSMLUG00000008121
castor_canadensis ENSCCNG00000010963
dipodomys_ordii ENSDORG00000003847
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000074793
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025239
mus_spicilegus ENSMSIG00000014280
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024319
