mola_mola ENSMMOG00000015843
takifugu_rubripes ENSTRUG00000024946
gasterosteus_aculeatus ENSGACG00000009790
labrus_bergylta ENSLBEG00000011228
pundamilia_nyererei ENSPNYG00000022651
haplochromis_burtoni ENSHBUG00000016691
astatotilapia_calliptera ENSACLG00000025292
maylandia_zebra ENSMZEG00005018187
neolamprologus_brichardi ENSNBRG00000020864
amphilophus_citrinellus ENSACIG00000013467
acanthochromis_polyacanthus ENSAPOG00000006192
stegastes_partitus ENSSPAG00000017688
fundulus_heteroclitus ENSFHEG00000011418
cyprinodon_variegatus ENSCVAG00000022734
xiphophorus_maculatus ENSXMAG00000028563
gambusia_affinis ENSGAFG00000014565
poecilia_latipinna ENSPLAG00000003263
poecilia_formosa ENSPFOG00000023325
poecilia_mexicana ENSPMEG00000005044
poecilia_reticulata ENSPREG00000012737
kryptolebias_marmoratus ENSKMAG00000008997
oryzias_latipes_asm223467v1 ENSORLG00000027630
oryzias_latipes_asm223471v1 ENSORLG00020004054
oryzias_latipes_asm223469v1 ENSORLG00015009676
oryzias_melastigma ENSOMEG00000014218
mastacembelus_armatus ENSMAMG00000003508
monopterus_albus ENSMALG00000022520
anabas_testudineus ENSATEG00000020719
seriola_lalandi_dorsalis ENSSLDG00000024510
seriola_dumerili ENSSDUG00000013732
scophthalmus_maximus ENSSMAG00000010240
cynoglossus_semilaevis ENSCSEG00000019745
hippocampus_comes ENSHCOG00000012549
periophthalmus_magnuspinnatus ENSPMGG00000003180
gadus_morhua ENSGMOG00000015317
esox_lucius ENSELUG00000019738
pygocentrus_nattereri ENSPNAG00000005795
astyanax_mexicanus ENSAMXG00000039621
ictalurus_punctatus ENSIPUG00000004747
danio_rerio ENSDARG00000099965
scleropages_formosus ENSSFOG00015013880
paramormyrops_kingsleyae ENSPKIG00000002299
lepisosteus_oculatus ENSLOCG00000007900
