dasypus_novemcinctus ENSDNOG00000032328
procavia_capensis ENSPCAG00000006144
ovis_aries ENSOARG00000005442
capra_hircus ENSCHIG00000025436
bos_taurus ENSBTAG00000038489
sus_scrofa ENSSSCG00000008651
equus_caballus ENSECAG00000013638
equus_asinus_asinus ENSEASG00005022219
neovison_vison ENSNVIG00000015778
mustela_putorius_furo ENSMPUG00000013104
ailuropoda_melanoleuca ENSAMEG00000004163
canis_lupus_dingo ENSCAFG00020004927
canis_lupus_familiaris ENSCAFG00000003283
vulpes_vulpes ENSVVUG00000008582
panthera_pardus ENSPPRG00000015663
panthera_tigris_altaica ENSPTIG00000019551
felis_catus ENSFCAG00000044946
sorex_araneus ENSSARG00000010101
pan_paniscus ENSPPAG00000035755
pan_troglodytes ENSPTRG00000033961
gorilla_gorilla ENSGGOG00000034923
homo_sapiens ENSG00000214866
pongo_abelii ENSPPYG00000012680
nomascus_leucogenys ENSNLEG00000015424
macaca_mulatta ENSMMUG00000023273
macaca_fascicularis ENSMFAG00000042487
macaca_nemestrina ENSMNEG00000019957
papio_anubis ENSPANG00000007153
theropithecus_gelada ENSTGEG00000013939
mandrillus_leucophaeus ENSMLEG00000032730
cercocebus_atys ENSCATG00000025057
chlorocebus_sabaeus ENSCSAG00000007016
colobus_angolensis_palliatus ENSCANG00000002648
rhinopithecus_roxellana ENSRROG00000040100
rhinopithecus_bieti ENSRBIG00000042681
piliocolobus_tephrosceles ENSPTEG00000025768
cebus_capucinus_imitator ENSCCAG00000032411
callithrix_jacchus ENSCJAG00000016446
saimiri_boliviensis_boliviensis ENSSBOG00000023428
aotus_nancymaae ENSANAG00000030597
carlito_syrichta ENSTSYG00000037306
prolemur_simus ENSPSMG00000020594
microcebus_murinus ENSMICG00000044531
otolemur_garnettii ENSOGAG00000024536
cricetulus_griseus_crigri-picr ENSCGRG00015006701
cricetulus_griseus_crigri_1.0 ENSCGRG00000013245
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022074
mesocricetus_auratus ENSMAUG00000010849
microtus_ochrogaster ENSMOCG00000012384
peromyscus_maniculatus_bairdii ENSPEMG00000022353
mus_spicilegus ENSMSIG00000001881
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020633
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018498
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017656
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029414
meriones_unguiculatus ENSMUGG00000025687
nannospalax_galili ENSNGAG00000002422
jaculus_jaculus ENSJJAG00000019578
urocitellus_parryii ENSUPAG00010021012
spermophilus_dauricus ENSSDAG00000011091
ictidomys_tridecemlineatus ENSSTOG00000020234
marmota_marmota_marmota ENSMMMG00000022831
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004787
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003534
fukomys_damarensis ENSFDAG00000010013
chinchilla_lanigera ENSCLAG00000002204
cavia_aperea ENSCAPG00000008825
cavia_porcellus ENSCPOG00000022309
oryctolagus_cuniculus ENSOCUG00000026787
tursiops_truncatus ENSTTRG00000001619
pteropus_vampyrus ENSPVAG00000006903
echinops_telfairi ENSETEG00000003586
choloepus_hoffmanni ENSCHOG00000008598
phascolarctos_cinereus ENSPCIG00000017212
sarcophilus_harrisii ENSSHAG00000011050
monodelphis_domestica ENSMODG00000023196
ornithorhynchus_anatinus ENSOANG00000010921
chrysemys_picta_bellii ENSCPBG00000021614
chelonoidis_abingdonii ENSCABG00000021239
gopherus_agassizii ENSGAGG00000002282
pelodiscus_sinensis ENSPSIG00000003031
dromaius_novaehollandiae ENSDNVG00000016051
apteryx_rowi ENSARWG00000015928
nothoprocta_perdicaria ENSNPEG00000000126
crocodylus_porosus ENSCPRG00005008489
pogona_vitticeps ENSPVIG00000007731
notechis_scutatus ENSNSUG00000007677
salvator_merianae ENSSMRG00000006515
