oryzias_latipes_asm223469v1 ENSORLG00015022647
oryzias_latipes_asm223467v1 ENSORLG00000026846
oryzias_latipes_asm223471v1 ENSORLG00020011921
oryzias_melastigma ENSOMEG00000019135
poecilia_latipinna ENSPLAG00000006925
poecilia_mexicana ENSPMEG00000003552
gambusia_affinis ENSGAFG00000006026
poecilia_reticulata ENSPREG00000015817
xiphophorus_maculatus ENSXMAG00000027900
xiphophorus_couchianus ENSXCOG00000018045
neolamprologus_brichardi ENSNBRG00000001775
seriola_lalandi_dorsalis ENSSLDG00000017787
seriola_dumerili ENSSDUG00000016175
scophthalmus_maximus ENSSMAG00000009276
labrus_bergylta ENSLBEG00000023155
