chelonoidis_abingdonii ENSCABG00000012499
gopherus_agassizii ENSGAGG00000009010
chrysemys_picta_bellii ENSCPBG00000016438
pelodiscus_sinensis ENSPSIG00000017630
dromaius_novaehollandiae ENSDNVG00000016479
apteryx_owenii ENSAOWG00000017980
lonchura_striata_domestica ENSLSDG00000001557
taeniopygia_guttata ENSTGUG00000009808
serinus_canaria ENSSCAG00000014426
ficedula_albicollis ENSFALG00000007628
parus_major ENSPMJG00000000185
zonotrichia_albicollis ENSZALG00000006432
lepidothrix_coronata ENSLCOG00000000693
melopsittacus_undulatus ENSMUNG00000008374
gallus_gallus ENSGALG00000033062
apteryx_haastii ENSAHAG00000004399
apteryx_rowi ENSARWG00000006149
nothoprocta_perdicaria ENSNPEG00000007885
taeniopygia_guttata ENSTGUG00000015136
junco_hyemalis ENSJHYG00000011835
cyanistes_caeruleus ENSCCEG00000014348
manacus_vitellinus ENSMVIG00005003025
calidris_pygmaea ENSCPGG00000018477
calidris_pugnax ENSCPUG00000017088
numida_meleagris ENSNMEG00000002809
coturnix_japonica ENSCJPG00005013717
anas_platyrhynchos_platyrhynchos ENSAPLG00000012446
meleagris_gallopavo ENSMGAG00000008182
anser_brachyrhynchus ENSABRG00000006956
crocodylus_porosus ENSCPRG00005012058
sphenodon_punctatus ENSSPUG00000006950
sphenodon_punctatus ENSSPUG00000011950
pogona_vitticeps ENSPVIG00000011218
notechis_scutatus ENSNSUG00000004882
anolis_carolinensis ENSACAG00000012101
salvator_merianae ENSSMRG00000018750
notamacropus_eugenii ENSMEUG00000006427
sarcophilus_harrisii ENSSHAG00000009528
phascolarctos_cinereus ENSPCIG00000013428
monodelphis_domestica ENSMODG00000002486
saimiri_boliviensis_boliviensis ENSSBOG00000026518
cebus_capucinus_imitator ENSCCAG00000029102
aotus_nancymaae ENSANAG00000018054
macaca_mulatta ENSMMUG00000047169
macaca_nemestrina ENSMNEG00000031572
mandrillus_leucophaeus ENSMLEG00000032434
theropithecus_gelada ENSTGEG00000018873
papio_anubis ENSPANG00000013407
chlorocebus_sabaeus ENSCSAG00000006635
rhinopithecus_roxellana ENSRROG00000028971
gorilla_gorilla ENSGGOG00000013512
homo_sapiens ENSG00000156973
pan_troglodytes ENSPTRG00000013030
pan_paniscus ENSPPAG00000030664
pongo_abelii ENSPPYG00000013270
carlito_syrichta ENSTSYG00000032374
propithecus_coquereli ENSPCOG00000025322
otolemur_garnettii ENSOGAG00000024534
nomascus_leucogenys ENSNLEG00000034241
colobus_angolensis_palliatus ENSCANG00000006756
saimiri_boliviensis_boliviensis ENSSBOG00000028375
prolemur_simus ENSPSMG00000018891
cercocebus_atys ENSCATG00000038152
macaca_fascicularis ENSMFAG00000036966
piliocolobus_tephrosceles ENSPTEG00000039849
callithrix_jacchus ENSCJAG00000013615
microcebus_murinus ENSMICG00000032098
chinchilla_lanigera ENSCLAG00000011218
nannospalax_galili ENSNGAG00000018713
ictidomys_tridecemlineatus ENSSTOG00000006196
spermophilus_dauricus ENSSDAG00000023715
marmota_marmota_marmota ENSMMMG00000001702
urocitellus_parryii ENSUPAG00010005053
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012332
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001979
fukomys_damarensis ENSFDAG00000005923
cavia_porcellus ENSCPOG00000037612
cavia_aperea ENSCAPG00000017849
chinchilla_lanigera ENSCLAG00000011106
octodon_degus ENSODEG00000006860
octodon_degus ENSODEG00000014167
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026239
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015168
mus_spicilegus ENSMSIG00000003383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014366
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027603
rattus_norvegicus ENSRNOG00000018610
meriones_unguiculatus ENSMUGG00000024189
cricetulus_griseus_crigri-picr ENSCGRG00015010134
cricetulus_griseus_crigri_1.0 ENSCGRG00000016241
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024561
mesocricetus_auratus ENSMAUG00000008305
microtus_ochrogaster ENSMOCG00000003337
peromyscus_maniculatus_bairdii ENSPEMG00000016466
nannospalax_galili ENSNGAG00000022290
jaculus_jaculus ENSJJAG00000022197
jaculus_jaculus ENSJJAG00000012157
dipodomys_ordii ENSDORG00000014809
castor_canadensis ENSCCNG00000020373
ochotona_princeps ENSOPRG00000008366
rhinopithecus_bieti ENSRBIG00000035140
tupaia_belangeri ENSTBEG00000009679
