astyanax_mexicanus ENSAMXG00000033275
pygocentrus_nattereri ENSPNAG00000018870
ictalurus_punctatus ENSIPUG00000005497
danio_rerio ENSDARG00000099724
mastacembelus_armatus ENSMAMG00000007236
monopterus_albus ENSMALG00000020104
anabas_testudineus ENSATEG00000008345
seriola_lalandi_dorsalis ENSSLDG00000003888
seriola_dumerili ENSSDUG00000001727
labrus_bergylta ENSLBEG00000018895
amphiprion_ocellaris ENSAOCG00000017835
amphiprion_percula ENSAPEG00000016058
acanthochromis_polyacanthus ENSAPOG00000014409
stegastes_partitus ENSSPAG00000012220
scophthalmus_maximus ENSSMAG00000018867
mola_mola ENSMMOG00000011460
fundulus_heteroclitus ENSFHEG00000003792
cyprinodon_variegatus ENSCVAG00000007042
poecilia_formosa ENSPFOG00000023157
poecilia_reticulata ENSPREG00000021034
poecilia_formosa ENSPFOG00000002385
poecilia_latipinna ENSPLAG00000003406
poecilia_mexicana ENSPMEG00000015591
gambusia_affinis ENSGAFG00000009761
xiphophorus_maculatus ENSXMAG00000026997
oryzias_latipes_asm223471v1 ENSORLG00020016162
oryzias_latipes_asm223467v1 ENSORLG00000023849
oryzias_latipes_asm223469v1 ENSORLG00015023291
oryzias_melastigma ENSOMEG00000022444
maylandia_zebra ENSMZEG00005014214
haplochromis_burtoni ENSHBUG00000014706
astatotilapia_calliptera ENSACLG00000022621
pundamilia_nyererei ENSPNYG00000015256
neolamprologus_brichardi ENSNBRG00000013945
oreochromis_niloticus ENSONIG00000005048
amphilophus_citrinellus ENSACIG00000003712
cynoglossus_semilaevis ENSCSEG00000018467
takifugu_rubripes ENSTRUG00000006234
tetraodon_nigroviridis ENSTNIG00000010290
gasterosteus_aculeatus ENSGACG00000008224
periophthalmus_magnuspinnatus ENSPMGG00000011962
hippocampus_comes ENSHCOG00000000433
gadus_morhua ENSGMOG00000010887
esox_lucius ENSELUG00000010415
paramormyrops_kingsleyae ENSPKIG00000024107
scleropages_formosus ENSSFOG00015002242
lepisosteus_oculatus ENSLOCG00000006269
gopherus_agassizii ENSGAGG00000007423
chelonoidis_abingdonii ENSCABG00000014386
chrysemys_picta_bellii ENSCPBG00000010433
pelodiscus_sinensis ENSPSIG00000014422
crocodylus_porosus ENSCPRG00005017525
pogona_vitticeps ENSPVIG00000019644
anolis_carolinensis ENSACAG00000002736
salvator_merianae ENSSMRG00000006804
meleagris_gallopavo ENSMGAG00000016655
coturnix_japonica ENSCJPG00005006338
gallus_gallus ENSGALG00000049427
numida_meleagris ENSNMEG00000003465
anas_platyrhynchos_platyrhynchos ENSAPLG00000023650
calidris_pygmaea ENSCPGG00000018563
calidris_pugnax ENSCPUG00000001236
ficedula_albicollis ENSFALG00000007986
parus_major ENSPMJG00000001399
taeniopygia_guttata ENSTGUG00000013475
lonchura_striata_domestica ENSLSDG00000009588
serinus_canaria ENSSCAG00000013871
phascolarctos_cinereus ENSPCIG00000021800
notamacropus_eugenii ENSMEUG00000011669
monodelphis_domestica ENSMODG00000007624
sarcophilus_harrisii ENSSHAG00000007388
loxodonta_africana ENSLAFG00000032146
procavia_capensis ENSPCAG00000016509
echinops_telfairi ENSETEG00000015890
dasypus_novemcinctus ENSDNOG00000049523
equus_caballus ENSECAG00000007476
equus_asinus_asinus ENSEASG00005017959
myotis_lucifugus ENSMLUG00000012852
pteropus_vampyrus ENSPVAG00000008864
ursus_maritimus ENSUMAG00000010221
ursus_maritimus ENSUMAG00000010218
ursus_americanus ENSUAMG00000006415
ailuropoda_melanoleuca ENSAMEG00000017300
neovison_vison ENSNVIG00000021738
mustela_putorius_furo ENSMPUG00000009744
canis_lupus_familiaris ENSCAFG00000005605
canis_lupus_dingo ENSCAFG00020002227
vulpes_vulpes ENSVVUG00000024567
panthera_pardus ENSPPRG00000013581
panthera_tigris_altaica ENSPTIG00000015677
felis_catus ENSFCAG00000002869
bos_taurus ENSBTAG00000016494
bos_mutus ENSBMUG00000019196
bison_bison_bison ENSBBBG00000002129
capra_hircus ENSCHIG00000014926
ovis_aries ENSOARG00000007675
tursiops_truncatus ENSTTRG00000004630
sus_scrofa ENSSSCG00000014825
erinaceus_europaeus ENSEEUG00000013631
sorex_araneus ENSSARG00000006041
castor_canadensis ENSCCNG00000018712
dipodomys_ordii ENSDORG00000011226
mus_spicilegus ENSMSIG00000028128
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000008318
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031165
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030054
mus_spicilegus ENSMSIG00000005995
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013276
rattus_norvegicus ENSRNOG00000025075
meriones_unguiculatus ENSMUGG00000020549
cricetulus_griseus_crigri_1.0 ENSCGRG00000018397
cricetulus_griseus_crigri-picr ENSCGRG00015014976
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022996
mesocricetus_auratus ENSMAUG00000014770
peromyscus_maniculatus_bairdii ENSPEMG00000023784
microtus_ochrogaster ENSMOCG00000001751
nannospalax_galili ENSNGAG00000018994
jaculus_jaculus ENSJJAG00000023874
chinchilla_lanigera ENSCLAG00000015348
octodon_degus ENSODEG00000007100
cavia_porcellus ENSCPOG00000024433
cavia_aperea ENSCAPG00000006646
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005986
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017170
fukomys_damarensis ENSFDAG00000007525
spermophilus_dauricus ENSSDAG00000020046
marmota_marmota_marmota ENSMMMG00000011086
urocitellus_parryii ENSUPAG00010003600
ictidomys_tridecemlineatus ENSSTOG00000014491
oryctolagus_cuniculus ENSOCUG00000025119
ochotona_princeps ENSOPRG00000009144
propithecus_coquereli ENSPCOG00000014211
microcebus_murinus ENSMICG00000016731
prolemur_simus ENSPSMG00000009387
otolemur_garnettii ENSOGAG00000000748
pan_troglodytes ENSPTRG00000004045
pan_paniscus ENSPPAG00000030906
homo_sapiens ENSG00000054967
gorilla_gorilla ENSGGOG00000010271
pongo_abelii ENSPPYG00000003660
nomascus_leucogenys ENSNLEG00000017122
colobus_angolensis_palliatus ENSCANG00000027818
piliocolobus_tephrosceles ENSPTEG00000022774
rhinopithecus_bieti ENSRBIG00000019893
rhinopithecus_roxellana ENSRROG00000042366
macaca_fascicularis ENSMFAG00000032863
macaca_nemestrina ENSMNEG00000040208
macaca_mulatta ENSMMUG00000003140
mandrillus_leucophaeus ENSMLEG00000035242
cercocebus_atys ENSCATG00000039204
papio_anubis ENSPANG00000000123
theropithecus_gelada ENSTGEG00000026956
chlorocebus_sabaeus ENSCSAG00000004070
cebus_capucinus_imitator ENSCCAG00000034344
saimiri_boliviensis_boliviensis ENSSBOG00000027236
callithrix_jacchus ENSCJAG00000015934
aotus_nancymaae ENSANAG00000019742
carlito_syrichta ENSTSYG00000006386
latimeria_chalumnae ENSLACG00000012738
