mola_mola ENSMMOG00000007950
gasterosteus_aculeatus ENSGACG00000003897
poecilia_formosa ENSPFOG00000001954
poecilia_latipinna ENSPLAG00000006504
poecilia_mexicana ENSPMEG00000003024
poecilia_reticulata ENSPREG00000020337
xiphophorus_maculatus ENSXMAG00000005731
xiphophorus_couchianus ENSXCOG00000013840
gambusia_affinis ENSGAFG00000001204
fundulus_heteroclitus ENSFHEG00000022950
cyprinodon_variegatus ENSCVAG00000000159
kryptolebias_marmoratus ENSKMAG00000017279
oryzias_latipes_asm223467v1 ENSORLG00000000987
oryzias_latipes_asm223469v1 ENSORLG00015010960
oryzias_latipes_asm223471v1 ENSORLG00020003952
oryzias_melastigma ENSOMEG00000000135
seriola_dumerili ENSSDUG00000016924
seriola_lalandi_dorsalis ENSSLDG00000018960
scophthalmus_maximus ENSSMAG00000017423
mastacembelus_armatus ENSMAMG00000009850
monopterus_albus ENSMALG00000010244
anabas_testudineus ENSATEG00000008107
labrus_bergylta ENSLBEG00000027807
maylandia_zebra ENSMZEG00005018414
haplochromis_burtoni ENSHBUG00000010270
astatotilapia_calliptera ENSACLG00000007613
pundamilia_nyererei ENSPNYG00000009100
oreochromis_niloticus ENSONIG00000013166
neolamprologus_brichardi ENSNBRG00000024242
amphilophus_citrinellus ENSACIG00000018996
amphiprion_percula ENSAPEG00000001422
amphiprion_ocellaris ENSAOCG00000006348
acanthochromis_polyacanthus ENSAPOG00000007707
stegastes_partitus ENSSPAG00000015579
takifugu_rubripes ENSTRUG00000000350
tetraodon_nigroviridis ENSTNIG00000003738
cynoglossus_semilaevis ENSCSEG00000016985
hippocampus_comes ENSHCOG00000001119
periophthalmus_magnuspinnatus ENSPMGG00000014690
gadus_morhua ENSGMOG00000017884
esox_lucius ENSELUG00000014909
astyanax_mexicanus ENSAMXG00000002088
pygocentrus_nattereri ENSPNAG00000029968
ictalurus_punctatus ENSIPUG00000002634
danio_rerio ENSDARG00000057738
scleropages_formosus ENSSFOG00015017895
paramormyrops_kingsleyae ENSPKIG00000010890
lepisosteus_oculatus ENSLOCG00000009470
taeniopygia_guttata ENSTGUG00000007157
lonchura_striata_domestica ENSLSDG00000005143
serinus_canaria ENSSCAG00000000493
junco_hyemalis ENSJHYG00000017886
zonotrichia_albicollis ENSZALG00000012935
ficedula_albicollis ENSFALG00000007136
parus_major ENSPMJG00000015508
cyanistes_caeruleus ENSCCEG00000014613
lepidothrix_coronata ENSLCOG00000003680
manacus_vitellinus ENSMVIG00005016463
calidris_pygmaea ENSCPGG00000015863
calidris_pugnax ENSCPUG00000013468
melopsittacus_undulatus ENSMUNG00000013537
anas_platyrhynchos_platyrhynchos ENSAPLG00000002649
anser_brachyrhynchus ENSABRG00000007595
gallus_gallus ENSGALG00000005451
coturnix_japonica ENSCJPG00005017251
meleagris_gallopavo ENSMGAG00000006818
numida_meleagris ENSNMEG00000004422
apteryx_owenii ENSAOWG00000009546
apteryx_rowi ENSARWG00000003719
apteryx_haastii ENSAHAG00000004429
dromaius_novaehollandiae ENSDNVG00000003162
nothoprocta_perdicaria ENSNPEG00000001031
crocodylus_porosus ENSCPRG00005002734
gopherus_agassizii ENSGAGG00000010269
chelonoidis_abingdonii ENSCABG00000017982
chrysemys_picta_bellii ENSCPBG00000025739
pelodiscus_sinensis ENSPSIG00000005462
pogona_vitticeps ENSPVIG00000002250
anolis_carolinensis ENSACAG00000028785
notechis_scutatus ENSNSUG00000013350
salvator_merianae ENSSMRG00000000835
sphenodon_punctatus ENSSPUG00000017425
notamacropus_eugenii ENSMEUG00000001186
phascolarctos_cinereus ENSPCIG00000013361
sarcophilus_harrisii ENSSHAG00000014358
monodelphis_domestica ENSMODG00000005589
microcebus_murinus ENSMICG00000037693
microcebus_murinus ENSMICG00000046554
propithecus_coquereli ENSPCOG00000023985
prolemur_simus ENSPSMG00000008151
otolemur_garnettii ENSOGAG00000017145
pan_paniscus ENSPPAG00000001726
pan_troglodytes ENSPTRG00000002778
homo_sapiens ENSG00000119969
gorilla_gorilla ENSGGOG00000008103
pongo_abelii ENSPPYG00000002502
nomascus_leucogenys ENSNLEG00000012987
theropithecus_gelada ENSTGEG00000010696
papio_anubis ENSPANG00000033528
macaca_fascicularis ENSMFAG00000044053
macaca_nemestrina ENSMNEG00000042628
macaca_mulatta ENSMMUG00000017255
mandrillus_leucophaeus ENSMLEG00000041751
cercocebus_atys ENSCATG00000033830
chlorocebus_sabaeus ENSCSAG00000006181
piliocolobus_tephrosceles ENSPTEG00000034627
colobus_angolensis_palliatus ENSCANG00000037736
rhinopithecus_roxellana ENSRROG00000040169
rhinopithecus_bieti ENSRBIG00000041080
cebus_capucinus_imitator ENSCCAG00000026761
saimiri_boliviensis_boliviensis ENSSBOG00000025308
callithrix_jacchus ENSCJAG00000015819
aotus_nancymaae ENSANAG00000034765
aotus_nancymaae ENSANAG00000033230
castor_canadensis ENSCCNG00000004008
dipodomys_ordii ENSDORG00000011812
mus_spicilegus ENSMSIG00000002377
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025001
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023848
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022930
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014423
rattus_norvegicus ENSRNOG00000047104
rattus_norvegicus ENSRNOG00000047692
meriones_unguiculatus ENSMUGG00000025728
meriones_unguiculatus ENSMUGG00000025719
microtus_ochrogaster ENSMOCG00000019342
peromyscus_maniculatus_bairdii ENSPEMG00000017579
cricetulus_griseus_crigri_1.0 ENSCGRG00000013264
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017410
cricetulus_griseus_crigri-picr ENSCGRG00015001399
mesocricetus_auratus ENSMAUG00000021941
nannospalax_galili ENSNGAG00000014049
jaculus_jaculus ENSJJAG00000000865
urocitellus_parryii ENSUPAG00010003070
marmota_marmota_marmota ENSMMMG00000015420
