prolemur_simus ENSPSMG00000012108
otolemur_garnettii ENSOGAG00000026802
pan_paniscus ENSPPAG00000006844
pan_troglodytes ENSPTRG00000043804
gorilla_gorilla ENSGGOG00000038115
homo_sapiens ENSG00000182459
pongo_abelii ENSPPYG00000008776
nomascus_leucogenys ENSNLEG00000035142
theropithecus_gelada ENSTGEG00000012169
macaca_mulatta ENSMMUG00000044068
chlorocebus_sabaeus ENSCSAG00000019047
piliocolobus_tephrosceles ENSPTEG00000029546
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039337
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017554
mus_spicilegus ENSMSIG00000011783
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018398
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018681
rattus_norvegicus ENSRNOG00000036671
meriones_unguiculatus ENSMUGG00000019023
peromyscus_maniculatus_bairdii ENSPEMG00000017784
microtus_ochrogaster ENSMOCG00000017463
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013174
cricetulus_griseus_crigri_1.0 ENSCGRG00000016346
cricetulus_griseus_crigri-picr ENSCGRG00015024390
mesocricetus_auratus ENSMAUG00000001776
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039329
mus_spicilegus ENSMSIG00000011776
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018399
rattus_norvegicus ENSRNOG00000036670
meriones_unguiculatus ENSMUGG00000019019
nannospalax_galili ENSNGAG00000011788
jaculus_jaculus ENSJJAG00000011841
castor_canadensis ENSCCNG00000010321
castor_canadensis ENSCCNG00000010330
spermophilus_dauricus ENSSDAG00000014731
ictidomys_tridecemlineatus ENSSTOG00000021594
marmota_marmota_marmota ENSMMMG00000003173
tupaia_belangeri ENSTBEG00000010570
ursus_americanus ENSUAMG00000000504
ursus_americanus ENSUAMG00000002052
ursus_maritimus ENSUMAG00000000765
ailuropoda_melanoleuca ENSAMEG00000007979
neovison_vison ENSNVIG00000017384
felis_catus ENSFCAG00000046356
equus_caballus ENSECAG00000035116
equus_asinus_asinus ENSEASG00005005907
bos_mutus ENSBMUG00000015673
bos_taurus ENSBTAG00000053776
bison_bison_bison ENSBBBG00000001041
ovis_aries ENSOARG00000000160
bos_mutus ENSBMUG00000015680
bos_taurus ENSBTAG00000050312
bison_bison_bison ENSBBBG00000001044
ovis_aries ENSOARG00000016723
tursiops_truncatus ENSTTRG00000013141
loxodonta_africana ENSLAFG00000031831
procavia_capensis ENSPCAG00000006989
