ciona_savignyi ENSCSAVG00000004301
ciona_intestinalis ENSCING00000001372
spermophilus_dauricus ENSSDAG00000000399
castor_canadensis ENSCCNG00000023927
mus_spicilegus ENSMSIG00000015688
neovison_vison ENSNVIG00000013786
chrysemys_picta_bellii ENSCPBG00000000507
hippocampus_comes ENSHCOG00000010262
maylandia_zebra ENSMZEG00005008213
choloepus_hoffmanni ENSCHOG00000010742
choloepus_hoffmanni ENSCHOG00000008597
dasypus_novemcinctus ENSDNOG00000036142
loxodonta_africana ENSLAFG00000005263
equus_caballus ENSECAG00000026883
equus_asinus_asinus ENSEASG00005003657
pteropus_vampyrus ENSPVAG00000008024
sus_scrofa ENSSSCG00000029774
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033682
mus_spicilegus ENSMSIG00000024726
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051234
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015408
rattus_norvegicus ENSRNOG00000011663
meriones_unguiculatus ENSMUGG00000025089
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019917
cricetulus_griseus_crigri-picr ENSCGRG00015004670
mesocricetus_auratus ENSMAUG00000016180
microtus_ochrogaster ENSMOCG00000019098
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020058
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020793
ochotona_princeps ENSOPRG00000008458
rhinopithecus_roxellana ENSRROG00000034900
rhinopithecus_bieti ENSRBIG00000010504
macaca_nemestrina ENSMNEG00000041810
macaca_fascicularis ENSMFAG00000028677
cercocebus_atys ENSCATG00000035398
propithecus_coquereli ENSPCOG00000013632
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013935
peromyscus_maniculatus_bairdii ENSPEMG00000020541
castor_canadensis ENSCCNG00000026695
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048185
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016214
mus_spicilegus ENSMSIG00000025873
spermophilus_dauricus ENSSDAG00000013052
spermophilus_dauricus ENSSDAG00000013043
spermophilus_dauricus ENSSDAG00000013047
urocitellus_parryii ENSUPAG00010013928
callithrix_jacchus ENSCJAG00000001991
cebus_capucinus_imitator ENSCCAG00000020264
saimiri_boliviensis_boliviensis ENSSBOG00000020609
aotus_nancymaae ENSANAG00000028682
microcebus_murinus ENSMICG00000049320
propithecus_coquereli ENSPCOG00000023214
prolemur_simus ENSPSMG00000020807
homo_sapiens ENSG00000114125
gorilla_gorilla ENSGGOG00000001829
pan_paniscus ENSPPAG00000036147
pan_troglodytes ENSPTRG00000039248
pongo_abelii ENSPPYG00000014167
nomascus_leucogenys ENSNLEG00000033882
rhinopithecus_bieti ENSRBIG00000044705
rhinopithecus_roxellana ENSRROG00000030523
rhinopithecus_bieti ENSRBIG00000011600
rhinopithecus_roxellana ENSRROG00000029379
piliocolobus_tephrosceles ENSPTEG00000007322
colobus_angolensis_palliatus ENSCANG00000040484
cercocebus_atys ENSCATG00000042225
papio_anubis ENSPANG00000008716
macaca_mulatta ENSMMUG00000006648
macaca_fascicularis ENSMFAG00000002230
macaca_nemestrina ENSMNEG00000027808
chlorocebus_sabaeus ENSCSAG00000011205
mandrillus_leucophaeus ENSMLEG00000036171
theropithecus_gelada ENSTGEG00000009080
callithrix_jacchus ENSCJAG00000033546
carlito_syrichta ENSTSYG00000007778
otolemur_garnettii ENSOGAG00000008659
nannospalax_galili ENSNGAG00000014971
cavia_porcellus ENSCPOG00000036031
spermophilus_dauricus ENSSDAG00000009982
spermophilus_dauricus ENSSDAG00000003972
spermophilus_dauricus ENSSDAG00000023606
spermophilus_dauricus ENSSDAG00000023322
ictidomys_tridecemlineatus ENSSTOG00000014964
urocitellus_parryii ENSUPAG00010008104
marmota_marmota_marmota ENSMMMG00000017538
dipodomys_ordii ENSDORG00000025570
fukomys_damarensis ENSFDAG00000015810
octodon_degus ENSODEG00000018270
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017680
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012477
fukomys_damarensis ENSFDAG00000012209
octodon_degus ENSODEG00000010015
octodon_degus ENSODEG00000018929
tupaia_belangeri ENSTBEG00000002917
bos_mutus ENSBMUG00000020720
bos_taurus ENSBTAG00000002185
bison_bison_bison ENSBBBG00000004080
capra_hircus ENSCHIG00000013336
tursiops_truncatus ENSTTRG00000012033
felis_catus ENSFCAG00000037838
panthera_pardus ENSPPRG00000010875
mustela_putorius_furo ENSMPUG00000012222
ursus_americanus ENSUAMG00000018889
canis_lupus_familiaris ENSCAFG00000007694
canis_lupus_dingo ENSCAFG00020008621
vulpes_vulpes ENSVVUG00000026234
ailuropoda_melanoleuca ENSAMEG00000012425
ursus_maritimus ENSUMAG00000013758
panthera_tigris_altaica ENSPTIG00000010047
ovis_aries ENSOARG00000006563
mastacembelus_armatus ENSMAMG00000005384
scophthalmus_maximus ENSSMAG00000020080
oreochromis_niloticus ENSONIG00000005677
cyprinodon_variegatus ENSCVAG00000017801
pundamilia_nyererei ENSPNYG00000012363
gasterosteus_aculeatus ENSGACG00000007590
xiphophorus_maculatus ENSXMAG00000026480
xiphophorus_couchianus ENSXCOG00000012863
poecilia_mexicana ENSPMEG00000021368
poecilia_formosa ENSPFOG00000011632
poecilia_latipinna ENSPLAG00000011847
poecilia_reticulata ENSPREG00000018334
gambusia_affinis ENSGAFG00000006741
fundulus_heteroclitus ENSFHEG00000002500
kryptolebias_marmoratus ENSKMAG00000002627
oryzias_latipes_asm223469v1 ENSORLG00015000764
oryzias_latipes_asm223467v1 ENSORLG00000011622
oryzias_latipes_asm223471v1 ENSORLG00020014174
oryzias_melastigma ENSOMEG00000003434
monopterus_albus ENSMALG00000003339
tetraodon_nigroviridis ENSTNIG00000005982
takifugu_rubripes ENSTRUG00000006552
mola_mola ENSMMOG00000009138
cynoglossus_semilaevis ENSCSEG00000019349
stegastes_partitus ENSSPAG00000011081
