labrus_bergylta ENSLBEG00000026413
gasterosteus_aculeatus ENSGACG00000003756
mola_mola ENSMMOG00000004478
seriola_dumerili ENSSDUG00000005953
seriola_lalandi_dorsalis ENSSLDG00000022447
scophthalmus_maximus ENSSMAG00000012554
monopterus_albus ENSMALG00000007588
mastacembelus_armatus ENSMAMG00000002967
anabas_testudineus ENSATEG00000006332
xiphophorus_maculatus ENSXMAG00000002628
xiphophorus_couchianus ENSXCOG00000011422
gambusia_affinis ENSGAFG00000004181
poecilia_formosa ENSPFOG00000014427
poecilia_mexicana ENSPMEG00000014659
poecilia_latipinna ENSPLAG00000006877
poecilia_reticulata ENSPREG00000009420
fundulus_heteroclitus ENSFHEG00000017009
cyprinodon_variegatus ENSCVAG00000002989
kryptolebias_marmoratus ENSKMAG00000012021
oryzias_latipes_asm223471v1 ENSORLG00020000290
oryzias_latipes_asm223469v1 ENSORLG00015011512
oryzias_latipes_asm223467v1 ENSORLG00000010197
oryzias_melastigma ENSOMEG00000004994
amphiprion_ocellaris ENSAOCG00000003551
amphiprion_percula ENSAPEG00000016780
acanthochromis_polyacanthus ENSAPOG00000000317
stegastes_partitus ENSSPAG00000020389
astatotilapia_calliptera ENSACLG00000027486
maylandia_zebra ENSMZEG00005021986
pundamilia_nyererei ENSPNYG00000006206
haplochromis_burtoni ENSHBUG00000015693
neolamprologus_brichardi ENSNBRG00000017290
oreochromis_niloticus ENSONIG00000005906
amphilophus_citrinellus ENSACIG00000018585
cynoglossus_semilaevis ENSCSEG00000015120
takifugu_rubripes ENSTRUG00000017807
tetraodon_nigroviridis ENSTNIG00000012766
hippocampus_comes ENSHCOG00000011660
periophthalmus_magnuspinnatus ENSPMGG00000001803
gadus_morhua ENSGMOG00000002613
esox_lucius ENSELUG00000002141
astyanax_mexicanus ENSAMXG00000015137
pygocentrus_nattereri ENSPNAG00000004686
ictalurus_punctatus ENSIPUG00000001172
danio_rerio ENSDARG00000055575
scleropages_formosus ENSSFOG00015014236
paramormyrops_kingsleyae ENSPKIG00000009328
scleropages_formosus ENSSFOG00015010419
paramormyrops_kingsleyae ENSPKIG00000021811
pygocentrus_nattereri ENSPNAG00000016512
astyanax_mexicanus ENSAMXG00000019101
ictalurus_punctatus ENSIPUG00000009742
danio_rerio ENSDARG00000008450
lepisosteus_oculatus ENSLOCG00000007866
phascolarctos_cinereus ENSPCIG00000028236
notamacropus_eugenii ENSMEUG00000006749
sarcophilus_harrisii ENSSHAG00000014924
monodelphis_domestica ENSMODG00000021240
pan_paniscus ENSPPAG00000029354
pan_troglodytes ENSPTRG00000015486
gorilla_gorilla ENSGGOG00000007872
homo_sapiens ENSG00000163710
pongo_abelii ENSPPYG00000014176
nomascus_leucogenys ENSNLEG00000004883
macaca_fascicularis ENSMFAG00000001242
macaca_mulatta ENSMMUG00000012406
macaca_nemestrina ENSMNEG00000039023
theropithecus_gelada ENSTGEG00000008446
papio_anubis ENSPANG00000005937
mandrillus_leucophaeus ENSMLEG00000032484
cercocebus_atys ENSCATG00000025595
chlorocebus_sabaeus ENSCSAG00000011308
colobus_angolensis_palliatus ENSCANG00000035837
piliocolobus_tephrosceles ENSPTEG00000009309
rhinopithecus_bieti ENSRBIG00000033789
rhinopithecus_roxellana ENSRROG00000040858
cebus_capucinus_imitator ENSCCAG00000033830
saimiri_boliviensis_boliviensis ENSSBOG00000027101
