apteryx_owenii ENSAOWG00000013792
apteryx_haastii ENSAHAG00000011117
apteryx_rowi ENSARWG00000013610
dromaius_novaehollandiae ENSDNVG00000014691
nothoprocta_perdicaria ENSNPEG00000007870
zonotrichia_albicollis ENSZALG00000002911
lonchura_striata_domestica ENSLSDG00000016447
manacus_vitellinus ENSMVIG00005014490
lepidothrix_coronata ENSLCOG00000006686
cyanistes_caeruleus ENSCCEG00000001591
calidris_pygmaea ENSCPGG00000015060
calidris_pugnax ENSCPUG00000011993
melopsittacus_undulatus ENSMUNG00000001459
anser_brachyrhynchus ENSABRG00000020657
anas_platyrhynchos_platyrhynchos ENSAPLG00000018224
dasypus_novemcinctus ENSDNOG00000042401
xiphophorus_couchianus ENSXCOG00000012140
gambusia_affinis ENSGAFG00000005426
