xiphophorus_maculatus ENSXMAG00000027045
xiphophorus_couchianus ENSXCOG00000000082
poecilia_latipinna ENSPLAG00000019568
poecilia_reticulata ENSPREG00000005221
labrus_bergylta ENSLBEG00000027294
takifugu_rubripes ENSTRUG00000023340
periophthalmus_magnuspinnatus ENSPMGG00000010770
hippocampus_comes ENSHCOG00000015015
esox_lucius ENSELUG00000013715
stegastes_partitus ENSSPAG00000021870
scophthalmus_maximus ENSSMAG00000013185
esox_lucius ENSELUG00000021042
paramormyrops_kingsleyae ENSPKIG00000014226
pygocentrus_nattereri ENSPNAG00000012591
astyanax_mexicanus ENSAMXG00000032714
esox_lucius ENSELUG00000008221
coturnix_japonica ENSCJPG00005012964
numida_meleagris ENSNMEG00000007280
