salvator_merianae ENSSMRG00000016640
pogona_vitticeps ENSPVIG00000006643
sphenodon_punctatus ENSSPUG00000013008
chrysemys_picta_bellii ENSCPBG00000012206
chelonoidis_abingdonii ENSCABG00000023021
pelodiscus_sinensis ENSPSIG00000015643
coturnix_japonica ENSCJPG00005016016
meleagris_gallopavo ENSMGAG00000001291
numida_meleagris ENSNMEG00000004436
mus_spicilegus ENSMSIG00000029738
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024371
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022386
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021481
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020476
rattus_norvegicus ENSRNOG00000051235
meriones_unguiculatus ENSMUGG00000001710
cricetulus_griseus_crigri-picr ENSCGRG00015028436
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005331
cricetulus_griseus_crigri_1.0 ENSCGRG00000014575
peromyscus_maniculatus_bairdii ENSPEMG00000031051
chinchilla_lanigera ENSCLAG00000007167
octodon_degus ENSODEG00000017792
cavia_aperea ENSCAPG00000017594
cavia_porcellus ENSCPOG00000021284
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013393
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016714
fukomys_damarensis ENSFDAG00000004288
spermophilus_dauricus ENSSDAG00000004175
marmota_marmota_marmota ENSMMMG00000017046
ictidomys_tridecemlineatus ENSSTOG00000029554
urocitellus_parryii ENSUPAG00010020070
castor_canadensis ENSCCNG00000028856
oryctolagus_cuniculus ENSOCUG00000006999
ochotona_princeps ENSOPRG00000003873
homo_sapiens ENSG00000166278
pongo_abelii ENSPPYG00000016469
theropithecus_gelada ENSTGEG00000029414
mandrillus_leucophaeus ENSMLEG00000041630
colobus_angolensis_palliatus ENSCANG00000032725
cebus_capucinus_imitator ENSCCAG00000028748
saimiri_boliviensis_boliviensis ENSSBOG00000021309
callithrix_jacchus ENSCJAG00000002416
aotus_nancymaae ENSANAG00000029092
carlito_syrichta ENSTSYG00000012101
propithecus_coquereli ENSPCOG00000018194
microcebus_murinus ENSMICG00000003602
tupaia_belangeri ENSTBEG00000008966
erinaceus_europaeus ENSEEUG00000004641
sorex_araneus ENSSARG00000003544
bos_mutus ENSBMUG00000006512
bos_taurus ENSBTAG00000007450
bison_bison_bison ENSBBBG00000017192
capra_hircus ENSCHIG00000014396
tursiops_truncatus ENSTTRG00000005868
vicugna_pacos ENSVPAG00000008059
sus_scrofa ENSSSCG00000001422
equus_caballus ENSECAG00000004709
equus_asinus_asinus ENSEASG00005015602
myotis_lucifugus ENSMLUG00000027234
myotis_lucifugus ENSMLUG00000000596
pteropus_vampyrus ENSPVAG00000005131
ursus_americanus ENSUAMG00000024346
ursus_maritimus ENSUMAG00000012708
neovison_vison ENSNVIG00000013576
canis_lupus_dingo ENSCAFG00020000917
vulpes_vulpes ENSVVUG00000022558
panthera_tigris_altaica ENSPTIG00000006203
panthera_pardus ENSPPRG00000002766
felis_catus ENSFCAG00000038245
loxodonta_africana ENSLAFG00000014221
procavia_capensis ENSPCAG00000003882
echinops_telfairi ENSETEG00000020242
notamacropus_eugenii ENSMEUG00000006004
phascolarctos_cinereus ENSPCIG00000018577
ornithorhynchus_anatinus ENSOANG00000015604
ornithorhynchus_anatinus ENSOANG00000028938
