mastacembelus_armatus ENSMAMG00000023335
monopterus_albus ENSMALG00000014113
scophthalmus_maximus ENSSMAG00000015735
cyprinodon_variegatus ENSCVAG00000022454
fundulus_heteroclitus ENSFHEG00000015160
poecilia_formosa ENSPFOG00000004728
poecilia_mexicana ENSPMEG00000019089
poecilia_latipinna ENSPLAG00000019312
poecilia_reticulata ENSPREG00000016857
xiphophorus_maculatus ENSXMAG00000020873
gambusia_affinis ENSGAFG00000020011
oryzias_latipes_asm223471v1 ENSORLG00020001366
oryzias_latipes_asm223467v1 ENSORLG00000011927
oryzias_latipes_asm223469v1 ENSORLG00015021558
oryzias_melastigma ENSOMEG00000016375
amphiprion_ocellaris ENSAOCG00000020736
amphiprion_percula ENSAPEG00000023357
acanthochromis_polyacanthus ENSAPOG00000023208
stegastes_partitus ENSSPAG00000023313
kryptolebias_marmoratus ENSKMAG00000010511
cynoglossus_semilaevis ENSCSEG00000003158
seriola_dumerili ENSSDUG00000019427
seriola_lalandi_dorsalis ENSSLDG00000013720
anabas_testudineus ENSATEG00000023615
maylandia_zebra ENSMZEG00005028573
maylandia_zebra ENSMZEG00005016077
astatotilapia_calliptera ENSACLG00000013830
pundamilia_nyererei ENSPNYG00000020294
haplochromis_burtoni ENSHBUG00000003192
oreochromis_niloticus ENSONIG00000011993
amphilophus_citrinellus ENSACIG00000020696
hippocampus_comes ENSHCOG00000009328
mola_mola ENSMMOG00000002768
takifugu_rubripes ENSTRUG00000025337
labrus_bergylta ENSLBEG00000027964
gasterosteus_aculeatus ENSGACG00000019334
gadus_morhua ENSGMOG00000002148
esox_lucius ENSELUG00000001503
pygocentrus_nattereri ENSPNAG00000010775
astyanax_mexicanus ENSAMXG00000030181
ictalurus_punctatus ENSIPUG00000020946
danio_rerio ENSDARG00000077926
periophthalmus_magnuspinnatus ENSPMGG00000015769
paramormyrops_kingsleyae ENSPKIG00000016894
scleropages_formosus ENSSFOG00015022317
lepisosteus_oculatus ENSLOCG00000015052
lepidothrix_coronata ENSLCOG00000009270
manacus_vitellinus ENSMVIG00005017716
lonchura_striata_domestica ENSLSDG00000014719
taeniopygia_guttata ENSTGUG00000011119
serinus_canaria ENSSCAG00000002965
junco_hyemalis ENSJHYG00000008104
zonotrichia_albicollis ENSZALG00000001519
ficedula_albicollis ENSFALG00000013450
parus_major ENSPMJG00000008760
melopsittacus_undulatus ENSMUNG00000001852
calidris_pygmaea ENSCPGG00000011239
calidris_pugnax ENSCPUG00000008368
meleagris_gallopavo ENSMGAG00000012947
coturnix_japonica ENSCJPG00005018296
gallus_gallus ENSGALG00000012694
numida_meleagris ENSNMEG00000011982
anser_brachyrhynchus ENSABRG00000004923
dromaius_novaehollandiae ENSDNVG00000007122
apteryx_owenii ENSAOWG00000011850
apteryx_rowi ENSARWG00000007355
apteryx_haastii ENSAHAG00000008662
anas_platyrhynchos_platyrhynchos ENSAPLG00000008125
crocodylus_porosus ENSCPRG00005018311
chelonoidis_abingdonii ENSCABG00000003558
gopherus_agassizii ENSGAGG00000007160
chrysemys_picta_bellii ENSCPBG00000023225
pelodiscus_sinensis ENSPSIG00000016863
sphenodon_punctatus ENSSPUG00000004154
sphenodon_punctatus ENSSPUG00000005754
sphenodon_punctatus ENSSPUG00000014948
pogona_vitticeps ENSPVIG00000014452
anolis_carolinensis ENSACAG00000028553
salvator_merianae ENSSMRG00000015906
xenopus_tropicalis ENSXETG00000001884
