pteropus_vampyrus ENSPVAG00000011835
myotis_lucifugus ENSMLUG00000007737
ursus_americanus ENSUAMG00000002582
ursus_maritimus ENSUMAG00000022552
ursus_maritimus ENSUMAG00000005461
ailuropoda_melanoleuca ENSAMEG00000001330
mustela_putorius_furo ENSMPUG00000009245
neovison_vison ENSNVIG00000005439
canis_lupus_familiaris ENSCAFG00000010813
canis_lupus_dingo ENSCAFG00020001702
vulpes_vulpes ENSVVUG00000009552
panthera_tigris_altaica ENSPTIG00000014878
panthera_pardus ENSPPRG00000013357
felis_catus ENSFCAG00000024693
equus_caballus ENSECAG00000010010
capra_hircus ENSCHIG00000019185
ovis_aries ENSOARG00000011586
bos_mutus ENSBMUG00000011879
bos_taurus ENSBTAG00000002526
bison_bison_bison ENSBBBG00000023239
sus_scrofa ENSSSCG00000022282
tursiops_truncatus ENSTTRG00000009920
vicugna_pacos ENSVPAG00000000289
urocitellus_parryii ENSUPAG00010012293
spermophilus_dauricus ENSSDAG00000018658
ictidomys_tridecemlineatus ENSSTOG00000013369
marmota_marmota_marmota ENSMMMG00000008917
castor_canadensis ENSCCNG00000021451
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028167
mus_spicilegus ENSMSIG00000016174
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026609
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025655
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027104
rattus_norvegicus ENSRNOG00000014490
meriones_unguiculatus ENSMUGG00000007729
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008342
cricetulus_griseus_crigri_1.0 ENSCGRG00000007049
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000064
cricetulus_griseus_crigri-picr ENSCGRG00015007650
cricetulus_griseus_crigri_1.0 ENSCGRG00000000229
mesocricetus_auratus ENSMAUG00000002880
microtus_ochrogaster ENSMOCG00000006266
peromyscus_maniculatus_bairdii ENSPEMG00000008358
nannospalax_galili ENSNGAG00000000239
jaculus_jaculus ENSJJAG00000014275
oryctolagus_cuniculus ENSOCUG00000000694
ochotona_princeps ENSOPRG00000001422
pan_paniscus ENSPPAG00000039330
pan_troglodytes ENSPTRG00000016329
homo_sapiens ENSG00000164039
gorilla_gorilla ENSGGOG00000006381
pongo_abelii ENSPPYG00000025868
nomascus_leucogenys ENSNLEG00000026601
macaca_fascicularis ENSMFAG00000036890
macaca_nemestrina ENSMNEG00000029165
macaca_mulatta ENSMMUG00000019085
theropithecus_gelada ENSTGEG00000026959
papio_anubis ENSPANG00000012768
cercocebus_atys ENSCATG00000012596
mandrillus_leucophaeus ENSMLEG00000039239
chlorocebus_sabaeus ENSCSAG00000004035
rhinopithecus_roxellana ENSRROG00000018432
rhinopithecus_bieti ENSRBIG00000018405
colobus_angolensis_palliatus ENSCANG00000005794
piliocolobus_tephrosceles ENSPTEG00000035655
callithrix_jacchus ENSCJAG00000039643
saimiri_boliviensis_boliviensis ENSSBOG00000029174
cebus_capucinus_imitator ENSCCAG00000035968
aotus_nancymaae ENSANAG00000037831
carlito_syrichta ENSTSYG00000011090
microcebus_murinus ENSMICG00000034109
microcebus_murinus ENSMICG00000044116
propithecus_coquereli ENSPCOG00000023530
otolemur_garnettii ENSOGAG00000001458
gorilla_gorilla ENSGGOG00000041376
pan_paniscus ENSPPAG00000038020
prolemur_simus ENSPSMG00000002573
microcebus_murinus ENSMICG00000016261
chinchilla_lanigera ENSCLAG00000007330
octodon_degus ENSODEG00000002968
