ciona_intestinalis ENSCING00000009649
ciona_savignyi ENSCSAVG00000000287
eptatretus_burgeri ENSEBUG00000008289
castor_canadensis ENSCCNG00000000045
procavia_capensis ENSPCAG00000006636
dasypus_novemcinctus ENSDNOG00000042980
dasypus_novemcinctus ENSDNOG00000038848
dasypus_novemcinctus ENSDNOG00000041815
choloepus_hoffmanni ENSCHOG00000010436
jaculus_jaculus ENSJJAG00000004783
jaculus_jaculus ENSJJAG00000014257
jaculus_jaculus ENSJJAG00000006863
nannospalax_galili ENSNGAG00000016214
urocitellus_parryii ENSUPAG00010020690
marmota_marmota_marmota ENSMMMG00000019212
spermophilus_dauricus ENSSDAG00000023490
ictidomys_tridecemlineatus ENSSTOG00000019683
dipodomys_ordii ENSDORG00000010961
gorilla_gorilla ENSGGOG00000023384
neovison_vison ENSNVIG00000019138
erinaceus_europaeus ENSEEUG00000012266
myotis_lucifugus ENSMLUG00000012416
sorex_araneus ENSSARG00000004742
ursus_maritimus ENSUMAG00000024238
ursus_americanus ENSUAMG00000008268
ailuropoda_melanoleuca ENSAMEG00000013676
mustela_putorius_furo ENSMPUG00000013068
canis_lupus_dingo ENSCAFG00020016700
canis_lupus_familiaris ENSCAFG00000004517
vulpes_vulpes ENSVVUG00000007384
panthera_tigris_altaica ENSPTIG00000020269
panthera_pardus ENSPPRG00000000747
felis_catus ENSFCAG00000002859
bison_bison_bison ENSBBBG00000016147
bos_mutus ENSBMUG00000017479
bos_taurus ENSBTAG00000015346
ovis_aries ENSOARG00000008023
capra_hircus ENSCHIG00000014381
ovis_aries ENSOARG00000001820
sus_scrofa ENSSSCG00000029573
vicugna_pacos ENSVPAG00000011745
saimiri_boliviensis_boliviensis ENSSBOG00000027635
octodon_degus ENSODEG00000007756
octodon_degus ENSODEG00000007826
chinchilla_lanigera ENSCLAG00000005181
cavia_porcellus ENSCPOG00000011470
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002419
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006806
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001588
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011363
