calidris_pygmaea ENSCPGG00000008401
anas_platyrhynchos_platyrhynchos ENSAPLG00000022193
serinus_canaria ENSSCAG00000016548
zonotrichia_albicollis ENSZALG00000002031
sphenodon_punctatus ENSSPUG00000016371
monodelphis_domestica ENSMODG00000000324
phascolarctos_cinereus ENSPCIG00000004991
pan_paniscus ENSPPAG00000031574
pan_troglodytes ENSPTRG00000002605
gorilla_gorilla ENSGGOG00000008426
homo_sapiens ENSG00000107738
nomascus_leucogenys ENSNLEG00000032028
cercocebus_atys ENSCATG00000041934
papio_anubis ENSPANG00000022276
theropithecus_gelada ENSTGEG00000028805
mandrillus_leucophaeus ENSMLEG00000037776
macaca_fascicularis ENSMFAG00000031339
macaca_mulatta ENSMMUG00000012967
macaca_nemestrina ENSMNEG00000030639
chlorocebus_sabaeus ENSCSAG00000008444
colobus_angolensis_palliatus ENSCANG00000040193
piliocolobus_tephrosceles ENSPTEG00000033583
rhinopithecus_roxellana ENSRROG00000040606
rhinopithecus_bieti ENSRBIG00000027499
aotus_nancymaae ENSANAG00000028142
saimiri_boliviensis_boliviensis ENSSBOG00000001069
carlito_syrichta ENSTSYG00000007822
prolemur_simus ENSPSMG00000006458
microcebus_murinus ENSMICG00000000086
tupaia_belangeri ENSTBEG00000010319
cricetulus_griseus_crigri-picr ENSCGRG00015008424
peromyscus_maniculatus_bairdii ENSPEMG00000010452
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016167
mus_spicilegus ENSMSIG00000013001
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020101
nannospalax_galili ENSNGAG00000021691
jaculus_jaculus ENSJJAG00000006974
castor_canadensis ENSCCNG00000031004
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010281
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019217
octodon_degus ENSODEG00000013604
urocitellus_parryii ENSUPAG00010004213
spermophilus_dauricus ENSSDAG00000020909
marmota_marmota_marmota ENSMMMG00000006842
oryctolagus_cuniculus ENSOCUG00000016252
ochotona_princeps ENSOPRG00000006278
ailuropoda_melanoleuca ENSAMEG00000017726
ursus_americanus ENSUAMG00000018712
neovison_vison ENSNVIG00000010651
mustela_putorius_furo ENSMPUG00000004148
canis_lupus_dingo ENSCAFG00020025457
canis_lupus_familiaris ENSCAFG00000014354
vulpes_vulpes ENSVVUG00000022585
felis_catus ENSFCAG00000013051
panthera_pardus ENSPPRG00000000872
equus_asinus_asinus ENSEASG00005016520
equus_caballus ENSECAG00000018133
capra_hircus ENSCHIG00000005813
ovis_aries ENSOARG00000006883
bos_mutus ENSBMUG00000018055
bos_taurus ENSBTAG00000010888
tursiops_truncatus ENSTTRG00000011211
sus_scrofa ENSSSCG00000010280
sorex_araneus ENSSARG00000014227
procavia_capensis ENSPCAG00000012987
choloepus_hoffmanni ENSCHOG00000003988
dasypus_novemcinctus ENSDNOG00000015130
