anolis_carolinensis ENSACAG00000001325
pogona_vitticeps ENSPVIG00000011973
notechis_scutatus ENSNSUG00000005237
notechis_scutatus ENSNSUG00000006363
salvator_merianae ENSSMRG00000007173
sphenodon_punctatus ENSSPUG00000009576
apteryx_haastii ENSAHAG00000016966
apteryx_owenii ENSAOWG00000019051
apteryx_rowi ENSARWG00000016792
dromaius_novaehollandiae ENSDNVG00000005366
nothoprocta_perdicaria ENSNPEG00000010974
parus_major ENSPMJG00000003272
cyanistes_caeruleus ENSCCEG00000003776
ficedula_albicollis ENSFALG00000014969
lonchura_striata_domestica ENSLSDG00000001383
taeniopygia_guttata ENSTGUG00000013059
serinus_canaria ENSSCAG00000000516
zonotrichia_albicollis ENSZALG00000016574
junco_hyemalis ENSJHYG00000013825
lepidothrix_coronata ENSLCOG00000003063
manacus_vitellinus ENSMVIG00005014367
calidris_pugnax ENSCPUG00000014138
calidris_pygmaea ENSCPGG00000013020
melopsittacus_undulatus ENSMUNG00000011474
meleagris_gallopavo ENSMGAG00000015640
gallus_gallus ENSGALG00000000761
coturnix_japonica ENSCJPG00005005251
numida_meleagris ENSNMEG00000000141
anser_brachyrhynchus ENSABRG00000015301
anas_platyrhynchos_platyrhynchos ENSAPLG00000001790
crocodylus_porosus ENSCPRG00005016664
chelonoidis_abingdonii ENSCABG00000015772
gopherus_agassizii ENSGAGG00000021980
chrysemys_picta_bellii ENSCPBG00000027723
pelodiscus_sinensis ENSPSIG00000000477
sarcophilus_harrisii ENSSHAG00000001362
phascolarctos_cinereus ENSPCIG00000011401
monodelphis_domestica ENSMODG00000024044
myotis_lucifugus ENSMLUG00000001174
pteropus_vampyrus ENSPVAG00000009025
ailuropoda_melanoleuca ENSAMEG00000020283
ursus_americanus ENSUAMG00000000403
mustela_putorius_furo ENSMPUG00000019527
neovison_vison ENSNVIG00000000600
canis_lupus_dingo ENSCAFG00020001488
canis_lupus_familiaris ENSCAFG00000005203
vulpes_vulpes ENSVVUG00000024274
panthera_pardus ENSPPRG00000017969
panthera_tigris_altaica ENSPTIG00000009783
felis_catus ENSFCAG00000041968
equus_caballus ENSECAG00000005924
equus_asinus_asinus ENSEASG00005014214
prolemur_simus ENSPSMG00000012716
prolemur_simus ENSPSMG00000003343
prolemur_simus ENSPSMG00000003268
prolemur_simus ENSPSMG00000007370
otolemur_garnettii ENSOGAG00000016850
pan_paniscus ENSPPAG00000025259
pan_troglodytes ENSPTRG00000028468
homo_sapiens ENSG00000182704
