homo_sapiens ENSG00000272395
pan_paniscus ENSPPAG00000034374
nomascus_leucogenys ENSNLEG00000030734
rhinopithecus_bieti ENSRBIG00000029253
rhinopithecus_roxellana ENSRROG00000031573
macaca_mulatta ENSMMUG00000046698
piliocolobus_tephrosceles ENSPTEG00000037912
colobus_angolensis_palliatus ENSCANG00000023208
macaca_fascicularis ENSMFAG00000039463
macaca_nemestrina ENSMNEG00000041118
theropithecus_gelada ENSTGEG00000002740
cercocebus_atys ENSCATG00000041676
theropithecus_gelada ENSTGEG00000002667
colobus_angolensis_palliatus ENSCANG00000028618
