capra_hircus ENSCHIG00000002559
ovis_aries ENSOARG00000006637
bos_taurus ENSBTAG00000001058
bos_mutus ENSBMUG00000012477
sus_scrofa ENSSSCG00000024676
ursus_americanus ENSUAMG00000016190
ursus_maritimus ENSUMAG00000020820
ailuropoda_melanoleuca ENSAMEG00000018467
mustela_putorius_furo ENSMPUG00000008795
neovison_vison ENSNVIG00000023970
canis_lupus_dingo ENSCAFG00020022932
canis_lupus_familiaris ENSCAFG00000029425
felis_catus ENSFCAG00000043991
panthera_pardus ENSPPRG00000006472
equus_caballus ENSECAG00000014793
equus_asinus_asinus ENSEASG00005019451
myotis_lucifugus ENSMLUG00000004445
pteropus_vampyrus ENSPVAG00000013161
castor_canadensis ENSCCNG00000009543
dipodomys_ordii ENSDORG00000006026
peromyscus_maniculatus_bairdii ENSPEMG00000012149
microtus_ochrogaster ENSMOCG00000000270
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005920
cricetulus_griseus_crigri-picr ENSCGRG00015004921
cricetulus_griseus_crigri_1.0 ENSCGRG00000002104
mesocricetus_auratus ENSMAUG00000009935
mus_spicilegus ENSMSIG00000015113
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002007
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034314
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033159
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031702
rattus_norvegicus ENSRNOG00000054548
meriones_unguiculatus ENSMUGG00000017169
nannospalax_galili ENSNGAG00000021121
jaculus_jaculus ENSJJAG00000019785
spermophilus_dauricus ENSSDAG00000001755
ictidomys_tridecemlineatus ENSSTOG00000008233
urocitellus_parryii ENSUPAG00010012441
prolemur_simus ENSPSMG00000023528
microcebus_murinus ENSMICG00000003464
otolemur_garnettii ENSOGAG00000003138
piliocolobus_tephrosceles ENSPTEG00000001917
oryctolagus_cuniculus ENSOCUG00000016537
ochotona_princeps ENSOPRG00000008051
propithecus_coquereli ENSPCOG00000018569
carlito_syrichta ENSTSYG00000028757
tupaia_belangeri ENSTBEG00000016610
pan_paniscus ENSPPAG00000030197
pan_troglodytes ENSPTRG00000022410
gorilla_gorilla ENSGGOG00000036424
homo_sapiens ENSG00000184343
pongo_abelii ENSPPYG00000020854
nomascus_leucogenys ENSNLEG00000013518
macaca_fascicularis ENSMFAG00000035943
macaca_nemestrina ENSMNEG00000030566
papio_anubis ENSPANG00000004220
cercocebus_atys ENSCATG00000045096
theropithecus_gelada ENSTGEG00000010600
chlorocebus_sabaeus ENSCSAG00000006884
macaca_mulatta ENSMMUG00000003372
colobus_angolensis_palliatus ENSCANG00000041872
rhinopithecus_roxellana ENSRROG00000011319
cebus_capucinus_imitator ENSCCAG00000021599
saimiri_boliviensis_boliviensis ENSSBOG00000024085
callithrix_jacchus ENSCJAG00000011233
aotus_nancymaae ENSANAG00000037077
erinaceus_europaeus ENSEEUG00000001388
sorex_araneus ENSSARG00000008060
tursiops_truncatus ENSTTRG00000011724
loxodonta_africana ENSLAFG00000006899
procavia_capensis ENSPCAG00000008882
echinops_telfairi ENSETEG00000004768
chinchilla_lanigera ENSCLAG00000001932
octodon_degus ENSODEG00000002869
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004603
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001436
fukomys_damarensis ENSFDAG00000006610
cavia_porcellus ENSCPOG00000006881
cavia_aperea ENSCAPG00000010022
dasypus_novemcinctus ENSDNOG00000046508
phascolarctos_cinereus ENSPCIG00000016407
notamacropus_eugenii ENSMEUG00000013909
sarcophilus_harrisii ENSSHAG00000000037
chrysemys_picta_bellii ENSCPBG00000017217
chrysemys_picta_bellii ENSCPBG00000017218
gopherus_agassizii ENSGAGG00000002018
