scophthalmus_maximus ENSSMAG00000003347
cynoglossus_semilaevis ENSCSEG00000004602
seriola_lalandi_dorsalis ENSSLDG00000024631
seriola_dumerili ENSSDUG00000000704
labrus_bergylta ENSLBEG00000012557
takifugu_rubripes ENSTRUG00000006639
tetraodon_nigroviridis ENSTNIG00000000497
amphiprion_percula ENSAPEG00000014711
amphiprion_ocellaris ENSAOCG00000002582
acanthochromis_polyacanthus ENSAPOG00000017053
stegastes_partitus ENSSPAG00000006890
oryzias_latipes_asm223471v1 ENSORLG00020002460
oryzias_latipes_asm223467v1 ENSORLG00000028205
oryzias_melastigma ENSOMEG00000000157
oreochromis_niloticus ENSONIG00000011647
neolamprologus_brichardi ENSNBRG00000021662
amphilophus_citrinellus ENSACIG00000013671
oryzias_latipes_asm223469v1 ENSORLG00015016019
anabas_testudineus ENSATEG00000000384
gadus_morhua ENSGMOG00000009042
esox_lucius ENSELUG00000006870
pygocentrus_nattereri ENSPNAG00000017106
astyanax_mexicanus ENSAMXG00000041265
ictalurus_punctatus ENSIPUG00000000522
danio_rerio ENSDARG00000095805
scleropages_formosus ENSSFOG00015020234
paramormyrops_kingsleyae ENSPKIG00000010800
lepisosteus_oculatus ENSLOCG00000014358
ornithorhynchus_anatinus ENSOANG00000021330
salvator_merianae ENSSMRG00000019244
latimeria_chalumnae ENSLACG00000007030
