xiphophorus_couchianus ENSXCOG00000000264
gambusia_affinis ENSGAFG00000008241
poecilia_reticulata ENSPREG00000019136
oryzias_latipes_asm223469v1 ENSORLG00015019940
oryzias_latipes_asm223471v1 ENSORLG00020020821
oryzias_latipes_asm223467v1 ENSORLG00000003414
seriola_lalandi_dorsalis ENSSLDG00000008588
monopterus_albus ENSMALG00000011116
amphilophus_citrinellus ENSACIG00000004536
labrus_bergylta ENSLBEG00000024550
gadus_morhua ENSGMOG00000014460
meriones_unguiculatus ENSMUGG00000001794
peromyscus_maniculatus_bairdii ENSPEMG00000024572
urocitellus_parryii ENSUPAG00010011695
theropithecus_gelada ENSTGEG00000005675
piliocolobus_tephrosceles ENSPTEG00000003495
taeniopygia_guttata ENSTGUG00000007699
meleagris_gallopavo ENSMGAG00000016131
notechis_scutatus ENSNSUG00000019430
salvator_merianae ENSSMRG00000006211
eptatretus_burgeri ENSEBUG00000011161
