monodelphis_domestica ENSMODG00000017725
sarcophilus_harrisii ENSSHAG00000012374
phascolarctos_cinereus ENSPCIG00000000443
castor_canadensis ENSCCNG00000019953
jaculus_jaculus ENSJJAG00000018586
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002075
cricetulus_griseus_crigri_1.0 ENSCGRG00000010680
cricetulus_griseus_crigri-picr ENSCGRG00015011406
peromyscus_maniculatus_bairdii ENSPEMG00000020000
microtus_ochrogaster ENSMOCG00000017486
mus_spicilegus ENSMSIG00000027526
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015220
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019787
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016029
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023842
rattus_norvegicus ENSRNOG00000012609
dipodomys_ordii ENSDORG00000010340
oryctolagus_cuniculus ENSOCUG00000008064
ochotona_princeps ENSOPRG00000012741
pan_troglodytes ENSPTRG00000018567
pan_paniscus ENSPPAG00000030036
homo_sapiens ENSG00000186439
gorilla_gorilla ENSGGOG00000000234
pongo_abelii ENSPPYG00000016982
nomascus_leucogenys ENSNLEG00000013875
mandrillus_leucophaeus ENSMLEG00000034398
papio_anubis ENSPANG00000033731
theropithecus_gelada ENSTGEG00000006378
cercocebus_atys ENSCATG00000035404
macaca_fascicularis ENSMFAG00000000095
macaca_mulatta ENSMMUG00000009725
macaca_nemestrina ENSMNEG00000035322
rhinopithecus_roxellana ENSRROG00000029843
rhinopithecus_bieti ENSRBIG00000010272
colobus_angolensis_palliatus ENSCANG00000034650
piliocolobus_tephrosceles ENSPTEG00000011598
saimiri_boliviensis_boliviensis ENSSBOG00000000089
callithrix_jacchus ENSCJAG00000003835
cebus_capucinus_imitator ENSCCAG00000003587
aotus_nancymaae ENSANAG00000034014
carlito_syrichta ENSTSYG00000008411
microcebus_murinus ENSMICG00000007255
propithecus_coquereli ENSPCOG00000016139
prolemur_simus ENSPSMG00000021594
otolemur_garnettii ENSOGAG00000026714
urocitellus_parryii ENSUPAG00010020551
ictidomys_tridecemlineatus ENSSTOG00000032570
marmota_marmota_marmota ENSMMMG00000016246
tupaia_belangeri ENSTBEG00000011626
equus_caballus ENSECAG00000031945
equus_asinus_asinus ENSEASG00005009353
vulpes_vulpes ENSVVUG00000000401
erinaceus_europaeus ENSEEUG00000009180
tursiops_truncatus ENSTTRG00000002208
sus_scrofa ENSSSCG00000027613
bos_mutus ENSBMUG00000013055
bos_taurus ENSBTAG00000038849
bison_bison_bison ENSBBBG00000010294
capra_hircus ENSCHIG00000024900
ovis_aries ENSOARG00000008072
vicugna_pacos ENSVPAG00000009395
sorex_araneus ENSSARG00000007237
ursus_americanus ENSUAMG00000019592
ursus_maritimus ENSUMAG00000001325
ailuropoda_melanoleuca ENSAMEG00000007487
mustela_putorius_furo ENSMPUG00000014482
neovison_vison ENSNVIG00000002057
canis_lupus_familiaris ENSCAFG00000001016
panthera_pardus ENSPPRG00000014722
panthera_tigris_altaica ENSPTIG00000018240
felis_catus ENSFCAG00000031496
pteropus_vampyrus ENSPVAG00000012331
