prolemur_simus ENSPSMG00000017455
propithecus_coquereli ENSPCOG00000012795
homo_sapiens ENSG00000184911
pan_troglodytes ENSPTRG00000022030
homo_sapiens ENSG00000269502
pan_troglodytes ENSPTRG00000042946
gorilla_gorilla ENSGGOG00000026191
pongo_abelii ENSPPYG00000020467
mandrillus_leucophaeus ENSMLEG00000031140
theropithecus_gelada ENSTGEG00000010068
macaca_fascicularis ENSMFAG00000039331
rhinopithecus_roxellana ENSRROG00000030123
rhinopithecus_bieti ENSRBIG00000000322
piliocolobus_tephrosceles ENSPTEG00000026883
callithrix_jacchus ENSCJAG00000000229
callithrix_jacchus ENSCJAG00000042989
cebus_capucinus_imitator ENSCCAG00000026247
oryctolagus_cuniculus ENSOCUG00000025742
sorex_araneus ENSSARG00000013562
erinaceus_europaeus ENSEEUG00000009175
