homo_sapiens ENSG00000188386
colobus_angolensis_palliatus ENSCANG00000033578
prolemur_simus ENSPSMG00000013623
peromyscus_maniculatus_bairdii ENSPEMG00000002128
microtus_ochrogaster ENSMOCG00000015134
cricetulus_griseus_crigri_1.0 ENSCGRG00000003085
cricetulus_griseus_crigri-picr ENSCGRG00015027800
mesocricetus_auratus ENSMAUG00000002415
mus_spicilegus ENSMSIG00000026790
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028310
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026980
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026017
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028353
rattus_norvegicus ENSRNOG00000005368
castor_canadensis ENSCCNG00000021778
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014628
octodon_degus ENSODEG00000004786
erinaceus_europaeus ENSEEUG00000004271
sorex_araneus ENSSARG00000012053
fundulus_heteroclitus ENSFHEG00000014302
