salvator_merianae ENSSMRG00000001145
pogona_vitticeps ENSPVIG00000012601
anolis_carolinensis ENSACAG00000014790
sphenodon_punctatus ENSSPUG00000005661
gopherus_agassizii ENSGAGG00000002563
chelonoidis_abingdonii ENSCABG00000020625
chrysemys_picta_bellii ENSCPBG00000016561
pelodiscus_sinensis ENSPSIG00000003627
equus_asinus_asinus ENSEASG00005015414
equus_caballus ENSECAG00000007194
pteropus_vampyrus ENSPVAG00000000127
ovis_aries ENSOARG00000005916
capra_hircus ENSCHIG00000021805
bos_mutus ENSBMUG00000005446
bos_taurus ENSBTAG00000004908
bison_bison_bison ENSBBBG00000014022
sus_scrofa ENSSSCG00000017909
tursiops_truncatus ENSTTRG00000000255
mustela_putorius_furo ENSMPUG00000010857
neovison_vison ENSNVIG00000019535
ailuropoda_melanoleuca ENSAMEG00000015943
canis_lupus_familiaris ENSCAFG00000015838
canis_lupus_dingo ENSCAFG00020011235
vulpes_vulpes ENSVVUG00000027481
ursus_americanus ENSUAMG00000003240
felis_catus ENSFCAG00000038719
panthera_pardus ENSPPRG00000007400
erinaceus_europaeus ENSEEUG00000013330
myotis_lucifugus ENSMLUG00000015682
castor_canadensis ENSCCNG00000031513
dipodomys_ordii ENSDORG00000002362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017476
mus_spicilegus ENSMSIG00000021150
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000014609
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016640
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017771
rattus_norvegicus ENSRNOG00000003777
meriones_unguiculatus ENSMUGG00000023101
cricetulus_griseus_crigri-picr ENSCGRG00015004739
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018302
cricetulus_griseus_crigri_1.0 ENSCGRG00000010609
mesocricetus_auratus ENSMAUG00000007049
microtus_ochrogaster ENSMOCG00000016242
peromyscus_maniculatus_bairdii ENSPEMG00000015308
nannospalax_galili ENSNGAG00000021566
jaculus_jaculus ENSJJAG00000019286
ictidomys_tridecemlineatus ENSSTOG00000011161
urocitellus_parryii ENSUPAG00010005999
spermophilus_dauricus ENSSDAG00000004078
marmota_marmota_marmota ENSMMMG00000017991
chinchilla_lanigera ENSCLAG00000007843
octodon_degus ENSODEG00000017005
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009887
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013099
fukomys_damarensis ENSFDAG00000015933
cavia_aperea ENSCAPG00000015830
cavia_porcellus ENSCPOG00000024620
oryctolagus_cuniculus ENSOCUG00000010231
ochotona_princeps ENSOPRG00000005836
propithecus_coquereli ENSPCOG00000024668
prolemur_simus ENSPSMG00000002478
microcebus_murinus ENSMICG00000012492
otolemur_garnettii ENSOGAG00000009671
pan_paniscus ENSPPAG00000026760
pan_troglodytes ENSPTRG00000008612
homo_sapiens ENSG00000108556
gorilla_gorilla ENSGGOG00000000213
pongo_abelii ENSPPYG00000007846
nomascus_leucogenys ENSNLEG00000017422
theropithecus_gelada ENSTGEG00000019633
papio_anubis ENSPANG00000024324
macaca_mulatta ENSMMUG00000002409
macaca_nemestrina ENSMNEG00000031667
macaca_fascicularis ENSMFAG00000000833
cercocebus_atys ENSCATG00000042709
mandrillus_leucophaeus ENSMLEG00000034705
chlorocebus_sabaeus ENSCSAG00000012986
piliocolobus_tephrosceles ENSPTEG00000037594
colobus_angolensis_palliatus ENSCANG00000034781
rhinopithecus_bieti ENSRBIG00000038173
rhinopithecus_roxellana ENSRROG00000039916
cebus_capucinus_imitator ENSCCAG00000031749
saimiri_boliviensis_boliviensis ENSSBOG00000025593
callithrix_jacchus ENSCJAG00000011799
aotus_nancymaae ENSANAG00000037518
carlito_syrichta ENSTSYG00000007020
tupaia_belangeri ENSTBEG00000013087
loxodonta_africana ENSLAFG00000015306
procavia_capensis ENSPCAG00000004661
echinops_telfairi ENSETEG00000008840
dasypus_novemcinctus ENSDNOG00000039238
phascolarctos_cinereus ENSPCIG00000019148
notamacropus_eugenii ENSMEUG00000012185
sarcophilus_harrisii ENSSHAG00000005202
monodelphis_domestica ENSMODG00000005395
xenopus_tropicalis ENSXETG00000014957
latimeria_chalumnae ENSLACG00000002691
xiphophorus_couchianus ENSXCOG00000006711
xiphophorus_maculatus ENSXMAG00000011851
gambusia_affinis ENSGAFG00000005326
poecilia_latipinna ENSPLAG00000021647
poecilia_reticulata ENSPREG00000022362
poecilia_formosa ENSPFOG00000006201
poecilia_mexicana ENSPMEG00000001122
fundulus_heteroclitus ENSFHEG00000002835
cyprinodon_variegatus ENSCVAG00000019963
kryptolebias_marmoratus ENSKMAG00000013806
oryzias_latipes_asm223469v1 ENSORLG00015008219
oryzias_latipes_asm223467v1 ENSORLG00000008035
oryzias_latipes_asm223471v1 ENSORLG00020003156
oryzias_melastigma ENSOMEG00000003066
gasterosteus_aculeatus ENSGACG00000020392
mastacembelus_armatus ENSMAMG00000014423
monopterus_albus ENSMALG00000018418
anabas_testudineus ENSATEG00000014560
seriola_lalandi_dorsalis ENSSLDG00000017628
seriola_dumerili ENSSDUG00000011856
scophthalmus_maximus ENSSMAG00000015235
amphiprion_percula ENSAPEG00000003468
amphiprion_ocellaris ENSAOCG00000009539
acanthochromis_polyacanthus ENSAPOG00000002218
stegastes_partitus ENSSPAG00000005325
maylandia_zebra ENSMZEG00005016181
astatotilapia_calliptera ENSACLG00000013238
pundamilia_nyererei ENSPNYG00000018618
haplochromis_burtoni ENSHBUG00000002853
neolamprologus_brichardi ENSNBRG00000019328
oreochromis_niloticus ENSONIG00000004220
amphilophus_citrinellus ENSACIG00000000174
mola_mola ENSMMOG00000016412
labrus_bergylta ENSLBEG00000016491
hippocampus_comes ENSHCOG00000005314
periophthalmus_magnuspinnatus ENSPMGG00000002898
tetraodon_nigroviridis ENSTNIG00000011774
takifugu_rubripes ENSTRUG00000016224
cynoglossus_semilaevis ENSCSEG00000017798
gadus_morhua ENSGMOG00000018705
esox_lucius ENSELUG00000006501
astyanax_mexicanus ENSAMXG00000040922
pygocentrus_nattereri ENSPNAG00000013877
ictalurus_punctatus ENSIPUG00000022119
danio_rerio ENSDARG00000034307
scleropages_formosus ENSSFOG00015017171
paramormyrops_kingsleyae ENSPKIG00000005043
lepisosteus_oculatus ENSLOCG00000013546
