prolemur_simus ENSPSMG00000015084
propithecus_coquereli ENSPCOG00000003361
gorilla_gorilla ENSGGOG00000011239
homo_sapiens ENSG00000171199
pan_troglodytes ENSPTRG00000016130
pongo_abelii ENSPPYG00000014804
colobus_angolensis_palliatus ENSCANG00000023810
piliocolobus_tephrosceles ENSPTEG00000008752
rhinopithecus_bieti ENSRBIG00000040412
rhinopithecus_roxellana ENSRROG00000034277
mandrillus_leucophaeus ENSMLEG00000039306
cercocebus_atys ENSCATG00000034709
theropithecus_gelada ENSTGEG00000016846
papio_anubis ENSPANG00000009237
macaca_fascicularis ENSMFAG00000034306
macaca_mulatta ENSMMUG00000002465
macaca_nemestrina ENSMNEG00000028733
chlorocebus_sabaeus ENSCSAG00000004881
saimiri_boliviensis_boliviensis ENSSBOG00000034661
callithrix_jacchus ENSCJAG00000014310
cebus_capucinus_imitator ENSCCAG00000031483
aotus_nancymaae ENSANAG00000035823
