poecilia_formosa ENSPFOG00000000593
poecilia_latipinna ENSPLAG00000003324
poecilia_mexicana ENSPMEG00000010975
poecilia_reticulata ENSPREG00000018578
xiphophorus_maculatus ENSXMAG00000015264
gambusia_affinis ENSGAFG00000015967
fundulus_heteroclitus ENSFHEG00000021923
kryptolebias_marmoratus ENSKMAG00000010366
oryzias_latipes_asm223467v1 ENSORLG00000017116
oryzias_latipes_asm223469v1 ENSORLG00015006750
oryzias_latipes_asm223471v1 ENSORLG00020016036
oryzias_melastigma ENSOMEG00000004997
acanthochromis_polyacanthus ENSAPOG00000001431
astatotilapia_calliptera ENSACLG00000024700
maylandia_zebra ENSMZEG00005021706
pundamilia_nyererei ENSPNYG00000008640
haplochromis_burtoni ENSHBUG00000003160
neolamprologus_brichardi ENSNBRG00000014817
oreochromis_niloticus ENSONIG00000013808
mastacembelus_armatus ENSMAMG00000017940
anabas_testudineus ENSATEG00000011429
seriola_dumerili ENSSDUG00000016684
cynoglossus_semilaevis ENSCSEG00000009634
takifugu_rubripes ENSTRUG00000011833
tetraodon_nigroviridis ENSTNIG00000016745
labrus_bergylta ENSLBEG00000000500
gasterosteus_aculeatus ENSGACG00000001875
mola_mola ENSMMOG00000014716
amphiprion_ocellaris ENSAOCG00000018947
amphiprion_percula ENSAPEG00000021798
stegastes_partitus ENSSPAG00000001002
amphilophus_citrinellus ENSACIG00000007057
monopterus_albus ENSMALG00000004537
cyprinodon_variegatus ENSCVAG00000018576
hippocampus_comes ENSHCOG00000012953
periophthalmus_magnuspinnatus ENSPMGG00000022028
gadus_morhua ENSGMOG00000017565
esox_lucius ENSELUG00000007419
pygocentrus_nattereri ENSPNAG00000009008
astyanax_mexicanus ENSAMXG00000012664
ictalurus_punctatus ENSIPUG00000025103
danio_rerio ENSDARG00000104128
paramormyrops_kingsleyae ENSPKIG00000018094
scleropages_formosus ENSSFOG00015021782
lepisosteus_oculatus ENSLOCG00000008709
pogona_vitticeps ENSPVIG00000002152
anolis_carolinensis ENSACAG00000003451
notechis_scutatus ENSNSUG00000013561
salvator_merianae ENSSMRG00000019348
sphenodon_punctatus ENSSPUG00000003094
anser_brachyrhynchus ENSABRG00000021733
anas_platyrhynchos_platyrhynchos ENSAPLG00000015741
gallus_gallus ENSGALG00000005337
coturnix_japonica ENSCJPG00005006112
numida_meleagris ENSNMEG00000014380
lonchura_striata_domestica ENSLSDG00000014424
taeniopygia_guttata ENSTGUG00000001125
serinus_canaria ENSSCAG00000005219
zonotrichia_albicollis ENSZALG00000002858
ficedula_albicollis ENSFALG00000007544
parus_major ENSPMJG00000005601
cyanistes_caeruleus ENSCCEG00000011712
manacus_vitellinus ENSMVIG00005019664
lepidothrix_coronata ENSLCOG00000005254
calidris_pygmaea ENSCPGG00000015443
calidris_pugnax ENSCPUG00000009962
melopsittacus_undulatus ENSMUNG00000008684
apteryx_rowi ENSARWG00000007921
apteryx_haastii ENSAHAG00000013187
apteryx_owenii ENSAOWG00000010059
dromaius_novaehollandiae ENSDNVG00000016805
nothoprocta_perdicaria ENSNPEG00000016258
crocodylus_porosus ENSCPRG00005012003
chelonoidis_abingdonii ENSCABG00000020316
gopherus_agassizii ENSGAGG00000024638
chrysemys_picta_bellii ENSCPBG00000013551
pelodiscus_sinensis ENSPSIG00000007400
choloepus_hoffmanni ENSCHOG00000012459
dasypus_novemcinctus ENSDNOG00000042655
procavia_capensis ENSPCAG00000001982
echinops_telfairi ENSETEG00000015495
chinchilla_lanigera ENSCLAG00000001285
chinchilla_lanigera ENSCLAG00000007141
octodon_degus ENSODEG00000009871
cavia_porcellus ENSCPOG00000010095
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006608
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018446
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011180
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015786
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019417
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004121
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001894
fukomys_damarensis ENSFDAG00000020051
dipodomys_ordii ENSDORG00000015224
cricetulus_griseus_crigri_1.0 ENSCGRG00000004244
pan_troglodytes ENSPTRG00000028644
pan_paniscus ENSPPAG00000031636
homo_sapiens ENSG00000205302
gorilla_gorilla ENSGGOG00000002409
pongo_abelii ENSPPYG00000015718
nomascus_leucogenys ENSNLEG00000031106
theropithecus_gelada ENSTGEG00000013534
papio_anubis ENSPANG00000011931
mandrillus_leucophaeus ENSMLEG00000020946
cercocebus_atys ENSCATG00000012651
macaca_nemestrina ENSMNEG00000042443
macaca_fascicularis ENSMFAG00000029999
macaca_mulatta ENSMMUG00000023598
chlorocebus_sabaeus ENSCSAG00000014620
piliocolobus_tephrosceles ENSPTEG00000013295
colobus_angolensis_palliatus ENSCANG00000042653
rhinopithecus_roxellana ENSRROG00000043213
rhinopithecus_bieti ENSRBIG00000028480
cebus_capucinus_imitator ENSCCAG00000038129
saimiri_boliviensis_boliviensis ENSSBOG00000023789
callithrix_jacchus ENSCJAG00000017239
aotus_nancymaae ENSANAG00000023132
mus_spicilegus ENSMSIG00000026381
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023190
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034484
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022277
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019010
rattus_norvegicus ENSRNOG00000017832
mesocricetus_auratus ENSMAUG00000018379
cricetulus_griseus_crigri_1.0 ENSCGRG00000010161
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007328
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023240
cricetulus_griseus_crigri-picr ENSCGRG00015007125
microtus_ochrogaster ENSMOCG00000020325
peromyscus_maniculatus_bairdii ENSPEMG00000019987
meriones_unguiculatus ENSMUGG00000019514
nannospalax_galili ENSNGAG00000017517
jaculus_jaculus ENSJJAG00000009054
urocitellus_parryii ENSUPAG00010006422
spermophilus_dauricus ENSSDAG00000004772
octodon_degus ENSODEG00000003457
ochotona_princeps ENSOPRG00000003941
carlito_syrichta ENSTSYG00000003339
ictidomys_tridecemlineatus ENSSTOG00000006362
urocitellus_parryii ENSUPAG00010003751
spermophilus_dauricus ENSSDAG00000004570
marmota_marmota_marmota ENSMMMG00000020244
castor_canadensis ENSCCNG00000005892
oryctolagus_cuniculus ENSOCUG00000013435
propithecus_coquereli ENSPCOG00000022160
prolemur_simus ENSPSMG00000012259
microcebus_murinus ENSMICG00000001700
otolemur_garnettii ENSOGAG00000016473
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007209
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006509
fukomys_damarensis ENSFDAG00000009162
tupaia_belangeri ENSTBEG00000013705
bos_mutus ENSBMUG00000009564
bos_taurus ENSBTAG00000025358
bison_bison_bison ENSBBBG00000014014
capra_hircus ENSCHIG00000007248
ovis_aries ENSOARG00000018954
tursiops_truncatus ENSTTRG00000005635
sus_scrofa ENSSSCG00000022790
equus_caballus ENSECAG00000007426
equus_asinus_asinus ENSEASG00005012457
erinaceus_europaeus ENSEEUG00000004840
myotis_lucifugus ENSMLUG00000007851
pteropus_vampyrus ENSPVAG00000006771
vicugna_pacos ENSVPAG00000005718
ursus_americanus ENSUAMG00000007719
ursus_maritimus ENSUMAG00000018092
ailuropoda_melanoleuca ENSAMEG00000015717
neovison_vison ENSNVIG00000020842
mustela_putorius_furo ENSMPUG00000013002
canis_lupus_familiaris ENSCAFG00000000530
canis_lupus_dingo ENSCAFG00020009477
vulpes_vulpes ENSVVUG00000019264
panthera_pardus ENSPPRG00000004316
panthera_tigris_altaica ENSPTIG00000000048
felis_catus ENSFCAG00000018292
sorex_araneus ENSSARG00000002669
dasypus_novemcinctus ENSDNOG00000012846
loxodonta_africana ENSLAFG00000013015
phascolarctos_cinereus ENSPCIG00000026934
notamacropus_eugenii ENSMEUG00000006969
sarcophilus_harrisii ENSSHAG00000012882
monodelphis_domestica ENSMODG00000013436
ornithorhynchus_anatinus ENSOANG00000010048
meleagris_gallopavo ENSMGAG00000009003
serinus_canaria ENSSCAG00000007402
ornithorhynchus_anatinus ENSOANG00000031363
xenopus_tropicalis ENSXETG00000004677
latimeria_chalumnae ENSLACG00000002138
