apteryx_owenii ENSAOWG00000000693
apteryx_haastii ENSAHAG00000016862
apteryx_rowi ENSARWG00000003115
dromaius_novaehollandiae ENSDNVG00000014799
nothoprocta_perdicaria ENSNPEG00000015026
lonchura_striata_domestica ENSLSDG00000008546
taeniopygia_guttata ENSTGUG00000003678
junco_hyemalis ENSJHYG00000012483
zonotrichia_albicollis ENSZALG00000005855
serinus_canaria ENSSCAG00000004429
cyanistes_caeruleus ENSCCEG00000020088
parus_major ENSPMJG00000008757
ficedula_albicollis ENSFALG00000009998
manacus_vitellinus ENSMVIG00005006075
lepidothrix_coronata ENSLCOG00000008516
melopsittacus_undulatus ENSMUNG00000016090
calidris_pygmaea ENSCPGG00000011704
calidris_pugnax ENSCPUG00000013247
anser_brachyrhynchus ENSABRG00000014556
anas_platyrhynchos_platyrhynchos ENSAPLG00000016414
meleagris_gallopavo ENSMGAG00000007564
coturnix_japonica ENSCJPG00005008086
numida_meleagris ENSNMEG00000007069
crocodylus_porosus ENSCPRG00005011776
gopherus_agassizii ENSGAGG00000021029
chelonoidis_abingdonii ENSCABG00000007410
chrysemys_picta_bellii ENSCPBG00000011625
pelodiscus_sinensis ENSPSIG00000013089
pogona_vitticeps ENSPVIG00000008363
anolis_carolinensis ENSACAG00000007375
notechis_scutatus ENSNSUG00000010961
salvator_merianae ENSSMRG00000010521
sphenodon_punctatus ENSSPUG00000016972
notamacropus_eugenii ENSMEUG00000013483
phascolarctos_cinereus ENSPCIG00000037045
monodelphis_domestica ENSMODG00000007455
sarcophilus_harrisii ENSSHAG00000005602
ailuropoda_melanoleuca ENSAMEG00000003213
ursus_americanus ENSUAMG00000014618
mustela_putorius_furo ENSMPUG00000002518
neovison_vison ENSNVIG00000003470
canis_lupus_familiaris ENSCAFG00000000767
canis_lupus_dingo ENSCAFG00020009108
vulpes_vulpes ENSVVUG00000024966
panthera_pardus ENSPPRG00000002184
panthera_tigris_altaica ENSPTIG00000016121
felis_catus ENSFCAG00000006534
tursiops_truncatus ENSTTRG00000004163
sus_scrofa ENSSSCG00000031361
capra_hircus ENSCHIG00000018021
ovis_aries ENSOARG00000019502
bos_taurus ENSBTAG00000008036
bos_mutus ENSBMUG00000016840
equus_asinus_asinus ENSEASG00005021563
equus_caballus ENSECAG00000010573
pteropus_vampyrus ENSPVAG00000009171
erinaceus_europaeus ENSEEUG00000010741
pan_paniscus ENSPPAG00000037677
pan_troglodytes ENSPTRG00000014511
homo_sapiens ENSG00000075275
gorilla_gorilla ENSGGOG00000000205
pongo_abelii ENSPPYG00000011950
nomascus_leucogenys ENSNLEG00000015792
theropithecus_gelada ENSTGEG00000003594
papio_anubis ENSPANG00000004310
mandrillus_leucophaeus ENSMLEG00000042140
cercocebus_atys ENSCATG00000036632
macaca_fascicularis ENSMFAG00000034232
macaca_mulatta ENSMMUG00000020993
macaca_nemestrina ENSMNEG00000038820
chlorocebus_sabaeus ENSCSAG00000005254
rhinopithecus_roxellana ENSRROG00000042984
rhinopithecus_bieti ENSRBIG00000032081
piliocolobus_tephrosceles ENSPTEG00000033561
colobus_angolensis_palliatus ENSCANG00000035530
cebus_capucinus_imitator ENSCCAG00000033680
saimiri_boliviensis_boliviensis ENSSBOG00000027284
aotus_nancymaae ENSANAG00000036765
carlito_syrichta ENSTSYG00000005223
propithecus_coquereli ENSPCOG00000020038
prolemur_simus ENSPSMG00000012248
microcebus_murinus ENSMICG00000005998
otolemur_garnettii ENSOGAG00000008098
tupaia_belangeri ENSTBEG00000011552
chinchilla_lanigera ENSCLAG00000016719
octodon_degus ENSODEG00000015461
cavia_aperea ENSCAPG00000003867
cavia_porcellus ENSCPOG00000013977
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006579
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014582
fukomys_damarensis ENSFDAG00000002679
urocitellus_parryii ENSUPAG00010000911
ictidomys_tridecemlineatus ENSSTOG00000010999
marmota_marmota_marmota ENSMMMG00000022800
castor_canadensis ENSCCNG00000025503
dipodomys_ordii ENSDORG00000007456
cricetulus_griseus_crigri-picr ENSCGRG00015022335
cricetulus_griseus_crigri_1.0 ENSCGRG00000002171
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005384
mesocricetus_auratus ENSMAUG00000004920
microtus_ochrogaster ENSMOCG00000023039
peromyscus_maniculatus_bairdii ENSPEMG00000019677
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021032
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000016028
mus_spicilegus ENSMSIG00000019330
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020135
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020140
rattus_norvegicus ENSRNOG00000021285
nannospalax_galili ENSNGAG00000017582
jaculus_jaculus ENSJJAG00000023159
ochotona_princeps ENSOPRG00000010896
oryctolagus_cuniculus ENSOCUG00000024142
procavia_capensis ENSPCAG00000013589
loxodonta_africana ENSLAFG00000027528
echinops_telfairi ENSETEG00000007578
dasypus_novemcinctus ENSDNOG00000023675
ornithorhynchus_anatinus ENSOANG00000001893
xenopus_tropicalis ENSXETG00000023306
latimeria_chalumnae ENSLACG00000009478
mastacembelus_armatus ENSMAMG00000004751
monopterus_albus ENSMALG00000007795
anabas_testudineus ENSATEG00000007637
seriola_lalandi_dorsalis ENSSLDG00000011496
seriola_dumerili ENSSDUG00000011811
scophthalmus_maximus ENSSMAG00000019283
fundulus_heteroclitus ENSFHEG00000009525
cyprinodon_variegatus ENSCVAG00000001349
xiphophorus_maculatus ENSXMAG00000006721
xiphophorus_couchianus ENSXCOG00000015112
gambusia_affinis ENSGAFG00000013375
poecilia_formosa ENSPFOG00000008354
poecilia_latipinna ENSPLAG00000008378
poecilia_mexicana ENSPMEG00000004316
poecilia_reticulata ENSPREG00000008022
kryptolebias_marmoratus ENSKMAG00000008576
oryzias_melastigma ENSOMEG00000015478
oryzias_melastigma ENSOMEG00000015504
oryzias_latipes_asm223471v1 ENSORLG00020006936
oryzias_latipes_asm223467v1 ENSORLG00000018319
oryzias_latipes_asm223469v1 ENSORLG00015004194
amphiprion_ocellaris ENSAOCG00000013287
amphiprion_percula ENSAPEG00000013402
acanthochromis_polyacanthus ENSAPOG00000014435
stegastes_partitus ENSSPAG00000021896
maylandia_zebra ENSMZEG00005015715
haplochromis_burtoni ENSHBUG00000023638
astatotilapia_calliptera ENSACLG00000005330
pundamilia_nyererei ENSPNYG00000005651
oreochromis_niloticus ENSONIG00000009813
neolamprologus_brichardi ENSNBRG00000022749
amphilophus_citrinellus ENSACIG00000002197
mola_mola ENSMMOG00000007243
labrus_bergylta ENSLBEG00000018859
gasterosteus_aculeatus ENSGACG00000019020
cynoglossus_semilaevis ENSCSEG00000012347
takifugu_rubripes ENSTRUG00000000706
tetraodon_nigroviridis ENSTNIG00000010483
hippocampus_comes ENSHCOG00000013532
periophthalmus_magnuspinnatus ENSPMGG00000004076
gadus_morhua ENSGMOG00000001265
esox_lucius ENSELUG00000009420
pygocentrus_nattereri ENSPNAG00000029282
astyanax_mexicanus ENSAMXG00000005267
ictalurus_punctatus ENSIPUG00000009838
danio_rerio ENSDARG00000069185
mastacembelus_armatus ENSMAMG00000021370
mastacembelus_armatus ENSMAMG00000021373
esox_lucius ENSELUG00000017387
pygocentrus_nattereri ENSPNAG00000020670
astyanax_mexicanus ENSAMXG00000009342
ictalurus_punctatus ENSIPUG00000006537
danio_rerio ENSDARG00000058259
paramormyrops_kingsleyae ENSPKIG00000014221
scleropages_formosus ENSSFOG00015011682
scleropages_formosus ENSSFOG00015020621
paramormyrops_kingsleyae ENSPKIG00000009388
lepisosteus_oculatus ENSLOCG00000016061
