ursus_maritimus ENSUMAG00000019106
ursus_americanus ENSUAMG00000001079
ailuropoda_melanoleuca ENSAMEG00000005477
mustela_putorius_furo ENSMPUG00000001164
neovison_vison ENSNVIG00000014995
canis_lupus_dingo ENSCAFG00020001625
canis_lupus_familiaris ENSCAFG00000011139
vulpes_vulpes ENSVVUG00000007805
panthera_tigris_altaica ENSPTIG00000005625
panthera_pardus ENSPPRG00000020848
felis_catus ENSFCAG00000019165
equus_asinus_asinus ENSEASG00005018712
equus_caballus ENSECAG00000009174
capra_hircus ENSCHIG00000021705
ovis_aries ENSOARG00000008361
bos_mutus ENSBMUG00000026654
bos_taurus ENSBTAG00000051224
bison_bison_bison ENSBBBG00000025226
sus_scrofa ENSSSCG00000020871
propithecus_coquereli ENSPCOG00000025674
microcebus_murinus ENSMICG00000045459
otolemur_garnettii ENSOGAG00000029890
pan_troglodytes ENSPTRG00000048052
homo_sapiens ENSG00000006756
gorilla_gorilla ENSGGOG00000027647
pan_troglodytes ENSPTRG00000021627
pongo_abelii ENSPPYG00000020093
nomascus_leucogenys ENSNLEG00000032637
rhinopithecus_roxellana ENSRROG00000033993
colobus_angolensis_palliatus ENSCANG00000039823
piliocolobus_tephrosceles ENSPTEG00000002084
theropithecus_gelada ENSTGEG00000012571
papio_anubis ENSPANG00000017710
mandrillus_leucophaeus ENSMLEG00000031691
cercocebus_atys ENSCATG00000031084
macaca_fascicularis ENSMFAG00000035982
macaca_mulatta ENSMMUG00000003934
chlorocebus_sabaeus ENSCSAG00000015659
cebus_capucinus_imitator ENSCCAG00000022044
callithrix_jacchus ENSCJAG00000015767
aotus_nancymaae ENSANAG00000028530
urocitellus_parryii ENSUPAG00010020331
ictidomys_tridecemlineatus ENSSTOG00000019946
marmota_marmota_marmota ENSMMMG00000004631
spermophilus_dauricus ENSSDAG00000011085
dasypus_novemcinctus ENSDNOG00000008159
procavia_capensis ENSPCAG00000005682
choloepus_hoffmanni ENSCHOG00000002033
notamacropus_eugenii ENSMEUG00000008282
phascolarctos_cinereus ENSPCIG00000003446
sarcophilus_harrisii ENSSHAG00000009046
monodelphis_domestica ENSMODG00000000049
ornithorhynchus_anatinus ENSOANG00000004038
ornithorhynchus_anatinus ENSOANG00000028701
ornithorhynchus_anatinus ENSOANG00000030654
sphenodon_punctatus ENSSPUG00000008401
sphenodon_punctatus ENSSPUG00000008405
gallus_gallus ENSGALG00000016648
coturnix_japonica ENSCJPG00005018241
meleagris_gallopavo ENSMGAG00000014732
numida_meleagris ENSNMEG00000015748
anas_platyrhynchos_platyrhynchos ENSAPLG00000026745
calidris_pugnax ENSCPUG00000007023
lepidothrix_coronata ENSLCOG00000015164
manacus_vitellinus ENSMVIG00005014869
apteryx_haastii ENSAHAG00000017024
apteryx_rowi ENSARWG00000016553
apteryx_owenii ENSAOWG00000013417
dromaius_novaehollandiae ENSDNVG00000003469
nothoprocta_perdicaria ENSNPEG00000011696
crocodylus_porosus ENSCPRG00005007041
gopherus_agassizii ENSGAGG00000012192
chelonoidis_abingdonii ENSCABG00000010342
chrysemys_picta_bellii ENSCPBG00000010353
anolis_carolinensis ENSACAG00000005786
anolis_carolinensis ENSACAG00000022801
pogona_vitticeps ENSPVIG00000021810
notechis_scutatus ENSNSUG00000007491
salvator_merianae ENSSMRG00000022491
pogona_vitticeps ENSPVIG00000021811
notechis_scutatus ENSNSUG00000007358
salvator_merianae ENSSMRG00000022467
sphenodon_punctatus ENSSPUG00000013573
parus_major ENSPMJG00000000676
cyanistes_caeruleus ENSCCEG00000018534
ficedula_albicollis ENSFALG00000004191
taeniopygia_guttata ENSTGUG00000010759
taeniopygia_guttata ENSTGUG00000014344
lonchura_striata_domestica ENSLSDG00000015644
serinus_canaria ENSSCAG00000016269
zonotrichia_albicollis ENSZALG00000017279
junco_hyemalis ENSJHYG00000018018
manacus_vitellinus ENSMVIG00005014883
lepidothrix_coronata ENSLCOG00000015165
calidris_pygmaea ENSCPGG00000006641
calidris_pugnax ENSCPUG00000007022
anser_brachyrhynchus ENSABRG00000018038
anas_platyrhynchos_platyrhynchos ENSAPLG00000011802
gallus_gallus ENSGALG00000016654
coturnix_japonica ENSCJPG00005018242
numida_meleagris ENSNMEG00000015749
apteryx_haastii ENSAHAG00000017026
apteryx_rowi ENSARWG00000016554
dromaius_novaehollandiae ENSDNVG00000003475
nothoprocta_perdicaria ENSNPEG00000011698
crocodylus_porosus ENSCPRG00005007073
gopherus_agassizii ENSGAGG00000001498
chelonoidis_abingdonii ENSCABG00000010101
chrysemys_picta_bellii ENSCPBG00000010348
pelodiscus_sinensis ENSPSIG00000002745
apteryx_haastii ENSAHAG00000017020
apteryx_owenii ENSAOWG00000013405
apteryx_rowi ENSARWG00000016552
dromaius_novaehollandiae ENSDNVG00000003451
nothoprocta_perdicaria ENSNPEG00000011694
manacus_vitellinus ENSMVIG00005014856
manacus_vitellinus ENSMVIG00005007624
lepidothrix_coronata ENSLCOG00000015163
taeniopygia_guttata ENSTGUG00000010763
lonchura_striata_domestica ENSLSDG00000015646
junco_hyemalis ENSJHYG00000018017
zonotrichia_albicollis ENSZALG00000017280
serinus_canaria ENSSCAG00000016260
ficedula_albicollis ENSFALG00000004200
cyanistes_caeruleus ENSCCEG00000018533
parus_major ENSPMJG00000000687
melopsittacus_undulatus ENSMUNG00000002927
calidris_pugnax ENSCPUG00000007024
calidris_pygmaea ENSCPGG00000006669
anas_platyrhynchos_platyrhynchos ENSAPLG00000007832
anser_brachyrhynchus ENSABRG00000018050
meleagris_gallopavo ENSMGAG00000014731
coturnix_japonica ENSCJPG00005018240
numida_meleagris ENSNMEG00000015747
crocodylus_porosus ENSCPRG00005007036
gopherus_agassizii ENSGAGG00000016416
chelonoidis_abingdonii ENSCABG00000010378
chrysemys_picta_bellii ENSCPBG00000010340
pelodiscus_sinensis ENSPSIG00000002738
pogona_vitticeps ENSPVIG00000021807
anolis_carolinensis ENSACAG00000005779
notechis_scutatus ENSNSUG00000007492
salvator_merianae ENSSMRG00000022492
sphenodon_punctatus ENSSPUG00000008436
equus_asinus_asinus ENSEASG00005018709
equus_caballus ENSECAG00000007062
dasypus_novemcinctus ENSDNOG00000031547
ornithorhynchus_anatinus ENSOANG00000010512
carlito_syrichta ENSTSYG00000032655
otolemur_garnettii ENSOGAG00000000152
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000383
cavia_porcellus ENSCPOG00000015384
castor_canadensis ENSCCNG00000018671
marmota_marmota_marmota ENSMMMG00000004655
peromyscus_maniculatus_bairdii ENSPEMG00000030231
ailuropoda_melanoleuca ENSAMEG00000005456
ursus_americanus ENSUAMG00000025924
tursiops_truncatus ENSTTRG00000007868
ornithorhynchus_anatinus ENSOANG00000004040
xenopus_tropicalis ENSXETG00000006221
xenopus_tropicalis ENSXETG00000005002
latimeria_chalumnae ENSLACG00000005816
scleropages_formosus ENSSFOG00015023307
scleropages_formosus ENSSFOG00015023304
gasterosteus_aculeatus ENSGACG00000006325
labrus_bergylta ENSLBEG00000003950
tetraodon_nigroviridis ENSTNIG00000002458
tetraodon_nigroviridis ENSTNIG00000016451
takifugu_rubripes ENSTRUG00000013350
mola_mola ENSMMOG00000003949
mastacembelus_armatus ENSMAMG00000019642
monopterus_albus ENSMALG00000012501
anabas_testudineus ENSATEG00000021258
scophthalmus_maximus ENSSMAG00000009689
cynoglossus_semilaevis ENSCSEG00000011073
seriola_dumerili ENSSDUG00000015101
seriola_lalandi_dorsalis ENSSLDG00000008448
amphiprion_ocellaris ENSAOCG00000014206
amphiprion_percula ENSAPEG00000014989
acanthochromis_polyacanthus ENSAPOG00000015317
stegastes_partitus ENSSPAG00000010446
astatotilapia_calliptera ENSACLG00000017616
pundamilia_nyererei ENSPNYG00000019558
maylandia_zebra ENSMZEG00005009721
haplochromis_burtoni ENSHBUG00000002466
oreochromis_niloticus ENSONIG00000004145
neolamprologus_brichardi ENSNBRG00000017455
amphilophus_citrinellus ENSACIG00000009105
fundulus_heteroclitus ENSFHEG00000008325
cyprinodon_variegatus ENSCVAG00000019609
xiphophorus_maculatus ENSXMAG00000015844
xiphophorus_couchianus ENSXCOG00000001603
gambusia_affinis ENSGAFG00000012480
poecilia_latipinna ENSPLAG00000022000
poecilia_latipinna ENSPLAG00000022006
poecilia_mexicana ENSPMEG00000003201
poecilia_formosa ENSPFOG00000008836
poecilia_reticulata ENSPREG00000010574
kryptolebias_marmoratus ENSKMAG00000020410
oryzias_latipes_asm223467v1 ENSORLG00000016189
oryzias_latipes_asm223471v1 ENSORLG00020001989
oryzias_latipes_asm223469v1 ENSORLG00015002720
oryzias_melastigma ENSOMEG00000001528
hippocampus_comes ENSHCOG00000015409
hippocampus_comes ENSHCOG00000015405
periophthalmus_magnuspinnatus ENSPMGG00000013507
gadus_morhua ENSGMOG00000017721
esox_lucius ENSELUG00000008443
pygocentrus_nattereri ENSPNAG00000019974
astyanax_mexicanus ENSAMXG00000001406
ictalurus_punctatus ENSIPUG00000015110
danio_rerio ENSDARG00000002299
paramormyrops_kingsleyae ENSPKIG00000020773
lepisosteus_oculatus ENSLOCG00000010227
