mus_spicilegus ENSMSIG00000021798
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000060373
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020126
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019234
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030256
rattus_norvegicus ENSRNOG00000011621
rattus_norvegicus ENSRNOG00000050800
meriones_unguiculatus ENSMUGG00000017662
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004415
cricetulus_griseus_crigri_1.0 ENSCGRG00000012098
cricetulus_griseus_crigri-picr ENSCGRG00015003739
mesocricetus_auratus ENSMAUG00000000739
peromyscus_maniculatus_bairdii ENSPEMG00000017899
microtus_ochrogaster ENSMOCG00000001623
nannospalax_galili ENSNGAG00000020552
nannospalax_galili ENSNGAG00000018256
jaculus_jaculus ENSJJAG00000017581
jaculus_jaculus ENSJJAG00000024039
jaculus_jaculus ENSJJAG00000019720
jaculus_jaculus ENSJJAG00000000615
jaculus_jaculus ENSJJAG00000020950
jaculus_jaculus ENSJJAG00000014312
jaculus_jaculus ENSJJAG00000019199
nannospalax_galili ENSNGAG00000017860
urocitellus_parryii ENSUPAG00010021533
oryctolagus_cuniculus ENSOCUG00000013026
carlito_syrichta ENSTSYG00000027744
otolemur_garnettii ENSOGAG00000029866
otolemur_garnettii ENSOGAG00000032179
otolemur_garnettii ENSOGAG00000032454
otolemur_garnettii ENSOGAG00000012543
otolemur_garnettii ENSOGAG00000032867
castor_canadensis ENSCCNG00000005742
tupaia_belangeri ENSTBEG00000011514
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019072
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014317
cebus_capucinus_imitator ENSCCAG00000014874
dasypus_novemcinctus ENSDNOG00000043205
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015984
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017195
mustela_putorius_furo ENSMPUG00000016707
aotus_nancymaae ENSANAG00000027016
saimiri_boliviensis_boliviensis ENSSBOG00000028154
piliocolobus_tephrosceles ENSPTEG00000014396
colobus_angolensis_palliatus ENSCANG00000034732
piliocolobus_tephrosceles ENSPTEG00000035215
nomascus_leucogenys ENSNLEG00000018726
pan_paniscus ENSPPAG00000034008
macaca_fascicularis ENSMFAG00000031240
papio_anubis ENSPANG00000018274
macaca_fascicularis ENSMFAG00000000371
theropithecus_gelada ENSTGEG00000003360
cercocebus_atys ENSCATG00000035936
cebus_capucinus_imitator ENSCCAG00000020533
saimiri_boliviensis_boliviensis ENSSBOG00000028896
callithrix_jacchus ENSCJAG00000016319
callithrix_jacchus ENSCJAG00000003238
piliocolobus_tephrosceles ENSPTEG00000038526
otolemur_garnettii ENSOGAG00000032637
mesocricetus_auratus ENSMAUG00000000080
mesocricetus_auratus ENSMAUG00000020887
cricetulus_griseus_crigri_1.0 ENSCGRG00000009850
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024282
cricetulus_griseus_crigri-picr ENSCGRG00015020740
nannospalax_galili ENSNGAG00000017956
monodelphis_domestica ENSMODG00000017619
saimiri_boliviensis_boliviensis ENSSBOG00000021934
bos_taurus ENSBTAG00000049420
cercocebus_atys ENSCATG00000030828
vulpes_vulpes ENSVVUG00000022952
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002785
peromyscus_maniculatus_bairdii ENSPEMG00000030844
aotus_nancymaae ENSANAG00000028089
dasypus_novemcinctus ENSDNOG00000032764
fukomys_damarensis ENSFDAG00000003406
fukomys_damarensis ENSFDAG00000010728
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005772
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001282
chinchilla_lanigera ENSCLAG00000000947
cavia_porcellus ENSCPOG00000001474
cavia_aperea ENSCAPG00000008726
octodon_degus ENSODEG00000008102
octodon_degus ENSODEG00000001160
octodon_degus ENSODEG00000000603
octodon_degus ENSODEG00000020161
octodon_degus ENSODEG00000012803
octodon_degus ENSODEG00000017188
peromyscus_maniculatus_bairdii ENSPEMG00000017675
marmota_marmota_marmota ENSMMMG00000014501
spermophilus_dauricus ENSSDAG00000002556
homo_sapiens ENSG00000275774
pan_troglodytes ENSPTRG00000043617
homo_sapiens ENSG00000179172
pan_troglodytes ENSPTRG00000039710
homo_sapiens ENSG00000277058
homo_sapiens ENSG00000179412
pan_troglodytes ENSPTRG00000048096
pongo_abelii ENSPPYG00000001860
piliocolobus_tephrosceles ENSPTEG00000005604
piliocolobus_tephrosceles ENSPTEG00000007792
rhinopithecus_bieti ENSRBIG00000006622
macaca_mulatta ENSMMUG00000046109
macaca_fascicularis ENSMFAG00000002431
chlorocebus_sabaeus ENSCSAG00000000637
myotis_lucifugus ENSMLUG00000007853
erinaceus_europaeus ENSEEUG00000007472
equus_caballus ENSECAG00000017645
equus_asinus_asinus ENSEASG00005010413
macaca_fascicularis ENSMFAG00000002531
theropithecus_gelada ENSTGEG00000015906
rhinopithecus_bieti ENSRBIG00000038355
gorilla_gorilla ENSGGOG00000023015
pan_troglodytes ENSPTRG00000006118
colobus_angolensis_palliatus ENSCANG00000035615
piliocolobus_tephrosceles ENSPTEG00000023864
rhinopithecus_roxellana ENSRROG00000006722
papio_anubis ENSPANG00000035897
callithrix_jacchus ENSCJAG00000009354
mandrillus_leucophaeus ENSMLEG00000040545
chlorocebus_sabaeus ENSCSAG00000016585
pongo_abelii ENSPPYG00000005593
homo_sapiens ENSG00000092199
aotus_nancymaae ENSANAG00000034906
cebus_capucinus_imitator ENSCCAG00000025125
cebus_capucinus_imitator ENSCCAG00000029854
callithrix_jacchus ENSCJAG00000023213
aotus_nancymaae ENSANAG00000031628
mandrillus_leucophaeus ENSMLEG00000036782
cercocebus_atys ENSCATG00000031526
macaca_mulatta ENSMMUG00000018813
rhinopithecus_roxellana ENSRROG00000031669
rhinopithecus_roxellana ENSRROG00000036842
piliocolobus_tephrosceles ENSPTEG00000008954
nomascus_leucogenys ENSNLEG00000014362
saimiri_boliviensis_boliviensis ENSSBOG00000024757
propithecus_coquereli ENSPCOG00000022866
prolemur_simus ENSPSMG00000012068
microcebus_murinus ENSMICG00000007682
saimiri_boliviensis_boliviensis ENSSBOG00000022725
cebus_capucinus_imitator ENSCCAG00000022114
aotus_nancymaae ENSANAG00000029835
rhinopithecus_roxellana ENSRROG00000029991
macaca_nemestrina ENSMNEG00000041647
pan_troglodytes ENSPTRG00000045559
pan_paniscus ENSPPAG00000033436
gorilla_gorilla ENSGGOG00000028510
microcebus_murinus ENSMICG00000031852
macaca_fascicularis ENSMFAG00000046206
macaca_mulatta ENSMMUG00000044557
macaca_nemestrina ENSMNEG00000041407
theropithecus_gelada ENSTGEG00000006304
colobus_angolensis_palliatus ENSCANG00000042530
mandrillus_leucophaeus ENSMLEG00000034813
papio_anubis ENSPANG00000005993
cercocebus_atys ENSCATG00000034074
rhinopithecus_roxellana ENSRROG00000030362
rhinopithecus_bieti ENSRBIG00000039292
pan_troglodytes ENSPTRG00000043469
pan_paniscus ENSPPAG00000041389
nomascus_leucogenys ENSNLEG00000009500
rhinopithecus_bieti ENSRBIG00000034098
rhinopithecus_roxellana ENSRROG00000009630
colobus_angolensis_palliatus ENSCANG00000031846
macaca_mulatta ENSMMUG00000016162
otolemur_garnettii ENSOGAG00000007606
tursiops_truncatus ENSTTRG00000016055
sorex_araneus ENSSARG00000003711
capra_hircus ENSCHIG00000022536
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001946
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006562
ictidomys_tridecemlineatus ENSSTOG00000021413
otolemur_garnettii ENSOGAG00000033117
cebus_capucinus_imitator ENSCCAG00000023170
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006054
saimiri_boliviensis_boliviensis ENSSBOG00000032742
choloepus_hoffmanni ENSCHOG00000010033
oryctolagus_cuniculus ENSOCUG00000021366
procavia_capensis ENSPCAG00000003025
notamacropus_eugenii ENSMEUG00000010928
canis_lupus_familiaris ENSCAFG00000018380
canis_lupus_familiaris ENSCAFG00000002619
neovison_vison ENSNVIG00000014228
ursus_maritimus ENSUMAG00000003799
