ciona_intestinalis ENSCING00000018903
ciona_savignyi ENSCSAVG00000011426
tetraodon_nigroviridis ENSTNIG00000000433
takifugu_rubripes ENSTRUG00000021576
mola_mola ENSMMOG00000019200
takifugu_rubripes ENSTRUG00000025216
labrus_bergylta ENSLBEG00000026983
scophthalmus_maximus ENSSMAG00000002063
mastacembelus_armatus ENSMAMG00000008731
seriola_dumerili ENSSDUG00000001031
seriola_lalandi_dorsalis ENSSLDG00000012416
anabas_testudineus ENSATEG00000005870
monopterus_albus ENSMALG00000009329
stegastes_partitus ENSSPAG00000012758
hippocampus_comes ENSHCOG00000008018
poecilia_formosa ENSPFOG00000016837
oryzias_melastigma ENSOMEG00000017956
maylandia_zebra ENSMZEG00005012879
pundamilia_nyererei ENSPNYG00000016913
astatotilapia_calliptera ENSACLG00000022640
haplochromis_burtoni ENSHBUG00000001217
esox_lucius ENSELUG00000007936
pygocentrus_nattereri ENSPNAG00000018117
astyanax_mexicanus ENSAMXG00000039380
ictalurus_punctatus ENSIPUG00000023659
danio_rerio ENSDARG00000074079
scleropages_formosus ENSSFOG00015020643
lepisosteus_oculatus ENSLOCG00000001998
junco_hyemalis ENSJHYG00000012997
zonotrichia_albicollis ENSZALG00000014343
serinus_canaria ENSSCAG00000012164
cyanistes_caeruleus ENSCCEG00000005094
lepidothrix_coronata ENSLCOG00000002377
calidris_pygmaea ENSCPGG00000011028
calidris_pugnax ENSCPUG00000017001
melopsittacus_undulatus ENSMUNG00000012748
gallus_gallus ENSGALG00000027645
meleagris_gallopavo ENSMGAG00000011863
anas_platyrhynchos_platyrhynchos ENSAPLG00000017402
anser_brachyrhynchus ENSABRG00000000361
gopherus_agassizii ENSGAGG00000013506
pogona_vitticeps ENSPVIG00000007615
salvator_merianae ENSSMRG00000011844
sphenodon_punctatus ENSSPUG00000017656
ornithorhynchus_anatinus ENSOANG00000030785
eptatretus_burgeri ENSEBUG00000002456
caenorhabditis_elegans_strain_n2 WBGene00009978
drosophila_melanogaster FBgn0030053
